,n,k,n_changes,n_matches
0,3000,7,562,2826
1,3000,7,391,2825
2,3000,7,355,2834
3,3000,7,487,2825
4,3000,7,334,2824
5,3000,7,398,2824
6,3000,7,463,2828
7,3000,7,359,2819
8,3000,7,267,2821
9,3000,7,399,2815
10,3000,7,497,2815
11,3000,7,358,2829
12,3000,7,552,2816
13,3000,7,636,2835
14,3000,7,418,2835
15,3000,7,511,2833
16,3000,7,571,2826
17,3000,7,496,2824
18,3000,7,424,2836
19,3000,7,398,2821
20,3000,7,380,2821
21,3000,7,426,2808
22,3000,7,448,2825
23,3000,7,586,2841
24,3000,7,459,2820
25,3000,7,434,2820
26,3000,7,444,2814
27,3000,7,416,2822
28,3000,7,434,2813
29,3000,7,548,2806
30,3000,7,469,2825
31,3000,7,445,2827
32,3000,7,385,2816
33,3000,7,353,2830
34,3000,7,529,2822
35,3000,7,485,2823
36,3000,7,475,2832
37,3000,7,510,2828
38,3000,7,477,2816
39,3000,7,373,2795
40,3000,7,490,2824
41,3000,7,464,2819
42,3000,7,578,2829
43,3000,7,528,2827
44,3000,7,573,2810
45,3000,7,481,2834
46,3000,7,481,2816
47,3000,7,415,2813
48,3000,7,350,2811
49,3000,7,434,2818
50,3000,7,489,2825
51,3000,7,572,2829
52,3000,7,482,2832
53,3000,7,484,2819
54,3000,7,492,2823
55,3000,7,471,2825
56,3000,7,483,2815
57,3000,7,592,2833
58,3000,7,501,2819
59,3000,7,418,2837
60,3000,7,399,2819
61,3000,7,472,2838
62,3000,7,477,2815
63,3000,7,469,2831
64,3000,7,451,2827
65,3000,7,476,2818
66,3000,7,386,2810
67,3000,7,396,2829
68,3000,7,414,2828
69,3000,7,447,2826
70,3000,7,339,2822
71,3000,7,518,2810
72,3000,7,429,2827
73,3000,7,421,2822
74,3000,7,581,2817
75,3000,7,401,2815
76,3000,7,451,2810
77,3000,7,390,2833
78,3000,7,388,2821
79,3000,7,472,2832
80,3000,7,497,2818
81,3000,7,401,2820
82,3000,7,465,2806
83,3000,7,548,2816
84,3000,7,423,2821
85,3000,7,417,2829
86,3000,7,500,2814
87,3000,7,429,2825
88,3000,7,446,2835
89,3000,7,641,2817
90,3000,7,430,2816
91,3000,7,435,2824
92,3000,7,507,2840
93,3000,7,412,2813
94,3000,7,408,2804
95,3000,7,436,2825
96,3000,7,486,2826
97,3000,7,444,2831
98,3000,7,388,2817
99,3000,7,527,2822
100,3000,7,366,2823
