,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,4000,4,4,0.0011312217194570137
1,4000,4,3,0.0008484162895927602
2,4000,4,7,0.001994870333428327
3,4000,4,3,0.0008549444286121402
4,4000,4,2,0.0005699629524080935
5,4000,4,15,0.00424929178470255
6,4000,4,2,0.0005665722379603399
7,4000,4,2,0.0005683432793407218
8,4000,4,26,0.0073821692220329355
9,4000,4,2,0.0005678591709256105
10,4000,4,6,0.001701162461015027
11,4000,4,21,0.005954068613552594
12,4000,4,2,0.0005680204487361545
13,4000,4,2,0.0005680204487361545
14,4000,4,5,0.0014240956992309882
15,4000,4,7,0.0019937339789233835
16,4000,4,4,0.0011267605633802818
17,4000,4,8,0.0022535211267605635
18,4000,4,2,0.0005656108597285068
19,4000,4,7,0.00198300283286119
20,4000,4,4,0.0011331444759206798
21,4000,4,5,0.00141643059490085
22,4000,4,2,0.0005659309564233164
23,4000,4,6,0.001697792869269949
24,4000,4,3,0.0008508224617129892
25,4000,4,4,0.0011321822813472968
26,4000,4,2,0.0005644933672029354
27,4000,4,2,0.0005656108597285068
28,4000,4,2,0.0005656108597285068
29,4000,4,4,0.0011344299489506524
30,4000,4,2,0.0005659309564233164
31,4000,4,2,0.0005689900426742532
32,4000,4,6,0.0017045454545454545
33,4000,4,10,0.0028328611898017
34,4000,4,6,0.0016968325791855204
35,4000,4,5,0.001417635384179189
36,4000,4,3,0.0008505812305075135
37,4000,4,4,0.0011418783899514702
38,4000,4,8,0.0022497187851518562
39,4000,4,4,0.0011248593925759281
40,4000,4,4,0.0011248593925759281
41,4000,4,2,0.0005624296962879641
42,4000,4,3,0.000851063829787234
43,4000,4,2,0.0005654509471303364
44,4000,4,4,0.001138627953316254
45,4000,4,2,0.000569313976658127
46,4000,4,9,0.0025524673851389677
47,4000,4,5,0.0014180374361883153
48,4000,4,2,0.0005668934240362812
49,4000,4,4,0.001141552511415525
50,4000,4,8,0.00228310502283105
51,4000,4,6,0.0016987542468856172
52,4000,4,4,0.0011267605633802818
53,4000,4,2,0.0005633802816901409
54,4000,4,2,0.0005651313930488839
55,4000,4,4,0.0011312217194570137
56,4000,4,3,0.0008551881413911061
57,4000,4,2,0.0005696382796923954
58,4000,4,7,0.0019937339789233835
59,4000,4,2,0.0005696382796923954
60,4000,4,2,0.0005709391949757351
61,4000,4,7,0.0019982871824150727
62,4000,4,3,0.0008564087924636027
63,4000,4,4,0.0011418783899514702
64,4000,4,2,0.0005709391949757351
65,4000,4,3,0.0008493771234428086
66,4000,4,4,0.0011325028312570782
67,4000,4,4,0.0011344299489506524
68,4000,4,2,0.0005689900426742532
69,4000,4,2,0.0005689900426742532
70,4000,4,6,0.0017094017094017094
71,4000,4,7,0.0019943019943019944
72,4000,4,4,0.001136040897472309
73,4000,4,10,0.002822466836014677
74,4000,4,7,0.0019757267852102737
75,4000,4,9,0.002558271745309835
76,4000,4,3,0.0008527572484366117
77,4000,4,15,0.004267425320056899
78,4000,4,3,0.0008534850640113798
79,4000,4,2,0.0005689900426742532
80,4000,4,4,0.0011366865586814436
81,4000,4,2,0.0005660911406736484
82,4000,4,5,0.001416029453412631
83,4000,4,5,0.0014132278123233466
84,4000,4,5,0.0014132278123233466
85,4000,4,16,0.004528729125389187
86,4000,4,3,0.0008491367110104727
87,4000,4,4,0.0011376564277588168
88,4000,4,4,0.001128668171557562
89,4000,4,3,0.0008486562942008486
90,4000,4,4,0.0011373329542223485
91,4000,4,18,0.005060444194545966
92,4000,4,10,0.0028208744710860366
93,4000,4,3,0.000846262341325811
94,4000,4,2,0.0005641748942172073
95,4000,4,7,0.001984689537850865
96,4000,4,3,0.0008505812305075135
97,4000,4,2,0.0005670541536716756
98,4000,4,5,0.0014249073810202336
99,4000,4,2,0.0005699629524080935
100,4000,4,2,0.0005667327854916407
101,4000,4,3,0.000850099178237461
102,4000,4,11,0.0031179138321995466
103,4000,4,4,0.0011337868480725624
104,4000,4,3,0.0008503401360544217
105,4000,4,2,0.0005668934240362812
106,4000,4,7,0.0019858156028368795
107,4000,4,4,0.0011347517730496454
108,4000,4,2,0.0005657708628005657
109,4000,4,4,0.001138627953316254
110,4000,4,7,0.0019875070982396364
111,4000,4,7,0.0019824412347776836
112,4000,4,2,0.000569313976658127
113,4000,4,10,0.002824858757062147
114,4000,4,2,0.0005649717514124294
115,4000,4,2,0.0005644933672029354
116,4000,4,2,0.0005644933672029354
117,4000,4,2,0.0005698005698005698
118,4000,4,2,0.0005701254275940707
119,4000,4,3,0.0008493771234428086
120,4000,4,11,0.003114382785956965
121,4000,4,2,0.0005699629524080935
122,4000,4,9,0.002555366269165247
123,4000,4,2,0.0005688282138794084
124,4000,4,2,0.0005688282138794084
125,4000,4,2,0.0005688282138794084
126,4000,4,2,0.0005688282138794084
127,4000,4,5,0.0014156285390713476
128,4000,4,17,0.004859919954259577
129,4000,4,5,0.001429388221841052
130,4000,4,9,0.0025517436915225406
131,4000,4,7,0.001984689537850865
132,4000,4,2,0.0005675368898978433
133,4000,4,14,0.00396937907570173
134,4000,4,3,0.000851063829787234
135,4000,4,3,0.0008527572484366117
136,4000,4,2,0.0005660911406736484
137,4000,4,3,0.0008491367110104727
138,4000,4,5,0.00141643059490085
139,4000,4,6,0.001692524682651622
140,4000,4,18,0.0050991501416430595
141,4000,4,3,0.0008498583569405099
142,4000,4,9,0.0025495750708215297
143,4000,4,3,0.0008498583569405099
144,4000,4,2,0.0005672149744753262
145,4000,4,3,0.0008508224617129892
146,4000,4,10,0.0028216704288939053
147,4000,4,2,0.000564334085778781
148,4000,4,2,0.000564334085778781
149,4000,4,4,0.0011305822498586771
150,4000,4,2,0.0005649717514124294
151,4000,4,5,0.0014124293785310734
152,4000,4,2,0.0005672149744753262
153,4000,4,6,0.0017016449234259785
154,4000,4,2,0.0005673758865248227
155,4000,4,10,0.0028368794326241137
156,4000,4,2,0.0005673758865248227
157,4000,4,2,0.0005673758865248227
158,4000,4,3,0.000851063829787234
159,4000,4,3,0.0008520306731042318
160,4000,4,2,0.0005680204487361545
161,4000,4,11,0.00311262026032824
162,4000,4,23,0.006508205998868138
163,4000,4,2,0.0005673758865248227
164,4000,4,2,0.0005673758865248227
165,4000,4,2,0.0005673758865248227
166,4000,4,8,0.0022484541877459247
167,4000,4,5,0.0014184397163120568
168,4000,4,3,0.0008465011286681715
169,4000,4,4,0.001128668171557562
