,n,k,n_changes_eadam,n_matches
0,4000,7,768,3761
1,4000,7,702,3750
2,4000,7,862,3758
3,4000,7,638,3781
4,4000,7,760,3762
5,4000,7,656,3751
6,4000,7,808,3772
7,4000,7,714,3774
8,4000,7,788,3755
9,4000,7,918,3764
10,4000,7,646,3744
11,4000,7,894,3756
12,4000,7,666,3767
13,4000,7,826,3774
14,4000,7,640,3759
15,4000,7,772,3763
16,4000,7,718,3775
17,4000,7,720,3762
18,4000,7,718,3766
19,4000,7,568,3774
20,4000,7,628,3755
21,4000,7,674,3753
22,4000,7,768,3774
23,4000,7,656,3757
24,4000,7,642,3776
25,4000,7,750,3752
26,4000,7,940,3757
27,4000,7,822,3770
28,4000,7,846,3770
29,4000,7,808,3754
30,4000,7,890,3771
31,4000,7,818,3766
32,4000,7,650,3782
33,4000,7,874,3769
34,4000,7,860,3762
35,4000,7,822,3780
36,4000,7,830,3759
37,4000,7,834,3744
38,4000,7,640,3737
39,4000,7,706,3750
40,4000,7,640,3786
41,4000,7,662,3779
42,4000,7,810,3757
43,4000,7,634,3759
44,4000,7,774,3769
45,4000,7,754,3794
46,4000,7,636,3772
47,4000,7,760,3766
48,4000,7,706,3776
49,4000,7,658,3763
50,4000,7,754,3760
51,4000,7,552,3761
52,4000,7,884,3751
53,4000,7,914,3765
54,4000,7,670,3775
55,4000,7,820,3758
56,4000,7,768,3771
57,4000,7,698,3775
58,4000,7,698,3770
59,4000,7,824,3775
60,4000,7,576,3764
61,4000,7,682,3766
62,4000,7,652,3780
63,4000,7,894,3764
64,4000,7,556,3766
65,4000,7,978,3754
66,4000,7,832,3768
67,4000,7,884,3759
68,4000,7,710,3756
69,4000,7,652,3758
70,4000,7,832,3758
71,4000,7,832,3768
72,4000,7,702,3771
73,4000,7,838,3777
74,4000,7,808,3774
75,4000,7,600,3754
76,4000,7,812,3760
77,4000,7,710,3749
78,4000,7,982,3778
79,4000,7,690,3762
80,4000,7,832,3746
81,4000,7,664,3754
82,4000,7,806,3785
83,4000,7,704,3749
84,4000,7,764,3769
85,4000,7,780,3769
86,4000,7,588,3749
87,4000,7,868,3769
88,4000,7,568,3762
89,4000,7,950,3757
90,4000,7,738,3758
91,4000,7,678,3754
92,4000,7,724,3767
93,4000,7,882,3769
94,4000,7,870,3777
95,4000,7,786,3773
96,4000,7,688,3778
97,4000,7,848,3749
98,4000,7,950,3760
99,4000,7,708,3757
100,4000,7,850,3767
101,4000,7,600,3775
102,4000,7,770,3766
103,4000,7,750,3775
104,4000,7,544,3756
105,4000,7,854,3765
106,4000,7,786,3763
107,4000,7,730,3748
108,4000,7,814,3764
109,4000,7,804,3760
110,4000,7,710,3760
111,4000,7,708,3756
112,4000,7,648,3764
113,4000,7,730,3781
114,4000,7,932,3751
115,4000,7,672,3755
116,4000,7,758,3765
117,4000,7,494,3749
118,4000,7,734,3758
119,4000,7,1030,3756
120,4000,7,686,3764
121,4000,7,780,3769
122,4000,7,800,3759
123,4000,7,832,3781
124,4000,7,678,3773
125,4000,7,786,3762
126,4000,7,706,3757
127,4000,7,782,3780
128,4000,7,660,3758
129,4000,7,682,3757
130,4000,7,658,3763
131,4000,7,950,3769
132,4000,7,716,3773
133,4000,7,672,3769
134,4000,7,674,3757
135,4000,7,530,3752
136,4000,7,768,3759
137,4000,7,834,3772
138,4000,7,802,3780
139,4000,7,916,3759
140,4000,7,784,3774
141,4000,7,872,3760
142,4000,7,618,3774
143,4000,7,864,3757
144,4000,7,554,3782
145,4000,7,960,3757
146,4000,7,718,3771
147,4000,7,712,3765
148,4000,7,630,3765
149,4000,7,740,3756
150,4000,7,708,3761
151,4000,7,700,3754
152,4000,7,892,3746
153,4000,7,658,3747
154,4000,7,824,3759
155,4000,7,818,3759
156,4000,7,972,3763
157,4000,7,696,3738
158,4000,7,918,3769
159,4000,7,646,3772
160,4000,7,792,3762
161,4000,7,660,3789
162,4000,7,864,3776
163,4000,7,818,3756
164,4000,7,834,3751
165,4000,7,652,3782
166,4000,7,790,3773
167,4000,7,772,3756
168,4000,7,838,3766
169,4000,7,638,3771
170,4000,7,730,3743
171,4000,7,646,3761
172,4000,7,938,3773
173,4000,7,972,3763
174,4000,7,866,3776
175,4000,7,508,3761
176,4000,7,778,3768
177,4000,7,746,3775
178,4000,7,602,3760
179,4000,7,970,3769
180,4000,7,866,3775
181,4000,7,738,3769
182,4000,7,692,3775
183,4000,7,884,3773
184,4000,7,722,3771
185,4000,7,674,3743
186,4000,7,810,3761
187,4000,7,800,3772
188,4000,7,836,3778
189,4000,7,714,3741
190,4000,7,696,3759
191,4000,7,692,3772
192,4000,7,718,3746
193,4000,7,578,3766
194,4000,7,694,3763
195,4000,7,734,3771
196,4000,7,750,3772
197,4000,7,546,3753
198,4000,7,764,3787
199,4000,7,758,3751
200,4000,7,978,3769
201,4000,7,724,3780
202,4000,7,696,3767
203,4000,7,650,3768
204,4000,7,826,3783
205,4000,7,806,3769
206,4000,7,796,3760
207,4000,7,672,3767
208,4000,7,726,3761
209,4000,7,560,3762
210,4000,7,738,3760
211,4000,7,758,3768
212,4000,7,824,3768
213,4000,7,870,3755
214,4000,7,802,3772
215,4000,7,598,3766
216,4000,7,774,3777
217,4000,7,758,3763
218,4000,7,778,3762
219,4000,7,652,3763
220,4000,7,802,3762
221,4000,7,1012,3760
222,4000,7,632,3772
223,4000,7,738,3768
224,4000,7,954,3758
225,4000,7,846,3762
226,4000,7,774,3765
227,4000,7,746,3761
228,4000,7,778,3742
229,4000,7,800,3765
230,4000,7,586,3773
231,4000,7,558,3763
232,4000,7,612,3772
233,4000,7,768,3745
234,4000,7,958,3766
235,4000,7,796,3771
236,4000,7,700,3769
237,4000,7,828,3767
238,4000,7,810,3765
239,4000,7,744,3756
240,4000,7,808,3759
241,4000,7,650,3755
242,4000,7,884,3776
243,4000,7,1078,3765
244,4000,7,656,3754
245,4000,7,764,3753
246,4000,7,754,3762
247,4000,7,728,3751
248,4000,7,716,3766
249,4000,7,638,3769
250,4000,7,820,3760
251,4000,7,738,3780
252,4000,7,800,3760
253,4000,7,698,3763
254,4000,7,574,3760
255,4000,7,944,3766
256,4000,7,734,3765
257,4000,7,940,3761
258,4000,7,858,3771
259,4000,7,522,3755
260,4000,7,568,3757
261,4000,7,674,3755
262,4000,7,794,3753
263,4000,7,934,3767
264,4000,7,878,3768
265,4000,7,782,3752
266,4000,7,642,3758
267,4000,7,930,3762
268,4000,7,890,3752
269,4000,7,816,3757
270,4000,7,1142,3755
271,4000,7,652,3760
272,4000,7,584,3757
273,4000,7,748,3764
274,4000,7,696,3766
275,4000,7,524,3771
276,4000,7,788,3754
277,4000,7,770,3760
278,4000,7,804,3773
279,4000,7,728,3754
280,4000,7,720,3763
281,4000,7,720,3765
282,4000,7,624,3758
283,4000,7,908,3753
284,4000,7,822,3758
285,4000,7,676,3758
286,4000,7,862,3766
287,4000,7,762,3756
288,4000,7,994,3776
289,4000,7,720,3746
290,4000,7,666,3770
291,4000,7,790,3769
292,4000,7,816,3759
293,4000,7,680,3760
294,4000,7,774,3759
295,4000,7,764,3751
296,4000,7,732,3762
297,4000,7,740,3782
298,4000,7,830,3760
299,4000,7,728,3764
300,4000,7,782,3771
301,4000,7,594,3775
302,4000,7,560,3770
303,4000,7,878,3769
304,4000,7,738,3773
305,4000,7,766,3759
306,4000,7,818,3764
307,4000,7,636,3776
308,4000,7,810,3755
309,4000,7,822,3774
310,4000,7,820,3762
311,4000,7,892,3785
312,4000,7,640,3734
313,4000,7,870,3763
314,4000,7,640,3747
315,4000,7,940,3769
316,4000,7,926,3767
317,4000,7,832,3771
318,4000,7,780,3775
319,4000,7,748,3764
320,4000,7,780,3774
321,4000,7,1006,3782
322,4000,7,820,3759
323,4000,7,816,3772
324,4000,7,794,3774
325,4000,7,808,3778
326,4000,7,824,3752
327,4000,7,728,3764
328,4000,7,912,3790
329,4000,7,792,3747
330,4000,7,828,3765
331,4000,7,630,3763
332,4000,7,710,3772
333,4000,7,866,3746
334,4000,7,602,3777
335,4000,7,738,3760
336,4000,7,718,3765
337,4000,7,738,3774
338,4000,7,846,3765
339,4000,7,670,3768
340,4000,7,606,3779
341,4000,7,634,3763
342,4000,7,678,3776
343,4000,7,864,3755
344,4000,7,908,3773
345,4000,7,712,3758
346,4000,7,890,3755
347,4000,7,858,3762
348,4000,7,830,3771
349,4000,7,744,3765
350,4000,7,830,3775
351,4000,7,900,3765
