,n,k,n_changes,n_matches
0,3000,8,630,2861
1,3000,8,694,2855
2,3000,8,749,2851
3,3000,8,621,2855
4,3000,8,680,2865
5,3000,8,662,2864
6,3000,8,601,2849
7,3000,8,777,2845
8,3000,8,634,2864
9,3000,8,588,2861
10,3000,8,641,2870
11,3000,8,610,2853
12,3000,8,581,2844
13,3000,8,571,2839
14,3000,8,639,2861
15,3000,8,696,2858
16,3000,8,709,2858
17,3000,8,756,2859
18,3000,8,663,2864
19,3000,8,643,2846
20,3000,8,623,2858
21,3000,8,614,2844
22,3000,8,593,2848
23,3000,8,641,2860
24,3000,8,636,2846
25,3000,8,727,2848
26,3000,8,680,2862
27,3000,8,654,2851
28,3000,8,650,2864
29,3000,8,793,2859
30,3000,8,607,2863
31,3000,8,665,2849
32,3000,8,657,2845
33,3000,8,689,2858
34,3000,8,598,2859
35,3000,8,856,2861
36,3000,8,700,2859
37,3000,8,688,2860
38,3000,8,675,2853
39,3000,8,666,2861
40,3000,8,637,2847
41,3000,8,710,2848
42,3000,8,689,2863
43,3000,8,645,2847
44,3000,8,610,2860
45,3000,8,618,2860
46,3000,8,695,2845
47,3000,8,686,2850
48,3000,8,701,2855
49,3000,8,691,2857
50,3000,8,546,2861
51,3000,8,728,2856
52,3000,8,654,2848
53,3000,8,533,2853
54,3000,8,589,2854
55,3000,8,722,2842
56,3000,8,823,2863
57,3000,8,651,2848
58,3000,8,591,2842
59,3000,8,589,2848
60,3000,8,669,2847
61,3000,8,660,2847
62,3000,8,682,2870
63,3000,8,657,2852
64,3000,8,619,2862
65,3000,8,695,2860
66,3000,8,607,2868
67,3000,8,679,2854
68,3000,8,663,2849
69,3000,8,733,2861
70,3000,8,620,2859
71,3000,8,614,2862
72,3000,8,703,2863
73,3000,8,696,2850
74,3000,8,707,2845
75,3000,8,506,2856
76,3000,8,694,2851
77,3000,8,695,2848
78,3000,8,726,2854
79,3000,8,636,2856
80,3000,8,649,2857
81,3000,8,679,2872
82,3000,8,602,2849
83,3000,8,542,2853
84,3000,8,567,2851
85,3000,8,619,2848
86,3000,8,688,2845
87,3000,8,590,2853
88,3000,8,728,2856
89,3000,8,605,2856
90,3000,8,661,2857
91,3000,8,645,2855
92,3000,8,608,2855
93,3000,8,585,2843
94,3000,8,757,2857
95,3000,8,720,2869
96,3000,8,651,2853
97,3000,8,610,2850
98,3000,8,708,2865
99,3000,8,586,2854
100,3000,8,677,2835
101,3000,8,627,2853
102,3000,8,704,2852
103,3000,8,572,2846
104,3000,8,599,2852
105,3000,8,571,2854
106,3000,8,648,2859
107,3000,8,725,2870
108,3000,8,657,2859
109,3000,8,615,2860
110,3000,8,659,2847
111,3000,8,526,2854
112,3000,8,704,2858
113,3000,8,635,2858
114,3000,8,689,2853
115,3000,8,770,2858
116,3000,8,660,2856
117,3000,8,705,2862
118,3000,8,714,2843
119,3000,8,689,2857
120,3000,8,659,2853
121,3000,8,690,2863
122,3000,8,629,2853
123,3000,8,706,2862
124,3000,8,560,2859
125,3000,8,618,2854
126,3000,8,713,2860
127,3000,8,712,2844
128,3000,8,602,2843
129,3000,8,600,2856
130,3000,8,594,2854
131,3000,8,638,2859
132,3000,8,632,2852
133,3000,8,594,2853
134,3000,8,632,2870
135,3000,8,734,2861
136,3000,8,632,2866
137,3000,8,642,2842
138,3000,8,603,2856
139,3000,8,710,2856
140,3000,8,654,2857
141,3000,8,670,2860
142,3000,8,711,2863
143,3000,8,619,2844
144,3000,8,632,2860
145,3000,8,746,2849
146,3000,8,693,2853
147,3000,8,771,2855
148,3000,8,681,2860
149,3000,8,631,2866
150,3000,8,674,2845
151,3000,8,687,2856
152,3000,8,685,2862
153,3000,8,577,2867
154,3000,8,696,2852
155,3000,8,609,2863
156,3000,8,642,2838
157,3000,8,698,2858
158,3000,8,670,2857
159,3000,8,651,2851
160,3000,8,716,2850
161,3000,8,523,2849
162,3000,8,694,2846
163,3000,8,615,2851
164,3000,8,703,2856
165,3000,8,771,2848
166,3000,8,744,2842
167,3000,8,666,2870
168,3000,8,569,2853
169,3000,8,779,2861
170,3000,8,652,2855
171,3000,8,636,2859
172,3000,8,809,2859
173,3000,8,717,2856
174,3000,8,633,2851
175,3000,8,668,2864
176,3000,8,649,2868
177,3000,8,644,2868
178,3000,8,715,2856
179,3000,8,614,2852
180,3000,8,759,2864
181,3000,8,731,2853
182,3000,8,639,2855
183,3000,8,644,2851
184,3000,8,634,2853
185,3000,8,692,2853
186,3000,8,656,2853
187,3000,8,712,2851
188,3000,8,674,2839
189,3000,8,662,2867
190,3000,8,772,2858
191,3000,8,642,2828
192,3000,8,559,2853
193,3000,8,635,2858
194,3000,8,705,2866
195,3000,8,732,2854
196,3000,8,688,2851
197,3000,8,727,2843
198,3000,8,597,2855
199,3000,8,633,2860
200,3000,8,569,2850
201,3000,8,558,2850
202,3000,8,749,2866
203,3000,8,664,2849
204,3000,8,728,2862
205,3000,8,702,2865
206,3000,8,694,2849
207,3000,8,576,2865
208,3000,8,764,2856
209,3000,8,659,2854
210,3000,8,652,2847
211,3000,8,576,2839
212,3000,8,561,2851
213,3000,8,491,2871
214,3000,8,632,2856
215,3000,8,628,2850
216,3000,8,740,2861
217,3000,8,690,2847
218,3000,8,731,2856
219,3000,8,742,2847
220,3000,8,598,2853
221,3000,8,617,2854
222,3000,8,739,2856
223,3000,8,760,2862
224,3000,8,689,2854
225,3000,8,654,2847
226,3000,8,654,2852
227,3000,8,758,2850
228,3000,8,535,2845
229,3000,8,590,2861
230,3000,8,572,2855
231,3000,8,612,2860
232,3000,8,650,2862
233,3000,8,778,2857
234,3000,8,588,2864
235,3000,8,524,2854
236,3000,8,655,2850
237,3000,8,667,2845
238,3000,8,686,2847
239,3000,8,647,2836
240,3000,8,615,2852
241,3000,8,741,2863
242,3000,8,667,2856
243,3000,8,733,2844
244,3000,8,638,2858
245,3000,8,679,2854
246,3000,8,682,2853
247,3000,8,748,2866
248,3000,8,633,2861
249,3000,8,603,2859
250,3000,8,684,2851
251,3000,8,710,2850
252,3000,8,574,2849
253,3000,8,647,2854
254,3000,8,535,2859
255,3000,8,611,2854
256,3000,8,722,2867
257,3000,8,665,2847
258,3000,8,636,2863
259,3000,8,758,2847
260,3000,8,592,2861
261,3000,8,645,2853
262,3000,8,699,2854
263,3000,8,652,2863
264,3000,8,597,2850
265,3000,8,705,2845
266,3000,8,668,2848
267,3000,8,590,2849
268,3000,8,760,2862
269,3000,8,731,2843
270,3000,8,672,2850
271,3000,8,636,2856
272,3000,8,569,2864
273,3000,8,635,2862
274,3000,8,665,2854
275,3000,8,708,2854
276,3000,8,821,2847
277,3000,8,669,2861
278,3000,8,630,2855
279,3000,8,740,2858
280,3000,8,733,2865
281,3000,8,730,2845
282,3000,8,717,2853
283,3000,8,539,2857
284,3000,8,665,2859
285,3000,8,577,2848
286,3000,8,706,2866
287,3000,8,626,2870
288,3000,8,730,2852
289,3000,8,611,2857
290,3000,8,676,2855
291,3000,8,619,2855
292,3000,8,705,2848
293,3000,8,663,2845
294,3000,8,616,2839
295,3000,8,668,2845
296,3000,8,705,2850
297,3000,8,562,2861
298,3000,8,744,2837
299,3000,8,719,2850
300,3000,8,693,2858
301,3000,8,734,2861
302,3000,8,486,2852
303,3000,8,652,2852
304,3000,8,716,2849
305,3000,8,647,2851
306,3000,8,725,2858
307,3000,8,742,2846
308,3000,8,622,2859
309,3000,8,586,2855
310,3000,8,638,2841
311,3000,8,638,2846
312,3000,8,690,2854
313,3000,8,650,2880
314,3000,8,722,2849
315,3000,8,671,2853
316,3000,8,654,2858
317,3000,8,860,2842
318,3000,8,637,2865
319,3000,8,684,2859
320,3000,8,714,2848
321,3000,8,637,2843
322,3000,8,653,2852
323,3000,8,774,2857
324,3000,8,675,2852
325,3000,8,626,2851
326,3000,8,724,2860
327,3000,8,683,2856
328,3000,8,626,2851
329,3000,8,630,2843
330,3000,8,568,2858
331,3000,8,588,2859
332,3000,8,704,2856
333,3000,8,776,2853
334,3000,8,638,2851
335,3000,8,691,2847
336,3000,8,844,2866
337,3000,8,735,2846
338,3000,8,775,2860
339,3000,8,706,2841
340,3000,8,608,2850
341,3000,8,706,2868
342,3000,8,692,2853
343,3000,8,699,2848
344,3000,8,725,2852
345,3000,8,569,2862
346,3000,8,673,2864
347,3000,8,718,2848
348,3000,8,620,2865
349,3000,8,746,2857
350,3000,8,754,2852
351,3000,8,620,2861
352,3000,8,739,2857
353,3000,8,621,2853
354,3000,8,586,2852
355,3000,8,608,2842
356,3000,8,617,2868
357,3000,8,737,2859
358,3000,8,732,2855
359,3000,8,747,2866
360,3000,8,647,2849
361,3000,8,703,2848
362,3000,8,744,2865
363,3000,8,645,2852
364,3000,8,711,2865
365,3000,8,662,2858
366,3000,8,752,2853
367,3000,8,730,2866
368,3000,8,650,2867
369,3000,8,690,2856
370,3000,8,606,2842
371,3000,8,638,2862
372,3000,8,695,2863
373,3000,8,612,2856
374,3000,8,663,2852
375,3000,8,663,2845
376,3000,8,606,2853
377,3000,8,688,2844
378,3000,8,581,2849
379,3000,8,766,2848
380,3000,8,591,2854
381,3000,8,684,2843
382,3000,8,743,2872
383,3000,8,573,2850
384,3000,8,766,2841
385,3000,8,638,2860
386,3000,8,677,2846
387,3000,8,753,2852
388,3000,8,640,2852
389,3000,8,603,2847
390,3000,8,588,2845
391,3000,8,650,2853
392,3000,8,610,2847
393,3000,8,710,2848
394,3000,8,774,2870
395,3000,8,771,2855
396,3000,8,744,2871
397,3000,8,761,2857
398,3000,8,643,2852
399,3000,8,654,2855
400,3000,8,755,2848
401,3000,8,674,2855
402,3000,8,742,2858
403,3000,8,684,2863
404,3000,8,592,2833
405,3000,8,715,2852
406,3000,8,724,2861
407,3000,8,684,2847
408,3000,8,702,2840
409,3000,8,653,2859
410,3000,8,600,2863
411,3000,8,716,2863
412,3000,8,711,2843
413,3000,8,700,2851
414,3000,8,729,2857
415,3000,8,671,2854
416,3000,8,656,2841
417,3000,8,544,2853
418,3000,8,711,2859
419,3000,8,599,2854
420,3000,8,653,2856
421,3000,8,665,2841
422,3000,8,568,2864
423,3000,8,754,2854
424,3000,8,538,2845
425,3000,8,664,2854
426,3000,8,707,2864
427,3000,8,697,2855
428,3000,8,621,2851
429,3000,8,734,2849
430,3000,8,584,2849
431,3000,8,605,2866
432,3000,8,638,2850
433,3000,8,688,2858
434,3000,8,692,2858
435,3000,8,579,2857
436,3000,8,709,2865
437,3000,8,722,2850
438,3000,8,639,2856
439,3000,8,672,2854
440,3000,8,752,2849
441,3000,8,574,2857
442,3000,8,707,2851
443,3000,8,666,2854
444,3000,8,601,2849
445,3000,8,624,2845
446,3000,8,635,2854
447,3000,8,634,2855
448,3000,8,647,2858
449,3000,8,649,2868
450,3000,8,788,2857
451,3000,8,666,2860
452,3000,8,778,2858
453,3000,8,668,2841
454,3000,8,635,2853
455,3000,8,699,2849
456,3000,8,617,2846
457,3000,8,598,2862
458,3000,8,691,2873
459,3000,8,721,2840
460,3000,8,551,2848
461,3000,8,721,2847
462,3000,8,631,2854
463,3000,8,666,2852
464,3000,8,638,2867
465,3000,8,800,2862
466,3000,8,552,2853
467,3000,8,683,2856
468,3000,8,766,2863
469,3000,8,598,2849
470,3000,8,725,2857
471,3000,8,657,2867
472,3000,8,810,2852
473,3000,8,803,2858
474,3000,8,656,2852
475,3000,8,724,2854
476,3000,8,762,2843
477,3000,8,733,2862
478,3000,8,569,2856
479,3000,8,697,2860
480,3000,8,704,2848
481,3000,8,730,2853
482,3000,8,554,2861
483,3000,8,672,2865
484,3000,8,676,2854
485,3000,8,580,2858
486,3000,8,737,2841
487,3000,8,728,2853
488,3000,8,617,2846
489,3000,8,598,2855
490,3000,8,605,2854
491,3000,8,597,2867
492,3000,8,620,2854
493,3000,8,672,2855
494,3000,8,641,2861
495,3000,8,643,2851
496,3000,8,720,2844
497,3000,8,588,2864
498,3000,8,601,2846
499,3000,8,582,2850
500,3000,8,649,2841
501,3000,8,565,2854
502,3000,8,631,2856
503,3000,8,672,2866
504,3000,8,647,2848
505,3000,8,641,2854
506,3000,8,614,2847
507,3000,8,657,2837
508,3000,8,714,2861
509,3000,8,736,2856
510,3000,8,656,2850
511,3000,8,694,2847
512,3000,8,732,2858
513,3000,8,664,2847
514,3000,8,637,2848
515,3000,8,571,2846
516,3000,8,639,2861
517,3000,8,625,2848
518,3000,8,627,2853
519,3000,8,663,2851
520,3000,8,713,2866
521,3000,8,669,2851
522,3000,8,699,2854
523,3000,8,615,2860
524,3000,8,696,2843
525,3000,8,655,2852
526,3000,8,594,2852
527,3000,8,620,2860
528,3000,8,664,2857
529,3000,8,745,2855
530,3000,8,619,2830
531,3000,8,658,2840
532,3000,8,690,2853
533,3000,8,777,2851
534,3000,8,579,2854
535,3000,8,707,2865
536,3000,8,614,2831
537,3000,8,605,2841
538,3000,8,692,2861
539,3000,8,502,2848
540,3000,8,598,2856
541,3000,8,676,2845
542,3000,8,647,2852
543,3000,8,619,2857
544,3000,8,711,2847
545,3000,8,656,2849
546,3000,8,633,2852
547,3000,8,643,2848
548,3000,8,744,2847
549,3000,8,658,2842
550,3000,8,622,2840
551,3000,8,805,2862
552,3000,8,710,2848
553,3000,8,649,2856
554,3000,8,591,2839
555,3000,8,604,2856
556,3000,8,644,2857
557,3000,8,643,2853
558,3000,8,745,2848
559,3000,8,654,2842
560,3000,8,712,2842
561,3000,8,681,2836
562,3000,8,690,2860
563,3000,8,667,2851
564,3000,8,590,2836
565,3000,8,675,2853
566,3000,8,672,2858
567,3000,8,776,2861
568,3000,8,767,2848
569,3000,8,741,2849
570,3000,8,639,2864
571,3000,8,751,2866
572,3000,8,664,2845
573,3000,8,647,2851
574,3000,8,681,2850
575,3000,8,655,2846
576,3000,8,603,2850
577,3000,8,696,2843
578,3000,8,510,2859
579,3000,8,669,2866
580,3000,8,649,2870
581,3000,8,706,2872
582,3000,8,750,2851
583,3000,8,542,2854
584,3000,8,641,2854
585,3000,8,581,2862
586,3000,8,674,2847
587,3000,8,650,2844
588,3000,8,603,2851
589,3000,8,714,2842
590,3000,8,661,2864
591,3000,8,558,2850
592,3000,8,532,2849
593,3000,8,653,2855
594,3000,8,697,2841
595,3000,8,627,2859
