,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,1000,3,4,0.0047169811320754715
1,1000,3,2,0.0024183796856106408
2,1000,3,2,0.0023923444976076554
3,1000,3,2,0.0023952095808383233
4,1000,3,3,0.003592814371257485
5,1000,3,3,0.003579952267303103
6,1000,3,3,0.0036407766990291263
7,1000,3,5,0.005868544600938967
8,1000,3,6,0.0071174377224199285
9,1000,3,4,0.004784688995215311
10,1000,3,2,0.0023923444976076554
11,1000,3,3,0.003601440576230492
12,1000,3,2,0.0024009603841536613
13,1000,3,2,0.002355712603062426
14,1000,3,5,0.0059031877213695395
15,1000,3,2,0.002398081534772182
16,1000,3,2,0.0023752969121140144
17,1000,3,2,0.0024154589371980675
18,1000,3,2,0.0024154589371980675
19,1000,3,2,0.002369668246445498
20,1000,3,4,0.004750593824228029
21,1000,3,2,0.0023837902264600714
22,1000,3,4,0.004801920768307323
23,1000,3,2,0.002366863905325444
24,1000,3,4,0.004761904761904762
25,1000,3,2,0.0023894862604540022
26,1000,3,4,0.004796163069544364
27,1000,3,2,0.002398081534772182
28,1000,3,4,0.0048484848484848485
29,1000,3,2,0.002366863905325444
30,1000,3,2,0.0023501762632197414
31,1000,3,5,0.0059665871121718375
32,1000,3,4,0.004767580452920143
33,1000,3,3,0.0035587188612099642
34,1000,3,2,0.002352941176470588
35,1000,3,3,0.0035587188612099642
36,1000,3,3,0.0035545023696682463
37,1000,3,2,0.0023781212841854932
38,1000,3,2,0.0023752969121140144
39,1000,3,2,0.002398081534772182
40,1000,3,2,0.002403846153846154
41,1000,3,3,0.0035671819262782403
42,1000,3,2,0.0023501762632197414
43,1000,3,7,0.00842358604091456
44,1000,3,5,0.005924170616113744
45,1000,3,3,0.0035714285714285713
46,1000,3,5,0.005931198102016607
47,1000,3,2,0.0024330900243309003
48,1000,3,2,0.0023781212841854932
49,1000,3,3,0.003579952267303103
50,1000,3,5,0.005988023952095809
51,1000,3,5,0.005924170616113744
52,1000,3,2,0.002369668246445498
53,1000,3,2,0.0023923444976076554
54,1000,3,4,0.004722550177095631
