,n,k,n_changes_eadam,n_matches
0,4000,3,0,3363
1,4000,3,4,3359
2,4000,3,0,3367
3,4000,3,0,3362
4,4000,3,6,3371
5,4000,3,0,3386
6,4000,3,8,3394
7,4000,3,0,3350
8,4000,3,0,3375
9,4000,3,0,3369
10,4000,3,4,3332
11,4000,3,0,3351
12,4000,3,0,3366
13,4000,3,0,3335
14,4000,3,0,3367
15,4000,3,8,3393
16,4000,3,0,3352
17,4000,3,0,3362
18,4000,3,0,3342
19,4000,3,0,3365
20,4000,3,0,3382
21,4000,3,0,3363
22,4000,3,8,3370
23,4000,3,4,3392
24,4000,3,0,3362
25,4000,3,4,3385
26,4000,3,0,3345
27,4000,3,0,3356
28,4000,3,4,3383
29,4000,3,0,3376
30,4000,3,0,3365
31,4000,3,0,3343
32,4000,3,0,3397
33,4000,3,0,3357
34,4000,3,0,3365
35,4000,3,0,3359
36,4000,3,0,3346
37,4000,3,0,3379
38,4000,3,0,3355
39,4000,3,0,3364
40,4000,3,0,3356
41,4000,3,8,3366
42,4000,3,0,3362
43,4000,3,0,3363
44,4000,3,16,3399
45,4000,3,0,3375
46,4000,3,0,3361
47,4000,3,0,3357
48,4000,3,0,3362
49,4000,3,0,3355
50,4000,3,0,3362
51,4000,3,0,3349
52,4000,3,16,3350
53,4000,3,0,3356
54,4000,3,8,3372
55,4000,3,0,3364
56,4000,3,0,3364
57,4000,3,0,3386
58,4000,3,0,3355
59,4000,3,6,3350
60,4000,3,0,3397
61,4000,3,0,3397
62,4000,3,0,3366
63,4000,3,0,3372
64,4000,3,0,3368
65,4000,3,0,3359
66,4000,3,0,3350
67,4000,3,0,3343
68,4000,3,0,3334
69,4000,3,0,3342
70,4000,3,0,3371
71,4000,3,0,3362
72,4000,3,0,3352
73,4000,3,0,3388
74,4000,3,6,3363
75,4000,3,0,3365
76,4000,3,0,3354
77,4000,3,0,3341
78,4000,3,0,3355
79,4000,3,6,3351
80,4000,3,0,3353
81,4000,3,0,3356
82,4000,3,4,3368
83,4000,3,0,3357
84,4000,3,0,3375
85,4000,3,6,3372
86,4000,3,0,3380
87,4000,3,0,3361
88,4000,3,0,3339
89,4000,3,4,3356
90,4000,3,0,3382
91,4000,3,0,3372
92,4000,3,20,3353
93,4000,3,0,3368
94,4000,3,12,3392
95,4000,3,0,3346
96,4000,3,0,3355
97,4000,3,0,3344
98,4000,3,0,3371
99,4000,3,4,3373
100,4000,3,0,3360
101,4000,3,0,3366
102,4000,3,0,3384
103,4000,3,0,3358
104,4000,3,0,3366
105,4000,3,4,3351
106,4000,3,0,3347
107,4000,3,0,3343
108,4000,3,0,3359
109,4000,3,0,3353
110,4000,3,0,3364
111,4000,3,0,3332
112,4000,3,0,3375
113,4000,3,10,3361
114,4000,3,6,3354
115,4000,3,0,3395
116,4000,3,0,3372
117,4000,3,0,3378
118,4000,3,0,3368
119,4000,3,0,3362
120,4000,3,0,3366
121,4000,3,0,3374
122,4000,3,0,3338
123,4000,3,8,3357
124,4000,3,0,3344
125,4000,3,0,3369
126,4000,3,0,3346
127,4000,3,0,3343
128,4000,3,0,3364
129,4000,3,0,3392
130,4000,3,0,3352
131,4000,3,0,3341
132,4000,3,0,3350
133,4000,3,0,3383
134,4000,3,0,3352
135,4000,3,0,3395
136,4000,3,0,3359
137,4000,3,0,3373
138,4000,3,0,3363
139,4000,3,0,3379
140,4000,3,0,3334
141,4000,3,10,3366
142,4000,3,4,3361
143,4000,3,0,3367
144,4000,3,0,3345
145,4000,3,0,3358
146,4000,3,0,3346
147,4000,3,0,3360
148,4000,3,0,3366
149,4000,3,0,3362
150,4000,3,0,3366
151,4000,3,6,3346
152,4000,3,0,3362
153,4000,3,0,3343
154,4000,3,0,3351
155,4000,3,0,3378
156,4000,3,0,3373
157,4000,3,4,3368
158,4000,3,8,3381
159,4000,3,0,3343
160,4000,3,4,3390
161,4000,3,0,3382
162,4000,3,0,3365
163,4000,3,0,3358
164,4000,3,0,3389
165,4000,3,0,3354
166,4000,3,10,3373
167,4000,3,0,3326
168,4000,3,0,3344
169,4000,3,0,3385
170,4000,3,0,3363
171,4000,3,0,3364
172,4000,3,0,3322
173,4000,3,0,3372
174,4000,3,0,3382
175,4000,3,0,3346
176,4000,3,0,3358
177,4000,3,0,3380
178,4000,3,0,3364
179,4000,3,0,3394
180,4000,3,0,3355
181,4000,3,0,3355
182,4000,3,4,3380
183,4000,3,4,3354
184,4000,3,0,3346
185,4000,3,0,3369
186,4000,3,0,3366
187,4000,3,0,3360
188,4000,3,0,3369
189,4000,3,0,3351
190,4000,3,0,3351
191,4000,3,0,3357
192,4000,3,0,3368
193,4000,3,0,3360
194,4000,3,4,3344
195,4000,3,0,3352
196,4000,3,0,3387
197,4000,3,0,3349
198,4000,3,0,3351
199,4000,3,0,3358
200,4000,3,0,3374
201,4000,3,0,3374
202,4000,3,0,3351
203,4000,3,0,3360
204,4000,3,0,3371
205,4000,3,0,3369
206,4000,3,0,3379
207,4000,3,0,3384
208,4000,3,0,3371
209,4000,3,0,3349
210,4000,3,6,3370
211,4000,3,0,3380
212,4000,3,0,3375
213,4000,3,0,3328
214,4000,3,0,3362
215,4000,3,0,3355
216,4000,3,0,3365
217,4000,3,0,3372
218,4000,3,0,3372
219,4000,3,0,3391
220,4000,3,0,3362
221,4000,3,10,3357
222,4000,3,0,3370
223,4000,3,0,3369
224,4000,3,6,3373
225,4000,3,0,3355
226,4000,3,0,3346
227,4000,3,0,3364
228,4000,3,0,3352
229,4000,3,0,3355
230,4000,3,0,3354
231,4000,3,10,3370
232,4000,3,4,3348
233,4000,3,0,3350
234,4000,3,0,3364
235,4000,3,0,3372
236,4000,3,0,3366
237,4000,3,8,3374
238,4000,3,4,3350
239,4000,3,0,3369
240,4000,3,0,3366
241,4000,3,10,3356
242,4000,3,0,3370
243,4000,3,0,3361
244,4000,3,0,3354
245,4000,3,0,3346
246,4000,3,0,3368
247,4000,3,0,3338
248,4000,3,0,3365
249,4000,3,0,3347
250,4000,3,6,3357
251,4000,3,0,3371
252,4000,3,0,3369
253,4000,3,4,3361
254,4000,3,0,3366
255,4000,3,0,3352
256,4000,3,6,3373
257,4000,3,0,3372
258,4000,3,0,3364
259,4000,3,4,3373
260,4000,3,10,3373
261,4000,3,0,3371
262,4000,3,0,3359
263,4000,3,0,3349
264,4000,3,0,3350
265,4000,3,0,3355
266,4000,3,0,3366
267,4000,3,0,3383
268,4000,3,8,3346
269,4000,3,0,3365
270,4000,3,0,3341
271,4000,3,0,3375
272,4000,3,0,3384
273,4000,3,0,3369
274,4000,3,4,3374
275,4000,3,0,3365
276,4000,3,0,3368
277,4000,3,0,3377
278,4000,3,0,3358
279,4000,3,4,3344
280,4000,3,0,3392
281,4000,3,0,3377
282,4000,3,0,3343
283,4000,3,0,3379
284,4000,3,0,3375
285,4000,3,0,3364
286,4000,3,6,3347
287,4000,3,0,3359
288,4000,3,6,3378
289,4000,3,16,3369
290,4000,3,8,3344
291,4000,3,10,3367
292,4000,3,0,3377
293,4000,3,4,3365
294,4000,3,0,3344
295,4000,3,0,3370
296,4000,3,10,3364
297,4000,3,6,3385
298,4000,3,0,3353
299,4000,3,0,3382
300,4000,3,0,3364
301,4000,3,0,3337
302,4000,3,0,3353
303,4000,3,0,3345
304,4000,3,0,3386
305,4000,3,0,3374
306,4000,3,0,3363
307,4000,3,4,3381
308,4000,3,0,3395
309,4000,3,6,3380
310,4000,3,0,3371
311,4000,3,0,3357
312,4000,3,0,3348
313,4000,3,0,3379
314,4000,3,16,3363
315,4000,3,6,3359
316,4000,3,0,3361
317,4000,3,0,3387
318,4000,3,0,3390
319,4000,3,0,3364
320,4000,3,12,3357
321,4000,3,0,3359
322,4000,3,0,3327
323,4000,3,0,3373
324,4000,3,0,3361
325,4000,3,0,3373
326,4000,3,0,3367
327,4000,3,0,3384
328,4000,3,0,3358
329,4000,3,8,3368
330,4000,3,0,3354
331,4000,3,0,3355
332,4000,3,4,3350
333,4000,3,6,3365
334,4000,3,0,3341
335,4000,3,0,3368
336,4000,3,0,3362
337,4000,3,0,3345
338,4000,3,0,3344
339,4000,3,0,3362
340,4000,3,0,3358
341,4000,3,0,3356
342,4000,3,20,3364
343,4000,3,0,3378
344,4000,3,0,3359
345,4000,3,0,3373
346,4000,3,0,3361
347,4000,3,0,3390
348,4000,3,0,3395
349,4000,3,0,3382
350,4000,3,0,3359
351,4000,3,0,3373
352,4000,3,12,3363
353,4000,3,0,3342
354,4000,3,0,3380
355,4000,3,0,3377
356,4000,3,4,3372
357,4000,3,0,3354
358,4000,3,10,3366
359,4000,3,0,3372
360,4000,3,0,3405
361,4000,3,0,3357
362,4000,3,0,3339
363,4000,3,0,3358
364,4000,3,0,3381
365,4000,3,0,3355
366,4000,3,4,3375
367,4000,3,12,3361
368,4000,3,6,3363
369,4000,3,0,3378
370,4000,3,0,3360
371,4000,3,0,3368
372,4000,3,0,3365
373,4000,3,0,3350
374,4000,3,0,3396
375,4000,3,0,3355
376,4000,3,0,3344
377,4000,3,0,3376
378,4000,3,0,3342
379,4000,3,0,3371
380,4000,3,4,3337
381,4000,3,0,3353
382,4000,3,0,3383
383,4000,3,0,3350
384,4000,3,0,3338
385,4000,3,0,3386
386,4000,3,0,3362
387,4000,3,4,3367
388,4000,3,0,3357
389,4000,3,0,3354
390,4000,3,12,3380
391,4000,3,0,3340
392,4000,3,0,3359
393,4000,3,0,3349
394,4000,3,6,3346
395,4000,3,0,3365
396,4000,3,0,3353
397,4000,3,4,3366
398,4000,3,0,3376
399,4000,3,0,3335
400,4000,3,0,3353
401,4000,3,0,3396
402,4000,3,0,3385
403,4000,3,0,3367
404,4000,3,0,3377
405,4000,3,0,3372
406,4000,3,0,3347
407,4000,3,0,3351
408,4000,3,0,3368
409,4000,3,0,3345
410,4000,3,0,3344
411,4000,3,0,3369
412,4000,3,0,3365
413,4000,3,0,3359
414,4000,3,0,3353
415,4000,3,0,3334
416,4000,3,0,3348
417,4000,3,0,3350
418,4000,3,0,3379
419,4000,3,0,3371
420,4000,3,0,3415
421,4000,3,0,3359
422,4000,3,0,3361
423,4000,3,0,3345
424,4000,3,0,3364
425,4000,3,4,3357
426,4000,3,0,3378
427,4000,3,0,3352
428,4000,3,4,3384
429,4000,3,6,3374
430,4000,3,0,3351
431,4000,3,0,3378
432,4000,3,0,3364
433,4000,3,0,3367
434,4000,3,0,3373
435,4000,3,0,3355
436,4000,3,0,3335
437,4000,3,0,3366
438,4000,3,0,3360
439,4000,3,0,3356
440,4000,3,0,3341
441,4000,3,0,3342
442,4000,3,0,3352
443,4000,3,0,3353
444,4000,3,6,3363
445,4000,3,0,3351
446,4000,3,0,3348
447,4000,3,0,3348
448,4000,3,4,3384
449,4000,3,0,3361
450,4000,3,8,3366
451,4000,3,0,3357
452,4000,3,0,3349
453,4000,3,0,3339
454,4000,3,0,3353
455,4000,3,0,3358
456,4000,3,0,3361
457,4000,3,8,3368
458,4000,3,0,3350
459,4000,3,0,3358
460,4000,3,0,3369
461,4000,3,0,3371
462,4000,3,0,3355
463,4000,3,4,3360
464,4000,3,0,3367
465,4000,3,0,3351
466,4000,3,0,3355
467,4000,3,4,3358
468,4000,3,0,3350
469,4000,3,0,3334
470,4000,3,0,3353
471,4000,3,0,3375
472,4000,3,0,3378
473,4000,3,0,3351
474,4000,3,0,3358
475,4000,3,0,3380
476,4000,3,0,3367
477,4000,3,8,3351
478,4000,3,0,3366
479,4000,3,0,3371
480,4000,3,0,3364
481,4000,3,0,3369
482,4000,3,0,3360
483,4000,3,6,3383
484,4000,3,0,3395
485,4000,3,0,3356
486,4000,3,0,3352
487,4000,3,0,3350
488,4000,3,4,3355
489,4000,3,0,3360
490,4000,3,0,3340
491,4000,3,0,3373
492,4000,3,0,3377
493,4000,3,0,3362
494,4000,3,4,3359
495,4000,3,0,3390
496,4000,3,0,3360
497,4000,3,0,3367
498,4000,3,0,3348
499,4000,3,0,3369
500,4000,3,4,3375
501,4000,3,0,3358
502,4000,3,0,3376
503,4000,3,6,3368
504,4000,3,6,3348
505,4000,3,0,3372
506,4000,3,0,3356
507,4000,3,20,3344
508,4000,3,4,3356
509,4000,3,0,3389
510,4000,3,0,3345
511,4000,3,0,3363
512,4000,3,20,3358
513,4000,3,0,3384
514,4000,3,0,3385
515,4000,3,0,3383
516,4000,3,0,3369
517,4000,3,0,3370
518,4000,3,0,3357
519,4000,3,0,3359
520,4000,3,0,3405
521,4000,3,18,3367
522,4000,3,0,3346
523,4000,3,0,3340
524,4000,3,0,3384
525,4000,3,0,3367
526,4000,3,0,3375
527,4000,3,0,3328
528,4000,3,0,3379
