,n,k,n_changes_eadam,n_matches
0,4000,8,1302,3815
1,4000,8,990,3803
2,4000,8,1142,3789
3,4000,8,1010,3811
4,4000,8,1054,3797
5,4000,8,978,3802
6,4000,8,1192,3799
7,4000,8,1060,3809
8,4000,8,1094,3813
9,4000,8,1096,3810
10,4000,8,1056,3807
11,4000,8,1242,3806
12,4000,8,1384,3812
13,4000,8,1128,3795
14,4000,8,1048,3811
15,4000,8,1116,3797
16,4000,8,1190,3795
17,4000,8,938,3798
18,4000,8,1176,3830
19,4000,8,1124,3810
20,4000,8,1164,3818
21,4000,8,1098,3815
22,4000,8,976,3811
23,4000,8,1004,3797
24,4000,8,1198,3801
25,4000,8,932,3798
26,4000,8,938,3795
27,4000,8,972,3816
28,4000,8,1316,3792
29,4000,8,1078,3807
30,4000,8,924,3800
31,4000,8,874,3802
32,4000,8,1028,3804
33,4000,8,978,3814
34,4000,8,1296,3789
35,4000,8,998,3806
36,4000,8,998,3782
37,4000,8,924,3802
38,4000,8,1182,3819
39,4000,8,950,3817
40,4000,8,1138,3811
41,4000,8,928,3817
42,4000,8,1036,3806
43,4000,8,1064,3814
44,4000,8,1182,3807
45,4000,8,1080,3805
46,4000,8,1052,3809
47,4000,8,1352,3809
48,4000,8,1156,3803
49,4000,8,1160,3794
50,4000,8,1234,3813
51,4000,8,926,3810
52,4000,8,1218,3807
53,4000,8,1082,3796
54,4000,8,1224,3819
55,4000,8,960,3805
56,4000,8,1108,3806
57,4000,8,944,3796
58,4000,8,1112,3810
59,4000,8,1148,3807
60,4000,8,1158,3810
61,4000,8,1068,3816
62,4000,8,1036,3792
63,4000,8,1348,3818
64,4000,8,1156,3802
65,4000,8,1094,3806
66,4000,8,882,3813
67,4000,8,1254,3819
68,4000,8,1206,3790
69,4000,8,1158,3816
70,4000,8,966,3806
71,4000,8,1162,3801
72,4000,8,1274,3805
73,4000,8,1002,3797
74,4000,8,788,3791
75,4000,8,1256,3813
76,4000,8,1076,3782
77,4000,8,1082,3800
78,4000,8,1284,3804
79,4000,8,1002,3806
80,4000,8,1194,3810
81,4000,8,1026,3801
82,4000,8,1014,3814
83,4000,8,1228,3814
84,4000,8,878,3807
85,4000,8,910,3807
86,4000,8,1066,3816
87,4000,8,1182,3812
88,4000,8,1032,3799
89,4000,8,984,3805
90,4000,8,1130,3805
91,4000,8,1132,3812
92,4000,8,1294,3807
93,4000,8,1090,3807
94,4000,8,1062,3812
95,4000,8,1042,3799
96,4000,8,1280,3821
97,4000,8,1286,3809
98,4000,8,1206,3794
99,4000,8,1040,3820
100,4000,8,1084,3812
101,4000,8,990,3789
102,4000,8,954,3805
103,4000,8,1078,3816
104,4000,8,1108,3814
105,4000,8,956,3793
106,4000,8,918,3805
107,4000,8,970,3811
108,4000,8,1110,3795
109,4000,8,1206,3808
110,4000,8,1118,3818
111,4000,8,1130,3800
112,4000,8,1174,3810
113,4000,8,986,3795
114,4000,8,1204,3782
115,4000,8,1086,3795
116,4000,8,1158,3798
117,4000,8,1114,3796
118,4000,8,996,3804
119,4000,8,1456,3792
120,4000,8,1238,3807
121,4000,8,1220,3822
122,4000,8,1176,3801
123,4000,8,1242,3806
124,4000,8,1054,3796
125,4000,8,922,3805
126,4000,8,914,3805
127,4000,8,1106,3808
128,4000,8,1118,3814
129,4000,8,1228,3806
130,4000,8,1122,3798
131,4000,8,1132,3806
132,4000,8,904,3808
133,4000,8,1116,3816
134,4000,8,1300,3800
135,4000,8,1162,3805
136,4000,8,958,3797
137,4000,8,1110,3795
138,4000,8,1014,3793
139,4000,8,1030,3792
140,4000,8,936,3795
141,4000,8,1164,3811
142,4000,8,1284,3816
143,4000,8,1086,3798
144,4000,8,1154,3785
145,4000,8,900,3796
146,4000,8,1060,3808
147,4000,8,920,3794
148,4000,8,1318,3826
149,4000,8,962,3816
150,4000,8,948,3799
151,4000,8,1152,3810
152,4000,8,1276,3819
153,4000,8,1224,3811
154,4000,8,1218,3801
155,4000,8,1142,3806
156,4000,8,960,3806
157,4000,8,1250,3804
158,4000,8,1086,3823
159,4000,8,852,3805
160,4000,8,1094,3804
161,4000,8,1024,3798
162,4000,8,1118,3805
163,4000,8,896,3798
164,4000,8,1186,3812
165,4000,8,892,3809
