,n,k,n_changes,n_matches
0,2000,7,339,1880
1,2000,7,237,1878
2,2000,7,313,1885
3,2000,7,273,1892
4,2000,7,291,1879
5,2000,7,285,1881
6,2000,7,327,1887
7,2000,7,321,1889
8,2000,7,322,1885
9,2000,7,374,1881
10,2000,7,280,1883
11,2000,7,331,1891
12,2000,7,335,1881
13,2000,7,301,1891
14,2000,7,342,1885
15,2000,7,251,1884
16,2000,7,309,1879
17,2000,7,317,1872
18,2000,7,272,1882
19,2000,7,231,1873
20,2000,7,338,1881
21,2000,7,303,1882
22,2000,7,319,1890
23,2000,7,340,1890
24,2000,7,329,1884
25,2000,7,364,1889
26,2000,7,262,1874
27,2000,7,277,1879
28,2000,7,328,1897
29,2000,7,278,1882
30,2000,7,275,1876
31,2000,7,383,1884
32,2000,7,309,1899
33,2000,7,257,1889
34,2000,7,334,1884
35,2000,7,332,1879
36,2000,7,343,1885
37,2000,7,268,1884
38,2000,7,329,1883
39,2000,7,299,1878
40,2000,7,231,1890
41,2000,7,353,1882
42,2000,7,302,1872
43,2000,7,261,1865
44,2000,7,335,1879
45,2000,7,305,1882
46,2000,7,285,1885
47,2000,7,303,1879
48,2000,7,341,1881
49,2000,7,215,1886
50,2000,7,307,1883
51,2000,7,359,1881
52,2000,7,275,1883
53,2000,7,301,1876
54,2000,7,350,1881
55,2000,7,292,1874
56,2000,7,358,1893
57,2000,7,324,1875
58,2000,7,322,1879
59,2000,7,265,1896
60,2000,7,284,1885
61,2000,7,326,1885
62,2000,7,291,1877
63,2000,7,260,1888
64,2000,7,331,1881
65,2000,7,288,1884
66,2000,7,354,1882
67,2000,7,387,1885
68,2000,7,332,1873
69,2000,7,273,1880
70,2000,7,377,1889
71,2000,7,450,1884
72,2000,7,282,1873
73,2000,7,293,1874
74,2000,7,323,1886
75,2000,7,320,1880
76,2000,7,297,1887
77,2000,7,258,1869
78,2000,7,358,1878
79,2000,7,245,1880
80,2000,7,314,1888
81,2000,7,294,1881
82,2000,7,334,1881
83,2000,7,283,1892
84,2000,7,308,1887
85,2000,7,263,1887
86,2000,7,290,1876
87,2000,7,390,1889
88,2000,7,272,1884
89,2000,7,348,1885
90,2000,7,289,1884
91,2000,7,238,1875
92,2000,7,284,1885
93,2000,7,276,1871
94,2000,7,231,1881
95,2000,7,281,1879
96,2000,7,343,1878
97,2000,7,351,1889
98,2000,7,376,1891
99,2000,7,328,1874
100,2000,7,348,1886
101,2000,7,384,1885
102,2000,7,287,1873
103,2000,7,353,1869
104,2000,7,321,1882
105,2000,7,409,1876
106,2000,7,388,1881
107,2000,7,389,1876
108,2000,7,306,1881
109,2000,7,242,1868
110,2000,7,334,1880
111,2000,7,319,1890
112,2000,7,310,1883
113,2000,7,196,1897
114,2000,7,259,1871
115,2000,7,316,1874
116,2000,7,356,1886
117,2000,7,287,1891
118,2000,7,292,1888
119,2000,7,309,1881
120,2000,7,309,1887
121,2000,7,350,1888
122,2000,7,348,1880
123,2000,7,322,1870
124,2000,7,275,1888
125,2000,7,297,1871
126,2000,7,272,1883
127,2000,7,273,1881
128,2000,7,322,1874
129,2000,7,229,1885
130,2000,7,326,1888
