,n,k,n_changes,n_matches
0,1000,4,9,876
1,1000,4,5,881
2,1000,4,0,876
3,1000,4,16,881
4,1000,4,3,878
5,1000,4,21,872
6,1000,4,3,874
7,1000,4,3,884
8,1000,4,0,886
9,1000,4,7,876
10,1000,4,0,873
11,1000,4,6,886
12,1000,4,15,883
13,1000,4,10,891
14,1000,4,2,887
15,1000,4,5,884
16,1000,4,0,891
17,1000,4,0,885
18,1000,4,19,877
19,1000,4,0,877
20,1000,4,0,892
21,1000,4,0,886
22,1000,4,8,892
23,1000,4,0,883
24,1000,4,8,871
25,1000,4,10,881
26,1000,4,0,889
27,1000,4,3,889
28,1000,4,0,878
29,1000,4,0,870
30,1000,4,10,883
31,1000,4,4,877
32,1000,4,5,874
33,1000,4,0,883
34,1000,4,15,881
35,1000,4,0,876
36,1000,4,0,882
37,1000,4,3,889
38,1000,4,4,885
39,1000,4,0,887
40,1000,4,0,889
41,1000,4,0,884
42,1000,4,2,880
43,1000,4,13,891
44,1000,4,6,888
45,1000,4,0,885
46,1000,4,47,890
47,1000,4,18,871
48,1000,4,5,885
49,1000,4,4,885
50,1000,4,0,881
51,1000,4,2,876
52,1000,4,0,886
53,1000,4,8,876
54,1000,4,0,874
55,1000,4,17,888
56,1000,4,6,874
57,1000,4,8,876
58,1000,4,0,870
59,1000,4,20,884
60,1000,4,14,886
61,1000,4,11,887
62,1000,4,4,887
63,1000,4,0,895
64,1000,4,7,877
65,1000,4,10,890
66,1000,4,0,887
67,1000,4,4,881
68,1000,4,0,868
69,1000,4,0,882
70,1000,4,0,872
71,1000,4,2,889
72,1000,4,4,871
73,1000,4,4,876
74,1000,4,5,880
75,1000,4,6,880
76,1000,4,5,880
77,1000,4,0,889
78,1000,4,15,883
79,1000,4,14,884
80,1000,4,9,898
81,1000,4,7,885
82,1000,4,0,875
83,1000,4,23,879
84,1000,4,0,880
85,1000,4,9,888
86,1000,4,0,891
87,1000,4,2,889
88,1000,4,10,881
89,1000,4,14,883
90,1000,4,12,885
91,1000,4,0,882
92,1000,4,2,889
93,1000,4,6,886
94,1000,4,2,878
95,1000,4,0,891
96,1000,4,0,874
97,1000,4,9,880
98,1000,4,34,876
99,1000,4,7,890
100,1000,4,15,878
101,1000,4,0,890
102,1000,4,2,878
103,1000,4,3,876
104,1000,4,4,875
105,1000,4,0,888
106,1000,4,2,885
107,1000,4,0,867
108,1000,4,0,890
109,1000,4,11,894
110,1000,4,12,873
111,1000,4,0,871
112,1000,4,5,879
113,1000,4,4,893
114,1000,4,0,880
115,1000,4,2,874
116,1000,4,4,883
117,1000,4,0,892
118,1000,4,5,893
119,1000,4,8,887
120,1000,4,0,883
121,1000,4,2,884
122,1000,4,7,883
123,1000,4,5,894
124,1000,4,17,882
125,1000,4,12,883
126,1000,4,0,881
127,1000,4,3,888
128,1000,4,0,871
129,1000,4,5,881
130,1000,4,10,888
131,1000,4,0,879
132,1000,4,3,877
133,1000,4,0,880
134,1000,4,0,883
135,1000,4,0,897
136,1000,4,0,890
137,1000,4,7,873
138,1000,4,2,871
139,1000,4,6,896
140,1000,4,5,877
141,1000,4,4,880
142,1000,4,15,883
143,1000,4,2,877
144,1000,4,0,874
145,1000,4,0,883
146,1000,4,6,879
147,1000,4,16,876
148,1000,4,5,884
149,1000,4,0,886
150,1000,4,9,879
151,1000,4,2,878
152,1000,4,0,876
153,1000,4,10,873
154,1000,4,0,878
155,1000,4,0,888
156,1000,4,8,872
157,1000,4,7,879
158,1000,4,17,882
159,1000,4,13,875
160,1000,4,2,880
161,1000,4,5,884
162,1000,4,0,888
163,1000,4,0,894
164,1000,4,0,869
165,1000,4,0,886
166,1000,4,2,880
167,1000,4,0,881
168,1000,4,8,889
169,1000,4,0,879
170,1000,4,15,877
171,1000,4,4,892
172,1000,4,2,888
173,1000,4,16,885
174,1000,4,4,891
175,1000,4,3,877
176,1000,4,0,880
177,1000,4,0,883
178,1000,4,0,880
179,1000,4,0,873
180,1000,4,22,882
181,1000,4,6,881
182,1000,4,0,878
183,1000,4,3,878
184,1000,4,13,896
185,1000,4,7,883
186,1000,4,6,881
187,1000,4,15,887
188,1000,4,6,883
189,1000,4,5,884
190,1000,4,3,887
191,1000,4,2,875
192,1000,4,0,885
193,1000,4,0,879
194,1000,4,5,874
195,1000,4,0,885
196,1000,4,2,888
197,1000,4,0,870
198,1000,4,2,872
199,1000,4,2,877
200,1000,4,11,881
201,1000,4,16,888
202,1000,4,5,884
203,1000,4,12,885
204,1000,4,7,887
205,1000,4,0,873
206,1000,4,5,876
207,1000,4,2,881
208,1000,4,6,881
209,1000,4,0,871
210,1000,4,6,886
211,1000,4,5,878
212,1000,4,2,881
213,1000,4,10,878
214,1000,4,0,878
215,1000,4,0,887
216,1000,4,0,876
217,1000,4,4,879
218,1000,4,7,880
219,1000,4,2,883
220,1000,4,0,889
221,1000,4,4,881
222,1000,4,7,883
223,1000,4,19,887
224,1000,4,17,892
225,1000,4,4,887
226,1000,4,5,876
227,1000,4,2,874
228,1000,4,0,898
229,1000,4,0,881
230,1000,4,8,886
231,1000,4,10,896
232,1000,4,0,879
233,1000,4,2,882
234,1000,4,0,878
235,1000,4,2,874
236,1000,4,17,889
237,1000,4,0,886
238,1000,4,6,870
239,1000,4,2,880
240,1000,4,0,894
241,1000,4,8,881
242,1000,4,0,876
243,1000,4,9,888
244,1000,4,4,879
245,1000,4,2,886
246,1000,4,6,875
247,1000,4,4,887
248,1000,4,0,878
249,1000,4,2,880
250,1000,4,4,881
251,1000,4,0,877
252,1000,4,13,888
253,1000,4,0,882
254,1000,4,0,881
255,1000,4,0,880
256,1000,4,0,875
257,1000,4,0,880
258,1000,4,5,873
259,1000,4,21,882
260,1000,4,0,880
261,1000,4,3,882
262,1000,4,10,868
263,1000,4,3,880
264,1000,4,3,877
265,1000,4,2,880
266,1000,4,0,892
267,1000,4,4,895
268,1000,4,2,884
269,1000,4,0,878
270,1000,4,4,896
271,1000,4,6,883
272,1000,4,7,877
273,1000,4,12,885
274,1000,4,21,879
275,1000,4,13,879
276,1000,4,0,886
277,1000,4,0,878
278,1000,4,0,882
279,1000,4,0,884
280,1000,4,19,881
281,1000,4,9,882
282,1000,4,0,884
283,1000,4,5,883
284,1000,4,0,881
285,1000,4,2,886
286,1000,4,0,880
287,1000,4,0,880
288,1000,4,0,884
289,1000,4,11,875
290,1000,4,25,883
291,1000,4,0,890
292,1000,4,15,882
293,1000,4,0,889
294,1000,4,0,874
295,1000,4,0,883
296,1000,4,11,891
297,1000,4,0,886
298,1000,4,14,876
299,1000,4,4,881
300,1000,4,0,886
301,1000,4,0,878
302,1000,4,8,868
303,1000,4,22,885
304,1000,4,0,885
305,1000,4,2,885
306,1000,4,0,878
307,1000,4,0,881
308,1000,4,2,881
309,1000,4,0,882
310,1000,4,0,884
311,1000,4,3,885
312,1000,4,2,879
313,1000,4,3,885
314,1000,4,0,892
315,1000,4,12,879
316,1000,4,0,863
317,1000,4,6,885
318,1000,4,2,885
319,1000,4,11,871
320,1000,4,0,893
321,1000,4,0,867
322,1000,4,4,888
323,1000,4,0,879
324,1000,4,2,885
325,1000,4,0,882
326,1000,4,2,870
327,1000,4,0,880
328,1000,4,0,880
329,1000,4,6,887
330,1000,4,3,880
331,1000,4,2,879
332,1000,4,19,874
333,1000,4,2,882
334,1000,4,0,877
335,1000,4,4,872
336,1000,4,3,877
337,1000,4,3,880
338,1000,4,11,875
339,1000,4,6,875
340,1000,4,0,885
341,1000,4,4,896
342,1000,4,0,871
343,1000,4,7,888
344,1000,4,13,871
345,1000,4,0,905
346,1000,4,0,872
347,1000,4,0,879
348,1000,4,0,884
349,1000,4,0,880
350,1000,4,0,889
351,1000,4,4,889
352,1000,4,19,874
353,1000,4,2,893
354,1000,4,0,883
355,1000,4,2,874
356,1000,4,3,882
357,1000,4,0,875
358,1000,4,0,898
359,1000,4,3,884
360,1000,4,12,887
361,1000,4,0,881
362,1000,4,9,887
363,1000,4,0,881
364,1000,4,0,868
365,1000,4,6,893
366,1000,4,0,892
367,1000,4,6,885
368,1000,4,2,888
369,1000,4,0,880
370,1000,4,2,883
371,1000,4,5,893
372,1000,4,0,881
373,1000,4,0,882
374,1000,4,0,878
375,1000,4,0,884
376,1000,4,0,893
377,1000,4,2,882
378,1000,4,0,873
379,1000,4,0,878
380,1000,4,0,873
381,1000,4,3,876
382,1000,4,0,876
383,1000,4,2,893
384,1000,4,13,886
385,1000,4,0,877
386,1000,4,5,877
387,1000,4,0,880
388,1000,4,3,888
389,1000,4,7,888
390,1000,4,7,876
391,1000,4,4,883
392,1000,4,15,885
393,1000,4,5,878
394,1000,4,0,886
395,1000,4,6,869
396,1000,4,2,859
397,1000,4,6,887
398,1000,4,10,881
399,1000,4,5,887
400,1000,4,8,880
401,1000,4,0,879
402,1000,4,4,878
403,1000,4,0,872
404,1000,4,3,884
405,1000,4,12,873
406,1000,4,2,880
407,1000,4,0,876
408,1000,4,3,883
409,1000,4,2,880
410,1000,4,2,886
411,1000,4,0,879
412,1000,4,15,882
413,1000,4,2,881
414,1000,4,14,883
415,1000,4,0,877
416,1000,4,0,872
417,1000,4,12,892
418,1000,4,0,880
419,1000,4,0,882
420,1000,4,2,888
421,1000,4,9,892
422,1000,4,0,887
423,1000,4,3,885
424,1000,4,6,885
425,1000,4,2,884
426,1000,4,0,877
427,1000,4,0,885
428,1000,4,0,865
429,1000,4,2,897
430,1000,4,6,880
431,1000,4,11,883
432,1000,4,2,883
433,1000,4,0,892
434,1000,4,0,888
435,1000,4,7,884
436,1000,4,5,889
437,1000,4,2,869
438,1000,4,12,880
439,1000,4,7,893
440,1000,4,0,877
441,1000,4,11,877
442,1000,4,2,874
443,1000,4,3,878
444,1000,4,6,879
445,1000,4,0,883
446,1000,4,11,887
447,1000,4,3,887
448,1000,4,2,880
449,1000,4,16,872
450,1000,4,2,882
451,1000,4,11,887
452,1000,4,16,882
453,1000,4,5,870
454,1000,4,6,886
455,1000,4,22,877
456,1000,4,3,883
457,1000,4,0,887
458,1000,4,4,881
459,1000,4,0,887
460,1000,4,2,886
461,1000,4,10,881
462,1000,4,3,896
463,1000,4,0,882
464,1000,4,11,886
465,1000,4,0,878
466,1000,4,0,889
467,1000,4,9,884
468,1000,4,8,875
469,1000,4,2,875
470,1000,4,29,876
471,1000,4,0,891
472,1000,4,0,885
473,1000,4,3,884
474,1000,4,6,883
475,1000,4,8,890
476,1000,4,0,890
477,1000,4,2,878
478,1000,4,2,889
479,1000,4,9,881
480,1000,4,0,893
481,1000,4,0,895
482,1000,4,9,896
483,1000,4,0,886
484,1000,4,6,890
485,1000,4,0,889
486,1000,4,4,885
487,1000,4,10,894
488,1000,4,2,891
489,1000,4,6,885
490,1000,4,4,883
491,1000,4,5,877
492,1000,4,6,899
493,1000,4,15,893
494,1000,4,2,891
495,1000,4,0,883
496,1000,4,0,884
497,1000,4,0,884
498,1000,4,0,880
499,1000,4,0,883
500,1000,4,3,889
501,1000,4,5,884
502,1000,4,6,890
503,1000,4,10,880
504,1000,4,5,896
505,1000,4,12,883
506,1000,4,6,872
507,1000,4,0,873
508,1000,4,0,878
509,1000,4,13,879
510,1000,4,0,880
511,1000,4,2,871
512,1000,4,2,868
513,1000,4,0,882
514,1000,4,2,881
515,1000,4,0,888
516,1000,4,3,890
517,1000,4,0,875
518,1000,4,0,885
519,1000,4,3,883
520,1000,4,0,879
521,1000,4,13,886
522,1000,4,0,870
523,1000,4,5,882
524,1000,4,0,882
525,1000,4,0,890
526,1000,4,9,876
527,1000,4,0,880
528,1000,4,6,880
529,1000,4,3,876
530,1000,4,3,881
531,1000,4,12,877
532,1000,4,0,895
533,1000,4,6,899
534,1000,4,0,884
535,1000,4,12,882
536,1000,4,3,875
537,1000,4,0,867
538,1000,4,0,880
539,1000,4,2,885
540,1000,4,2,890
541,1000,4,16,879
542,1000,4,0,887
543,1000,4,5,871
544,1000,4,3,882
545,1000,4,6,874
546,1000,4,2,885
547,1000,4,4,882
548,1000,4,4,876
549,1000,4,0,886
550,1000,4,0,881
551,1000,4,0,891
552,1000,4,0,893
553,1000,4,6,873
554,1000,4,0,876
555,1000,4,0,874
556,1000,4,0,879
557,1000,4,0,874
558,1000,4,11,892
559,1000,4,2,882
560,1000,4,0,883
561,1000,4,0,883
562,1000,4,0,889
563,1000,4,4,885
564,1000,4,0,879
565,1000,4,3,889
566,1000,4,9,885
567,1000,4,4,878
568,1000,4,24,882
569,1000,4,5,882
570,1000,4,9,872
571,1000,4,10,886
572,1000,4,0,876
573,1000,4,3,890
574,1000,4,3,877
575,1000,4,14,889
576,1000,4,5,881
577,1000,4,2,877
578,1000,4,9,893
579,1000,4,3,881
580,1000,4,0,885
581,1000,4,0,876
582,1000,4,0,890
583,1000,4,6,877
584,1000,4,14,881
585,1000,4,0,878
586,1000,4,4,878
587,1000,4,3,882
588,1000,4,7,880
589,1000,4,2,887
590,1000,4,0,881
591,1000,4,0,892
592,1000,4,0,881
593,1000,4,4,884
594,1000,4,3,893
595,1000,4,0,891
596,1000,4,2,871
597,1000,4,0,883
598,1000,4,25,884
599,1000,4,3,883
600,1000,4,0,871
601,1000,4,10,890
602,1000,4,0,877
603,1000,4,2,878
604,1000,4,0,877
605,1000,4,2,878
606,1000,4,0,893
607,1000,4,6,887
608,1000,4,3,881
609,1000,4,0,880
610,1000,4,6,890
611,1000,4,0,882
612,1000,4,8,883
613,1000,4,0,894
614,1000,4,2,883
615,1000,4,3,878
616,1000,4,6,891
617,1000,4,14,870
618,1000,4,0,881
619,1000,4,0,878
620,1000,4,5,882
621,1000,4,14,882
622,1000,4,0,881
623,1000,4,0,885
624,1000,4,22,892
625,1000,4,7,883
626,1000,4,7,879
627,1000,4,9,884
628,1000,4,2,887
629,1000,4,4,877
630,1000,4,2,880
631,1000,4,0,886
632,1000,4,13,883
633,1000,4,0,891
634,1000,4,8,868
635,1000,4,3,875
636,1000,4,21,879
637,1000,4,0,886
638,1000,4,0,879
639,1000,4,9,891
640,1000,4,3,887
641,1000,4,0,870
642,1000,4,5,890
643,1000,4,5,888
644,1000,4,6,882
645,1000,4,11,885
646,1000,4,13,884
647,1000,4,15,878
648,1000,4,0,883
649,1000,4,0,884
650,1000,4,0,887
651,1000,4,9,877
652,1000,4,4,877
653,1000,4,6,883
654,1000,4,5,872
655,1000,4,19,883
656,1000,4,0,883
657,1000,4,18,874
658,1000,4,6,879
659,1000,4,0,879
660,1000,4,3,881
661,1000,4,3,876
662,1000,4,0,875
663,1000,4,5,882
664,1000,4,0,871
665,1000,4,10,878
666,1000,4,0,880
667,1000,4,0,897
668,1000,4,10,884
669,1000,4,0,879
670,1000,4,16,883
671,1000,4,2,869
672,1000,4,15,874
673,1000,4,7,885
674,1000,4,5,878
675,1000,4,0,883
676,1000,4,2,875
677,1000,4,0,890
678,1000,4,3,888
679,1000,4,6,874
680,1000,4,0,884
681,1000,4,2,881
682,1000,4,2,886
683,1000,4,13,885
684,1000,4,7,880
685,1000,4,0,886
686,1000,4,2,888
687,1000,4,0,882
688,1000,4,6,871
689,1000,4,0,879
690,1000,4,0,884
691,1000,4,7,881
692,1000,4,0,877
693,1000,4,10,896
694,1000,4,14,872
695,1000,4,0,878
696,1000,4,0,887
697,1000,4,0,895
698,1000,4,11,892
699,1000,4,0,882
700,1000,4,0,889
701,1000,4,0,880
702,1000,4,0,886
703,1000,4,5,883
704,1000,4,0,883
705,1000,4,4,881
706,1000,4,14,873
707,1000,4,19,889
708,1000,4,7,882
709,1000,4,8,882
710,1000,4,6,877
711,1000,4,2,878
712,1000,4,3,875
713,1000,4,8,887
714,1000,4,4,869
715,1000,4,8,881
716,1000,4,17,884
717,1000,4,7,889
718,1000,4,0,894
719,1000,4,0,876
720,1000,4,13,888
721,1000,4,5,883
722,1000,4,6,877
723,1000,4,12,877
724,1000,4,0,887
725,1000,4,2,881
726,1000,4,34,885
727,1000,4,5,874
728,1000,4,2,873
729,1000,4,0,886
730,1000,4,0,887
731,1000,4,0,878
732,1000,4,0,882
733,1000,4,9,883
734,1000,4,6,876
735,1000,4,12,885
736,1000,4,2,887
737,1000,4,5,888
738,1000,4,0,877
