,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,3000,8,116,0.040545263893743445
1,3000,8,244,0.08528486543166724
2,3000,8,19,0.006641034603285564
3,3000,8,4,0.0013981125480601187
4,3000,8,3,0.0010485844110450892
5,3000,8,16,0.005592450192240475
6,3000,8,3,0.0010485844110450892
7,3000,8,56,0.019614711033274956
8,3000,8,165,0.05779334500875657
9,3000,8,63,0.022066549912434327
10,3000,8,29,0.010157618213660246
11,3000,8,9,0.0031523642732049035
12,3000,8,33,0.011558669001751313
13,3000,8,35,0.012259194395796848
14,3000,8,16,0.005604203152364273
15,3000,8,9,0.0031523642732049035
16,3000,8,8,0.0028021015761821367
17,3000,8,5,0.0017513134851138354
18,3000,8,4,0.0014010507880910684
19,3000,8,6,0.0021015761821366026
20,3000,8,2,0.0007005253940455342
21,3000,8,356,0.12486846720448966
22,3000,8,90,0.03156787092248334
23,3000,8,32,0.011224131883549631
24,3000,8,7,0.002455278849526482
25,3000,8,2,0.0007015082427218519
26,3000,8,4,0.0014010507880910684
27,3000,8,44,0.015411558669001752
28,3000,8,37,0.012959719789842382
29,3000,8,115,0.040280210157618214
30,3000,8,64,0.022416812609457094
31,3000,8,13,0.004553415061295972
32,3000,8,45,0.01576182136602452
33,3000,8,24,0.00840630472854641
34,3000,8,16,0.005604203152364273
35,3000,8,4,0.0014010507880910684
36,3000,8,8,0.0028021015761821367
37,3000,8,13,0.004553415061295972
38,3000,8,295,0.10296684118673648
39,3000,8,5,0.0017452006980802793
40,3000,8,39,0.013612565445026177
41,3000,8,53,0.01849912739965096
42,3000,8,26,0.009075043630017453
43,3000,8,3,0.0010471204188481676
44,3000,8,5,0.0017452006980802793
45,3000,8,200,0.06983240223463687
46,3000,8,120,0.04189944134078212
47,3000,8,20,0.006983240223463687
48,3000,8,7,0.0024441340782122905
49,3000,8,9,0.0031424581005586594
50,3000,8,27,0.009427374301675978
51,3000,8,5,0.0017458100558659217
52,3000,8,15,0.005265005265005265
53,3000,8,135,0.04738504738504738
54,3000,8,101,0.03545103545103545
55,3000,8,99,0.03474903474903475
56,3000,8,12,0.004212004212004212
57,3000,8,11,0.003861003861003861
58,3000,8,3,0.001053001053001053
59,3000,8,2,0.000702000702000702
60,3000,8,2,0.000702000702000702
61,3000,8,171,0.06010544815465729
62,3000,8,12,0.00421792618629174
63,3000,8,165,0.05799648506151142
64,3000,8,7,0.002460456942003515
65,3000,8,9,0.003163444639718805
66,3000,8,55,0.019332161687170474
67,3000,8,57,0.020035149384885764
68,3000,8,5,0.0017574692442882249
69,3000,8,18,0.00632688927943761
70,3000,8,305,0.10649441340782123
71,3000,8,65,0.022695530726256984
72,3000,8,34,0.011871508379888268
73,3000,8,6,0.002094972067039106
74,3000,8,6,0.002094972067039106
75,3000,8,39,0.013631597343586158
76,3000,8,215,0.07514854945823139
77,3000,8,39,0.013631597343586158
78,3000,8,10,0.003495281370150297
79,3000,8,5,0.0017476406850751485
80,3000,8,4,0.0013981125480601187
81,3000,8,3,0.0010485844110450892
82,3000,8,2,0.0006990562740300594
83,3000,8,2,0.0006990562740300594
84,3000,8,215,0.07491289198606271
85,3000,8,98,0.03414634146341464
86,3000,8,45,0.0156794425087108
87,3000,8,3,0.0010452961672473868
88,3000,8,9,0.0031358885017421603
89,3000,8,9,0.0031358885017421603
90,3000,8,10,0.003484320557491289
91,3000,8,4,0.0013937282229965157
92,3000,8,4,0.0013937282229965157
93,3000,8,9,0.0031358885017421603
94,3000,8,2,0.0006968641114982578
95,3000,8,76,0.02663862600771118
96,3000,8,143,0.05012267788293025
97,3000,8,107,0.037504381352961795
98,3000,8,17,0.005958640028040659
99,3000,8,15,0.005257623554153523
100,3000,8,2,0.0007010164738871364
101,3000,8,222,0.07805907172995781
102,3000,8,39,0.013713080168776372
103,3000,8,18,0.006329113924050633
104,3000,8,23,0.00808720112517581
105,3000,8,5,0.0017580872011251757
106,3000,8,14,0.004922644163150493
107,3000,8,51,0.017932489451476793
108,3000,8,2,0.0007032348804500703
109,3000,8,262,0.09228601620288834
110,3000,8,8,0.0028178936245156746
111,3000,8,7,0.0024656569214512153
112,3000,8,8,0.0028178936245156746
113,3000,8,6,0.0021134202183867557
114,3000,8,8,0.0028178936245156746
115,3000,8,3,0.0010567101091933778
116,3000,8,224,0.07829430269136665
117,3000,8,13,0.004543865781195386
118,3000,8,150,0.052429220552254456
119,3000,8,9,0.0031457532331352674
120,3000,8,2,0.0006990562740300594
121,3000,8,250,0.08747375787263821
122,3000,8,147,0.05143456962911127
123,3000,8,17,0.005948215535339398
124,3000,8,13,0.004548635409377187
125,3000,8,2,0.0006997900629811056
126,3000,8,3,0.0010496850944716584
127,3000,8,390,0.1364590622813156
128,3000,8,13,0.004548635409377187
129,3000,8,2,0.0006997900629811056
130,3000,8,307,0.10738020286813571
131,3000,8,24,0.008394543546694649
132,3000,8,26,0.009094088842252535
133,3000,8,92,0.03217908359566282
134,3000,8,5,0.0017488632388947185
135,3000,8,2,0.0006995452955578874
136,3000,8,9,0.0031479538300104933
137,3000,8,4,0.0013990905911157748
138,3000,8,155,0.05412011173184358
139,3000,8,50,0.017458100558659217
140,3000,8,42,0.014664804469273743
141,3000,8,39,0.01361731843575419
142,3000,8,14,0.004888268156424581
143,3000,8,9,0.0031424581005586594
144,3000,8,9,0.0031424581005586594
145,3000,8,20,0.006983240223463687
146,3000,8,2,0.0006983240223463687
147,3000,8,11,0.003840782122905028
148,3000,8,6,0.002094972067039106
149,3000,8,25,0.008729050279329608
150,3000,8,4,0.0013966480446927375
151,3000,8,31,0.010824022346368716
152,3000,8,4,0.0013966480446927375
153,3000,8,4,0.0013966480446927375
154,3000,8,50,0.017568517217146872
155,3000,8,140,0.049191848208011243
156,3000,8,150,0.05270555165144062
157,3000,8,6,0.0021082220660576245
158,3000,8,8,0.0028109627547434997
159,3000,8,6,0.0021082220660576245
160,3000,8,8,0.0028109627547434997
161,3000,8,17,0.0059732958538299364
162,3000,8,8,0.0028109627547434997
163,3000,8,5,0.0017568517217146872
164,3000,8,4,0.0014054813773717498
165,3000,8,309,0.10811756473058083
166,3000,8,9,0.0031490552834149755
167,3000,8,4,0.0013995801259622112
168,3000,8,28,0.00979706088173548
169,3000,8,5,0.0017494751574527643
170,3000,8,3,0.0010496850944716584
171,3000,8,3,0.0010496850944716584
172,3000,8,15,0.005248425472358292
173,3000,8,3,0.0010496850944716584
174,3000,8,273,0.09599156118143459
175,3000,8,17,0.005977496483825597
176,3000,8,12,0.004219409282700422
177,3000,8,3,0.0010548523206751054
178,3000,8,26,0.009142053445850914
179,3000,8,17,0.005977496483825597
180,3000,8,7,0.0024613220815752463
181,3000,8,37,0.012991573033707866
182,3000,8,232,0.08146067415730338
183,3000,8,9,0.0031601123595505617
184,3000,8,15,0.0052668539325842695
185,3000,8,9,0.0031601123595505617
186,3000,8,22,0.007724719101123595
187,3000,8,2,0.0007022471910112359
188,3000,8,9,0.0031601123595505617
189,3000,8,3,0.001053370786516854
190,3000,8,2,0.0007022471910112359
191,3000,8,99,0.03461538461538462
192,3000,8,204,0.07132867132867132
193,3000,8,43,0.015034965034965035
194,3000,8,42,0.014685314685314685
195,3000,8,8,0.002797202797202797
196,3000,8,5,0.0017482517482517483
197,3000,8,7,0.0024475524475524478
198,3000,8,2,0.0006993006993006993
199,3000,8,2,0.0006993006993006993
200,3000,8,138,0.04848910751932537
201,3000,8,160,0.05621925509486999
202,3000,8,4,0.0014054813773717498
203,3000,8,12,0.004216444132115249
204,3000,8,13,0.004567814476458187
205,3000,8,42,0.014757554462403373
206,3000,8,2,0.0007027406886858749
207,3000,8,4,0.0014054813773717498
208,3000,8,2,0.0007027406886858749
209,3000,8,429,0.1506320224719101
210,3000,8,30,0.010533707865168539
211,3000,8,16,0.0056179775280898875
212,3000,8,11,0.0038623595505617976
213,3000,8,2,0.0007022471910112359
214,3000,8,25,0.008735150244584208
215,3000,8,203,0.07092941998602376
216,3000,8,164,0.0573025856044724
217,3000,8,28,0.009783368273934312
218,3000,8,7,0.002445842068483578
219,3000,8,2,0.0006988120195667365
220,3000,8,2,0.0006988120195667365
221,3000,8,202,0.07085233251490705
222,3000,8,137,0.04805331462644686
223,3000,8,97,0.03402314977200982
224,3000,8,7,0.002455278849526482
225,3000,8,2,0.0007015082427218519
226,3000,8,6,0.002104524728165556
227,3000,8,3,0.001052262364082778
228,3000,8,4,0.0014030164854437039
229,3000,8,12,0.004189944134078212
230,3000,8,171,0.05970670391061453
231,3000,8,69,0.02409217877094972
232,3000,8,112,0.03910614525139665
233,3000,8,12,0.004189944134078212
234,3000,8,9,0.0031424581005586594
235,3000,8,6,0.002094972067039106
236,3000,8,3,0.001047486033519553
237,3000,8,4,0.0013966480446927375
238,3000,8,3,0.001047486033519553
239,3000,8,411,0.14375655823714587
240,3000,8,21,0.007345225603357817
241,3000,8,47,0.016439314445610354
242,3000,8,11,0.0038474991255683807
243,3000,8,23,0.008044770898915705
244,3000,8,3,0.001049317943336831
245,3000,8,4,0.0013990905911157748
246,3000,8,4,0.0013990905911157748
247,3000,8,4,0.0013990905911157748
248,3000,8,2,0.0006995452955578874
249,3000,8,2,0.0006995452955578874
250,3000,8,291,0.10164163464896961
251,3000,8,94,0.032832692979392245
252,3000,8,7,0.0024449877750611247
253,3000,8,7,0.0024449877750611247
254,3000,8,4,0.0013971358714634998
255,3000,8,10,0.0034928396786587496
256,3000,8,2,0.0006985679357317499
257,3000,8,3,0.001047851903597625
258,3000,8,373,0.13092313092313093
259,3000,8,28,0.009828009828009828
260,3000,8,6,0.002106002106002106
261,3000,8,8,0.002808002808002808
262,3000,8,2,0.000702000702000702
263,3000,8,6,0.002106002106002106
264,3000,8,3,0.001053001053001053
265,3000,8,4,0.001404001404001404
266,3000,8,8,0.002808002808002808
267,3000,8,2,0.000702000702000702
268,3000,8,2,0.000702000702000702
269,3000,8,110,0.03866432337434095
270,3000,8,3,0.001054481546572935
271,3000,8,14,0.00492091388400703
272,3000,8,166,0.05834797891036907
273,3000,8,66,0.023198594024604568
274,3000,8,17,0.005975395430579965
275,3000,8,10,0.0035149384885764497
276,3000,8,48,0.01687170474516696
277,3000,8,3,0.001054481546572935
278,3000,8,375,0.1312106368089573
279,3000,8,2,0.0006997900629811056
280,3000,8,5,0.0017494751574527643
281,3000,8,12,0.004198740377886634
282,3000,8,4,0.0013995801259622112
283,3000,8,7,0.00244926522043387
284,3000,8,2,0.0006997900629811056
285,3000,8,2,0.0006995452955578874
286,3000,8,139,0.04861839804127317
287,3000,8,107,0.037425673312346974
288,3000,8,7,0.002448408534452606
289,3000,8,33,0.011542497376705142
290,3000,8,7,0.002448408534452606
291,3000,8,8,0.0027981811822315496
292,3000,8,16,0.005596362364463099
293,3000,8,13,0.004547044421126268
294,3000,8,11,0.0038474991255683807
295,3000,8,5,0.0017488632388947185
296,3000,8,3,0.001049317943336831
297,3000,8,146,0.05103110800419434
298,3000,8,237,0.08283816847256203
299,3000,8,13,0.004543865781195386
300,3000,8,10,0.003495281370150297
301,3000,8,69,0.02411744145403705
302,3000,8,6,0.0020971688220901784
303,3000,8,34,0.01188395665851101
304,3000,8,176,0.06155998600909409
305,3000,8,169,0.059111577474641484
306,3000,8,34,0.011892270024484085
307,3000,8,12,0.004197271773347324
308,3000,8,49,0.01713885974116824
309,3000,8,4,0.0013990905911157748
310,3000,8,11,0.0038474991255683807
311,3000,8,11,0.0038474991255683807
312,3000,8,13,0.004545454545454545
313,3000,8,149,0.0520979020979021
314,3000,8,39,0.013636363636363636
315,3000,8,27,0.00944055944055944
316,3000,8,9,0.003146853146853147
317,3000,8,146,0.05104895104895105
318,3000,8,2,0.0006993006993006993
319,3000,8,216,0.07570977917981073
320,3000,8,34,0.011917280056081317
321,3000,8,98,0.03434980722046968
322,3000,8,15,0.005257623554153523
323,3000,8,31,0.010865755345250614
324,3000,8,33,0.011566771819137749
325,3000,8,9,0.0031545741324921135
326,3000,8,23,0.008061689449702068
327,3000,8,360,0.12583012932541068
328,3000,8,18,0.006291506466270535
329,3000,8,15,0.005242922055225445
330,3000,8,4,0.0013981125480601187
331,3000,8,4,0.0013981125480601187
332,3000,8,2,0.0006990562740300594
333,3000,8,157,0.0551457674745346
334,3000,8,52,0.0182648401826484
335,3000,8,7,0.0024587284861257463
336,3000,8,14,0.004917456972251493
337,3000,8,121,0.042500878117316475
