,n,k,n_changes,n_matches
0,2000,5,81,1810
1,2000,5,71,1839
2,2000,5,14,1807
3,2000,5,26,1820
4,2000,5,54,1803
5,2000,5,98,1815
6,2000,5,26,1809
7,2000,5,34,1823
8,2000,5,68,1819
9,2000,5,123,1821
10,2000,5,8,1822
11,2000,5,48,1814
12,2000,5,78,1829
13,2000,5,19,1807
14,2000,5,46,1832
15,2000,5,47,1806
16,2000,5,41,1830
17,2000,5,12,1813
18,2000,5,45,1825
19,2000,5,56,1814
20,2000,5,7,1808
21,2000,5,3,1833
22,2000,5,47,1817
23,2000,5,26,1830
24,2000,5,12,1819
25,2000,5,13,1819
26,2000,5,71,1807
27,2000,5,19,1821
28,2000,5,62,1814
29,2000,5,35,1810
30,2000,5,17,1818
31,2000,5,46,1821
32,2000,5,76,1826
33,2000,5,38,1813
34,2000,5,44,1819
35,2000,5,43,1824
36,2000,5,67,1804
37,2000,5,57,1816
38,2000,5,86,1811
39,2000,5,68,1825
40,2000,5,55,1813
41,2000,5,52,1821
42,2000,5,20,1832
43,2000,5,25,1813
44,2000,5,20,1815
45,2000,5,39,1821
46,2000,5,10,1809
47,2000,5,61,1815
48,2000,5,46,1818
49,2000,5,65,1830
50,2000,5,70,1827
51,2000,5,82,1824
52,2000,5,44,1811
53,2000,5,15,1819
54,2000,5,0,1808
55,2000,5,38,1819
56,2000,5,102,1806
57,2000,5,54,1824
58,2000,5,31,1822
59,2000,5,90,1816
60,2000,5,53,1812
61,2000,5,62,1806
62,2000,5,86,1823
63,2000,5,14,1816
64,2000,5,27,1816
65,2000,5,20,1815
66,2000,5,43,1806
67,2000,5,56,1830
68,2000,5,94,1824
69,2000,5,53,1819
70,2000,5,45,1794
71,2000,5,35,1814
72,2000,5,45,1822
73,2000,5,16,1832
74,2000,5,4,1812
75,2000,5,13,1825
76,2000,5,67,1830
77,2000,5,48,1816
78,2000,5,54,1810
79,2000,5,94,1824
80,2000,5,47,1823
81,2000,5,6,1814
82,2000,5,65,1815
83,2000,5,2,1811
84,2000,5,23,1811
85,2000,5,26,1828
86,2000,5,43,1813
87,2000,5,5,1802
88,2000,5,9,1805
89,2000,5,5,1826
90,2000,5,6,1814
91,2000,5,57,1820
92,2000,5,15,1789
93,2000,5,18,1808
94,2000,5,52,1822
95,2000,5,34,1810
96,2000,5,57,1820
97,2000,5,68,1823
98,2000,5,61,1825
99,2000,5,86,1807
100,2000,5,18,1827
101,2000,5,52,1808
102,2000,5,51,1819
103,2000,5,22,1813
104,2000,5,56,1807
105,2000,5,93,1811
106,2000,5,4,1800
107,2000,5,62,1812
108,2000,5,49,1813
109,2000,5,12,1811
110,2000,5,2,1825
111,2000,5,53,1806
112,2000,5,45,1812
113,2000,5,45,1824
114,2000,5,15,1830
115,2000,5,10,1822
116,2000,5,17,1814
117,2000,5,67,1827
118,2000,5,31,1836
119,2000,5,13,1829
120,2000,5,11,1824
121,2000,5,15,1831
122,2000,5,60,1813
123,2000,5,62,1813
124,2000,5,8,1811
125,2000,5,43,1832
126,2000,5,139,1829
127,2000,5,74,1804
128,2000,5,42,1804
129,2000,5,40,1814
130,2000,5,31,1821
131,2000,5,24,1813
132,2000,5,33,1820
133,2000,5,60,1826
134,2000,5,19,1821
135,2000,5,42,1817
136,2000,5,15,1809
137,2000,5,0,1805
138,2000,5,88,1817
139,2000,5,22,1825
140,2000,5,101,1818
141,2000,5,107,1808
142,2000,5,5,1810
143,2000,5,78,1826
144,2000,5,17,1815
145,2000,5,49,1803
146,2000,5,96,1825
147,2000,5,103,1811
148,2000,5,139,1813
149,2000,5,30,1814
150,2000,5,67,1818
151,2000,5,43,1821
152,2000,5,49,1799
153,2000,5,75,1815
154,2000,5,89,1826
155,2000,5,44,1818
156,2000,5,37,1825
157,2000,5,44,1812
158,2000,5,20,1808
159,2000,5,19,1831
160,2000,5,58,1815
161,2000,5,27,1823
162,2000,5,29,1822
163,2000,5,33,1823
164,2000,5,97,1822
165,2000,5,33,1824
166,2000,5,34,1801
167,2000,5,54,1802
168,2000,5,55,1825
169,2000,5,78,1828
170,2000,5,23,1816
171,2000,5,44,1823
172,2000,5,12,1824
173,2000,5,53,1819
