,n,k,n_changes,n_matches
0,1000,7,169,949
1,1000,7,139,940
2,1000,7,68,946
3,1000,7,151,936
4,1000,7,159,940
5,1000,7,228,950
6,1000,7,153,945
7,1000,7,168,942
8,1000,7,208,939
9,1000,7,120,935
10,1000,7,202,932
11,1000,7,91,944
12,1000,7,139,941
13,1000,7,179,941
14,1000,7,196,947
15,1000,7,139,935
16,1000,7,128,942
17,1000,7,193,949
18,1000,7,185,940
19,1000,7,76,936
20,1000,7,214,949
21,1000,7,169,946
22,1000,7,124,939
23,1000,7,137,937
24,1000,7,167,949
25,1000,7,166,934
26,1000,7,195,936
27,1000,7,105,948
28,1000,7,138,939
29,1000,7,207,950
30,1000,7,123,949
31,1000,7,149,946
32,1000,7,231,941
33,1000,7,162,929
34,1000,7,165,931
35,1000,7,171,945
36,1000,7,188,940
37,1000,7,147,940
38,1000,7,128,932
39,1000,7,182,947
40,1000,7,133,929
41,1000,7,150,936
42,1000,7,104,946
43,1000,7,224,944
44,1000,7,142,942
45,1000,7,121,940
46,1000,7,199,941
47,1000,7,170,941
48,1000,7,150,943
49,1000,7,196,949
50,1000,7,102,942
51,1000,7,81,941
52,1000,7,137,947
53,1000,7,121,950
54,1000,7,198,943
55,1000,7,139,939
56,1000,7,192,942
57,1000,7,160,948
58,1000,7,164,937
59,1000,7,118,936
60,1000,7,116,944
61,1000,7,149,947
62,1000,7,100,937
63,1000,7,153,934
64,1000,7,197,948
65,1000,7,138,940
66,1000,7,179,949
67,1000,7,170,949
68,1000,7,252,943
69,1000,7,186,938
70,1000,7,151,944
71,1000,7,120,938
72,1000,7,73,940
73,1000,7,186,936
74,1000,7,161,943
75,1000,7,138,943
76,1000,7,168,944
77,1000,7,168,946
78,1000,7,153,940
79,1000,7,226,941
80,1000,7,169,948
81,1000,7,213,949
82,1000,7,154,941
83,1000,7,214,939
84,1000,7,141,940
85,1000,7,178,946
86,1000,7,112,940
87,1000,7,155,937
88,1000,7,161,948
89,1000,7,224,944
90,1000,7,71,936
91,1000,7,193,938
92,1000,7,153,943
93,1000,7,183,942
94,1000,7,100,941
95,1000,7,156,939
96,1000,7,120,935
97,1000,7,165,946
98,1000,7,129,940
99,1000,7,173,946
100,1000,7,132,937
101,1000,7,161,944
102,1000,7,190,946
103,1000,7,153,939
104,1000,7,160,945
105,1000,7,223,941
106,1000,7,121,941
107,1000,7,153,936
108,1000,7,86,939
109,1000,7,111,941
110,1000,7,147,932
111,1000,7,172,935
112,1000,7,92,942
113,1000,7,163,938
114,1000,7,147,932
115,1000,7,128,940
116,1000,7,129,945
117,1000,7,115,947
118,1000,7,152,947
119,1000,7,172,947
120,1000,7,126,935
121,1000,7,145,936
122,1000,7,154,941
123,1000,7,222,941
124,1000,7,134,953
125,1000,7,158,943
126,1000,7,124,936
127,1000,7,159,944
128,1000,7,86,949
129,1000,7,129,938
130,1000,7,203,944
131,1000,7,182,936
132,1000,7,156,943
133,1000,7,183,945
134,1000,7,163,940
135,1000,7,106,943
136,1000,7,174,947
137,1000,7,148,927
138,1000,7,104,941
139,1000,7,178,935
140,1000,7,190,941
141,1000,7,147,939
142,1000,7,191,939
143,1000,7,56,937
144,1000,7,173,933
145,1000,7,186,943
146,1000,7,159,946
147,1000,7,196,946
148,1000,7,204,942
149,1000,7,154,940
150,1000,7,160,948
151,1000,7,165,945
152,1000,7,189,950
153,1000,7,148,944
154,1000,7,184,941
155,1000,7,185,944
156,1000,7,182,945
157,1000,7,168,943
158,1000,7,105,943
159,1000,7,185,938
160,1000,7,158,937
161,1000,7,202,939
162,1000,7,134,942
163,1000,7,176,940
164,1000,7,95,939
165,1000,7,131,938
166,1000,7,138,942
167,1000,7,102,939
168,1000,7,186,943
169,1000,7,121,941
170,1000,7,193,946
171,1000,7,136,935
172,1000,7,199,942
173,1000,7,176,936
174,1000,7,138,933
175,1000,7,108,936
176,1000,7,116,937
177,1000,7,164,944
178,1000,7,141,937
179,1000,7,160,950
180,1000,7,180,944
181,1000,7,182,941
182,1000,7,172,936
183,1000,7,184,939
184,1000,7,147,936
185,1000,7,175,935
186,1000,7,227,944
187,1000,7,128,937
188,1000,7,155,939
189,1000,7,198,943
190,1000,7,82,937
191,1000,7,93,950
192,1000,7,155,947
193,1000,7,152,942
194,1000,7,192,945
195,1000,7,132,943
196,1000,7,163,940
197,1000,7,201,936
198,1000,7,170,940
199,1000,7,129,940
200,1000,7,133,943
201,1000,7,142,952
202,1000,7,165,939
203,1000,7,196,937
204,1000,7,101,944
205,1000,7,133,940
206,1000,7,118,935
207,1000,7,169,944
208,1000,7,169,950
209,1000,7,150,943
210,1000,7,99,936
211,1000,7,174,932
212,1000,7,133,934
213,1000,7,161,936
214,1000,7,219,949
215,1000,7,153,942
216,1000,7,210,937
217,1000,7,160,941
218,1000,7,167,939
219,1000,7,115,941
220,1000,7,208,939
221,1000,7,202,939
222,1000,7,220,942
223,1000,7,167,938
224,1000,7,218,937
225,1000,7,149,940
226,1000,7,176,948
227,1000,7,184,943
228,1000,7,179,939
229,1000,7,166,942
230,1000,7,156,940
231,1000,7,117,941
232,1000,7,205,945
233,1000,7,163,946
234,1000,7,144,940
235,1000,7,104,951
236,1000,7,236,945
237,1000,7,135,938
238,1000,7,141,945
239,1000,7,146,939
240,1000,7,188,944
241,1000,7,156,945
242,1000,7,144,942
243,1000,7,151,948
244,1000,7,152,939
245,1000,7,151,940
246,1000,7,202,943
247,1000,7,148,941
248,1000,7,168,945
249,1000,7,109,934
250,1000,7,187,943
251,1000,7,186,946
252,1000,7,217,937
253,1000,7,148,937
254,1000,7,153,934
255,1000,7,195,940
256,1000,7,118,945
257,1000,7,125,940
258,1000,7,90,938
259,1000,7,172,941
260,1000,7,196,949
261,1000,7,185,937
262,1000,7,170,937
263,1000,7,186,941
264,1000,7,165,939
265,1000,7,186,937
266,1000,7,155,948
267,1000,7,187,939
268,1000,7,213,946
269,1000,7,144,940
270,1000,7,81,944
271,1000,7,173,937
272,1000,7,128,934
273,1000,7,194,942
274,1000,7,98,933
275,1000,7,123,936
276,1000,7,48,939
277,1000,7,202,942
278,1000,7,182,937
279,1000,7,157,943
280,1000,7,124,939
281,1000,7,131,934
282,1000,7,134,941
283,1000,7,199,948
284,1000,7,153,946
285,1000,7,109,943
286,1000,7,148,936
287,1000,7,151,950
288,1000,7,178,944
289,1000,7,140,951
290,1000,7,129,943
291,1000,7,130,938
292,1000,7,164,935
293,1000,7,114,946
294,1000,7,185,937
295,1000,7,167,943
296,1000,7,206,945
297,1000,7,232,947
298,1000,7,165,948
299,1000,7,185,934
300,1000,7,130,937
301,1000,7,128,934
302,1000,7,161,946
303,1000,7,55,940
304,1000,7,182,936
305,1000,7,90,943
306,1000,7,180,943
307,1000,7,207,939
308,1000,7,134,937
309,1000,7,106,940
310,1000,7,155,943
311,1000,7,147,944
312,1000,7,223,939
313,1000,7,148,936
314,1000,7,150,942
315,1000,7,141,941
316,1000,7,123,935
317,1000,7,174,945
318,1000,7,170,937
