,n,k,n_changes_eadam,n_matches
0,1000,7,214,949
1,1000,7,156,940
2,1000,7,120,946
3,1000,7,190,936
4,1000,7,220,940
5,1000,7,350,950
6,1000,7,218,945
7,1000,7,236,942
8,1000,7,218,939
9,1000,7,192,935
10,1000,7,272,932
11,1000,7,134,944
12,1000,7,146,941
13,1000,7,224,941
14,1000,7,266,947
15,1000,7,164,935
16,1000,7,140,942
17,1000,7,266,949
18,1000,7,252,940
19,1000,7,130,936
20,1000,7,244,949
21,1000,7,276,946
22,1000,7,186,939
23,1000,7,200,937
24,1000,7,246,949
25,1000,7,226,934
26,1000,7,270,936
27,1000,7,108,948
28,1000,7,146,939
29,1000,7,290,950
30,1000,7,174,949
31,1000,7,174,946
32,1000,7,242,941
33,1000,7,244,929
34,1000,7,228,931
35,1000,7,246,945
36,1000,7,240,940
37,1000,7,148,940
38,1000,7,170,932
39,1000,7,274,947
40,1000,7,196,929
41,1000,7,224,936
42,1000,7,180,946
43,1000,7,296,944
44,1000,7,170,942
45,1000,7,194,940
46,1000,7,286,941
47,1000,7,218,941
48,1000,7,230,943
49,1000,7,248,949
50,1000,7,144,942
51,1000,7,126,941
52,1000,7,202,947
53,1000,7,166,950
54,1000,7,274,943
55,1000,7,162,939
56,1000,7,258,942
57,1000,7,200,948
58,1000,7,212,937
59,1000,7,156,936
60,1000,7,164,944
61,1000,7,168,947
62,1000,7,140,937
63,1000,7,170,934
64,1000,7,254,948
65,1000,7,178,940
66,1000,7,242,949
67,1000,7,230,949
68,1000,7,310,943
69,1000,7,274,938
70,1000,7,212,944
71,1000,7,158,938
72,1000,7,106,940
73,1000,7,226,936
74,1000,7,198,943
75,1000,7,210,943
76,1000,7,214,944
77,1000,7,236,946
78,1000,7,248,940
79,1000,7,296,941
80,1000,7,204,948
81,1000,7,326,949
82,1000,7,220,941
83,1000,7,286,939
84,1000,7,168,940
85,1000,7,268,946
86,1000,7,140,940
87,1000,7,190,937
88,1000,7,206,948
89,1000,7,292,944
90,1000,7,112,936
91,1000,7,210,938
92,1000,7,202,943
93,1000,7,162,942
94,1000,7,126,941
95,1000,7,198,939
96,1000,7,138,935
97,1000,7,212,946
98,1000,7,218,940
99,1000,7,252,946
100,1000,7,138,937
101,1000,7,226,944
102,1000,7,246,946
103,1000,7,228,939
104,1000,7,192,945
105,1000,7,286,941
106,1000,7,178,941
107,1000,7,166,936
108,1000,7,150,939
109,1000,7,146,941
