,n,k,n_changes,n_matches
0,3000,4,8,2627
1,3000,4,0,2648
2,3000,4,9,2650
3,3000,4,3,2633
4,3000,4,45,2655
5,3000,4,11,2639
6,3000,4,2,2635
7,3000,4,5,2647
8,3000,4,0,2643
9,3000,4,0,2641
10,3000,4,4,2658
11,3000,4,7,2666
12,3000,4,0,2635
13,3000,4,5,2651
14,3000,4,11,2641
15,3000,4,14,2627
16,3000,4,16,2639
17,3000,4,16,2638
18,3000,4,0,2648
19,3000,4,16,2647
20,3000,4,0,2640
21,3000,4,3,2648
22,3000,4,0,2639
23,3000,4,8,2634
24,3000,4,3,2640
25,3000,4,9,2637
26,3000,4,4,2639
27,3000,4,0,2637
28,3000,4,17,2654
29,3000,4,0,2646
30,3000,4,18,2630
31,3000,4,6,2652
32,3000,4,2,2651
33,3000,4,22,2636
34,3000,4,8,2622
35,3000,4,6,2644
36,3000,4,3,2654
37,3000,4,22,2674
38,3000,4,0,2635
39,3000,4,6,2635
40,3000,4,0,2625
41,3000,4,3,2650
42,3000,4,0,2650
43,3000,4,2,2647
44,3000,4,0,2640
45,3000,4,0,2642
46,3000,4,0,2630
47,3000,4,0,2653
48,3000,4,0,2627
49,3000,4,8,2665
50,3000,4,3,2641
51,3000,4,21,2639
52,3000,4,0,2631
53,3000,4,8,2650
54,3000,4,0,2639
55,3000,4,13,2640
56,3000,4,15,2631
57,3000,4,7,2646
58,3000,4,0,2650
59,3000,4,0,2639
60,3000,4,4,2636
61,3000,4,10,2643
62,3000,4,16,2636
63,3000,4,15,2644
64,3000,4,3,2644
65,3000,4,0,2639
66,3000,4,4,2614
67,3000,4,4,2646
68,3000,4,6,2648
69,3000,4,0,2648
70,3000,4,0,2661
71,3000,4,0,2645
72,3000,4,10,2644
73,3000,4,8,2632
74,3000,4,49,2646
75,3000,4,4,2641
76,3000,4,4,2646
77,3000,4,9,2647
78,3000,4,0,2660
79,3000,4,2,2662
80,3000,4,10,2660
81,3000,4,0,2653
82,3000,4,0,2646
83,3000,4,4,2644
84,3000,4,0,2648
85,3000,4,21,2640
86,3000,4,10,2636
87,3000,4,2,2649
88,3000,4,2,2638
89,3000,4,15,2638
90,3000,4,5,2635
91,3000,4,4,2633
92,3000,4,0,2665
93,3000,4,4,2628
94,3000,4,0,2630
95,3000,4,21,2648
96,3000,4,10,2661
97,3000,4,3,2652
98,3000,4,2,2636
99,3000,4,0,2653
100,3000,4,14,2658
101,3000,4,30,2631
102,3000,4,7,2639
103,3000,4,0,2637
104,3000,4,4,2645
105,3000,4,0,2648
106,3000,4,0,2638
107,3000,4,0,2632
108,3000,4,7,2660
109,3000,4,11,2657
110,3000,4,0,2635
111,3000,4,2,2663
112,3000,4,7,2640
113,3000,4,26,2652
114,3000,4,0,2646
115,3000,4,0,2645
116,3000,4,0,2649
117,3000,4,0,2634
118,3000,4,0,2643
119,3000,4,0,2626
120,3000,4,3,2653
121,3000,4,6,2644
122,3000,4,15,2648
123,3000,4,9,2655
124,3000,4,0,2638
125,3000,4,0,2635
126,3000,4,3,2644
127,3000,4,4,2636
128,3000,4,0,2640
129,3000,4,2,2630
130,3000,4,2,2638
131,3000,4,2,2652
132,3000,4,2,2654
133,3000,4,0,2643
134,3000,4,2,2639
135,3000,4,2,2641
136,3000,4,0,2635
137,3000,4,3,2668
138,3000,4,2,2636
139,3000,4,2,2646
140,3000,4,14,2652
141,3000,4,4,2648
142,3000,4,3,2666
143,3000,4,9,2635
144,3000,4,30,2640
145,3000,4,0,2643
146,3000,4,0,2646
147,3000,4,8,2644
148,3000,4,8,2656
149,3000,4,0,2643
150,3000,4,0,2643
151,3000,4,3,2653
152,3000,4,6,2652
153,3000,4,3,2635
154,3000,4,2,2630
155,3000,4,2,2651
156,3000,4,0,2659
157,3000,4,26,2642
158,3000,4,0,2661
159,3000,4,24,2645
160,3000,4,17,2627
161,3000,4,2,2641
162,3000,4,2,2642
163,3000,4,3,2653
164,3000,4,14,2618
165,3000,4,0,2634
166,3000,4,2,2645
167,3000,4,0,2634
168,3000,4,3,2659
169,3000,4,4,2655
170,3000,4,8,2637
171,3000,4,0,2654
172,3000,4,2,2647
173,3000,4,3,2637
174,3000,4,0,2642
175,3000,4,18,2638
176,3000,4,6,2642
177,3000,4,3,2654
178,3000,4,7,2640
179,3000,4,2,2643
180,3000,4,5,2654
181,3000,4,4,2648
182,3000,4,2,2647
183,3000,4,7,2643
184,3000,4,6,2653
185,3000,4,8,2644
186,3000,4,2,2628
187,3000,4,7,2643
188,3000,4,0,2659
189,3000,4,3,2659
190,3000,4,0,2634
191,3000,4,4,2631
192,3000,4,0,2645
193,3000,4,0,2642
194,3000,4,2,2666
195,3000,4,6,2652
196,3000,4,20,2666
197,3000,4,0,2648
198,3000,4,0,2645
199,3000,4,2,2652
200,3000,4,2,2661
201,3000,4,2,2648
202,3000,4,2,2649
203,3000,4,3,2646
204,3000,4,2,2619
205,3000,4,12,2663
206,3000,4,9,2645
207,3000,4,0,2648
208,3000,4,3,2650
209,3000,4,10,2653
210,3000,4,2,2648
211,3000,4,3,2661
212,3000,4,0,2652
213,3000,4,0,2637
214,3000,4,5,2625
215,3000,4,0,2655
216,3000,4,0,2654
217,3000,4,0,2645
218,3000,4,7,2631
219,3000,4,6,2655
220,3000,4,0,2644
221,3000,4,0,2669
222,3000,4,0,2634
223,3000,4,0,2650
224,3000,4,0,2651
225,3000,4,16,2642
226,3000,4,0,2669
227,3000,4,0,2634
228,3000,4,0,2666
229,3000,4,2,2659
230,3000,4,0,2660
