,n,k,n_changes,n_matches
0,4000,6,325,3716
1,4000,6,355,3713
2,4000,6,378,3711
3,4000,6,396,3712
4,4000,6,246,3704
5,4000,6,198,3710
6,4000,6,325,3710
7,4000,6,372,3680
8,4000,6,395,3711
9,4000,6,252,3718
10,4000,6,306,3720
11,4000,6,264,3712
12,4000,6,356,3705
13,4000,6,224,3713
14,4000,6,353,3717
15,4000,6,324,3711
16,4000,6,324,3694
17,4000,6,316,3699
18,4000,6,256,3722
19,4000,6,377,3711
20,4000,6,398,3727
21,4000,6,275,3716
22,4000,6,265,3726
23,4000,6,268,3706
24,4000,6,213,3697
25,4000,6,378,3711
26,4000,6,367,3717
27,4000,6,330,3703
28,4000,6,395,3710
29,4000,6,252,3703
30,4000,6,268,3695
31,4000,6,341,3716
32,4000,6,397,3698
33,4000,6,326,3685
34,4000,6,361,3706
35,4000,6,335,3720
36,4000,6,342,3711
37,4000,6,172,3707
38,4000,6,148,3706
39,4000,6,313,3704
40,4000,6,275,3694
41,4000,6,201,3697
42,4000,6,379,3713
43,4000,6,323,3693
44,4000,6,400,3717
45,4000,6,208,3705
46,4000,6,273,3685
47,4000,6,326,3701
48,4000,6,338,3722
49,4000,6,305,3711
50,4000,6,321,3723
51,4000,6,299,3716
52,4000,6,337,3707
53,4000,6,198,3717
54,4000,6,279,3704
55,4000,6,351,3707
56,4000,6,367,3724
57,4000,6,404,3709
58,4000,6,382,3714
59,4000,6,466,3708
60,4000,6,318,3724
61,4000,6,357,3704
62,4000,6,380,3711
63,4000,6,137,3708
64,4000,6,374,3723
65,4000,6,357,3712
66,4000,6,291,3732
67,4000,6,352,3711
68,4000,6,410,3701
69,4000,6,253,3691
70,4000,6,321,3705
71,4000,6,360,3722
72,4000,6,384,3703
73,4000,6,321,3723
74,4000,6,281,3702
75,4000,6,282,3707
76,4000,6,306,3740
77,4000,6,313,3721
78,4000,6,215,3706
79,4000,6,282,3705
80,4000,6,441,3699
81,4000,6,378,3724
82,4000,6,340,3701
83,4000,6,452,3731
84,4000,6,319,3702
85,4000,6,224,3710
86,4000,6,287,3707
87,4000,6,287,3718
88,4000,6,244,3700
89,4000,6,400,3718
90,4000,6,288,3701
91,4000,6,377,3721
92,4000,6,367,3727
93,4000,6,286,3703
94,4000,6,324,3730
95,4000,6,142,3712
96,4000,6,291,3712
97,4000,6,277,3719
98,4000,6,261,3710
99,4000,6,444,3726
100,4000,6,363,3711
101,4000,6,281,3728
102,4000,6,291,3709
103,4000,6,342,3707
104,4000,6,364,3673
105,4000,6,410,3719
106,4000,6,286,3712
107,4000,6,458,3704
108,4000,6,348,3707
109,4000,6,310,3700
110,4000,6,385,3710
111,4000,6,288,3709
112,4000,6,248,3692
113,4000,6,318,3699
114,4000,6,295,3692
115,4000,6,451,3711
116,4000,6,310,3721
117,4000,6,360,3677
118,4000,6,399,3703
119,4000,6,286,3709
120,4000,6,282,3721
121,4000,6,348,3704
122,4000,6,402,3707
123,4000,6,302,3734
124,4000,6,294,3709
125,4000,6,272,3703
126,4000,6,347,3701
127,4000,6,286,3700
128,4000,6,369,3718
129,4000,6,307,3706
130,4000,6,504,3717
131,4000,6,270,3704
132,4000,6,283,3704
133,4000,6,393,3699
134,4000,6,399,3697
135,4000,6,387,3702
136,4000,6,246,3682
137,4000,6,223,3702
138,4000,6,369,3707
139,4000,6,409,3709
140,4000,6,270,3715
141,4000,6,375,3713
142,4000,6,241,3707
143,4000,6,380,3720
144,4000,6,285,3696
145,4000,6,321,3716
146,4000,6,285,3690
147,4000,6,388,3707
148,4000,6,263,3713
149,4000,6,425,3710
150,4000,6,296,3701
151,4000,6,345,3710
152,4000,6,365,3699
153,4000,6,430,3712
154,4000,6,303,3699
155,4000,6,340,3710
156,4000,6,383,3699
157,4000,6,335,3710
158,4000,6,356,3708
159,4000,6,166,3692
160,4000,6,379,3703
161,4000,6,344,3707
162,4000,6,332,3706
163,4000,6,261,3712
164,4000,6,316,3706
165,4000,6,326,3699
166,4000,6,394,3698
167,4000,6,356,3712
168,4000,6,468,3717
169,4000,6,240,3704
170,4000,6,274,3720
171,4000,6,230,3715
172,4000,6,415,3727
173,4000,6,252,3690
174,4000,6,329,3717
175,4000,6,290,3719
176,4000,6,410,3719
177,4000,6,359,3719
178,4000,6,293,3701
179,4000,6,212,3711
180,4000,6,367,3707
181,4000,6,260,3720
182,4000,6,373,3703
183,4000,6,349,3695
184,4000,6,274,3701
185,4000,6,487,3723
186,4000,6,306,3698
187,4000,6,407,3710
188,4000,6,348,3703
189,4000,6,317,3712
190,4000,6,267,3713
191,4000,6,427,3691
192,4000,6,334,3720
193,4000,6,309,3704
194,4000,6,364,3710
195,4000,6,337,3714
196,4000,6,243,3698
197,4000,6,367,3686
198,4000,6,349,3713
199,4000,6,203,3710
200,4000,6,304,3722
201,4000,6,316,3709
202,4000,6,273,3718
203,4000,6,332,3710
204,4000,6,427,3695
205,4000,6,426,3708
206,4000,6,402,3716
207,4000,6,236,3698
208,4000,6,428,3707
209,4000,6,345,3714
210,4000,6,304,3693
211,4000,6,281,3708
212,4000,6,402,3723
213,4000,6,241,3717
214,4000,6,371,3713
215,4000,6,299,3711
216,4000,6,426,3727
217,4000,6,300,3709
218,4000,6,265,3709
219,4000,6,352,3718
220,4000,6,401,3723
221,4000,6,288,3717
222,4000,6,360,3718
223,4000,6,306,3697
224,4000,6,264,3708
225,4000,6,327,3724
226,4000,6,354,3708
227,4000,6,387,3713
228,4000,6,329,3694
229,4000,6,356,3696
230,4000,6,224,3703
231,4000,6,239,3712
232,4000,6,377,3696
233,4000,6,399,3697
234,4000,6,348,3723
235,4000,6,278,3701
236,4000,6,397,3710
237,4000,6,403,3723
238,4000,6,351,3705
239,4000,6,244,3715
240,4000,6,394,3715
241,4000,6,365,3707
242,4000,6,247,3683
243,4000,6,354,3706
244,4000,6,281,3696
245,4000,6,294,3698
246,4000,6,336,3721
247,4000,6,323,3741
248,4000,6,253,3706
249,4000,6,326,3712
250,4000,6,255,3707
251,4000,6,249,3700
252,4000,6,252,3698
253,4000,6,326,3720
254,4000,6,401,3713
255,4000,6,272,3694
256,4000,6,325,3706
257,4000,6,313,3733
258,4000,6,240,3729
259,4000,6,388,3711
260,4000,6,331,3717
261,4000,6,321,3714
262,4000,6,302,3714
263,4000,6,413,3714
264,4000,6,347,3716
265,4000,6,365,3708
266,4000,6,466,3733
267,4000,6,323,3700
268,4000,6,373,3709
269,4000,6,302,3686
270,4000,6,230,3709
271,4000,6,348,3721
272,4000,6,345,3704
273,4000,6,334,3700
274,4000,6,274,3721
275,4000,6,301,3711
276,4000,6,371,3692
277,4000,6,344,3700
278,4000,6,442,3713
279,4000,6,303,3717
280,4000,6,361,3711
281,4000,6,378,3699
282,4000,6,314,3702
283,4000,6,341,3701
284,4000,6,231,3704
285,4000,6,298,3709
286,4000,6,309,3715
287,4000,6,482,3735
288,4000,6,210,3712
289,4000,6,395,3706
290,4000,6,255,3711
291,4000,6,398,3706
292,4000,6,263,3704
293,4000,6,254,3696
294,4000,6,157,3686
295,4000,6,288,3715
296,4000,6,365,3725
297,4000,6,237,3709
298,4000,6,336,3712
299,4000,6,320,3704
300,4000,6,245,3696
301,4000,6,273,3699
302,4000,6,208,3715
303,4000,6,364,3702
304,4000,6,410,3721
305,4000,6,453,3701
306,4000,6,278,3709
307,4000,6,336,3720
308,4000,6,293,3710
309,4000,6,418,3700
310,4000,6,343,3720
311,4000,6,487,3728
312,4000,6,342,3701
313,4000,6,213,3703
314,4000,6,211,3723
315,4000,6,306,3705
316,4000,6,224,3711
317,4000,6,311,3734
318,4000,6,341,3701
319,4000,6,303,3712
320,4000,6,357,3710
321,4000,6,165,3705
322,4000,6,381,3709
323,4000,6,268,3711
324,4000,6,294,3708
325,4000,6,391,3711
326,4000,6,334,3689
327,4000,6,396,3705
328,4000,6,293,3692
329,4000,6,351,3711
330,4000,6,347,3700
331,4000,6,347,3700
332,4000,6,344,3684
333,4000,6,278,3720
334,4000,6,334,3703
335,4000,6,438,3723
336,4000,6,307,3704
337,4000,6,337,3707
338,4000,6,342,3723
339,4000,6,359,3709
340,4000,6,351,3687
341,4000,6,247,3726
342,4000,6,409,3707
343,4000,6,275,3712
344,4000,6,411,3710
345,4000,6,374,3707
346,4000,6,436,3689
347,4000,6,295,3714
348,4000,6,390,3702
349,4000,6,319,3701
350,4000,6,230,3707
351,4000,6,359,3715
352,4000,6,380,3703
353,4000,6,367,3713
354,4000,6,330,3682
355,4000,6,287,3704
356,4000,6,413,3708
357,4000,6,224,3707
358,4000,6,380,3710
359,4000,6,391,3738
360,4000,6,419,3712
361,4000,6,336,3717
362,4000,6,293,3708
363,4000,6,397,3709
364,4000,6,262,3717
365,4000,6,403,3711
366,4000,6,360,3719
367,4000,6,399,3715
368,4000,6,203,3725
369,4000,6,294,3712
370,4000,6,312,3702
371,4000,6,292,3711
372,4000,6,366,3702
373,4000,6,296,3709
374,4000,6,276,3707
375,4000,6,320,3727
376,4000,6,356,3712
377,4000,6,399,3705
378,4000,6,242,3710
379,4000,6,259,3717
380,4000,6,380,3695
381,4000,6,352,3708
382,4000,6,311,3707
383,4000,6,296,3714
384,4000,6,263,3708
385,4000,6,292,3717
386,4000,6,342,3718
387,4000,6,366,3711
388,4000,6,379,3704
389,4000,6,423,3717
390,4000,6,397,3697
391,4000,6,223,3720
392,4000,6,413,3727
393,4000,6,355,3718
394,4000,6,199,3712
395,4000,6,434,3703
396,4000,6,355,3712
397,4000,6,358,3712
398,4000,6,363,3719
399,4000,6,398,3702
400,4000,6,285,3715
401,4000,6,313,3705
402,4000,6,363,3710
403,4000,6,219,3711
404,4000,6,267,3706
405,4000,6,376,3714
406,4000,6,270,3694
407,4000,6,314,3721
408,4000,6,409,3719
409,4000,6,217,3708
410,4000,6,376,3714
411,4000,6,451,3717
412,4000,6,419,3714
413,4000,6,231,3707
414,4000,6,360,3698
415,4000,6,309,3714
416,4000,6,259,3701
417,4000,6,251,3713
418,4000,6,388,3691
419,4000,6,248,3706
420,4000,6,325,3707
421,4000,6,237,3705
422,4000,6,432,3704
423,4000,6,340,3696
424,4000,6,356,3718
425,4000,6,439,3716
426,4000,6,434,3708
427,4000,6,424,3710
428,4000,6,432,3710
429,4000,6,398,3709
430,4000,6,180,3706
431,4000,6,352,3718
432,4000,6,433,3719
433,4000,6,377,3705
434,4000,6,319,3682
435,4000,6,308,3730
436,4000,6,293,3699
437,4000,6,335,3716
438,4000,6,302,3690
439,4000,6,356,3701
440,4000,6,362,3696
441,4000,6,360,3699
442,4000,6,313,3713
443,4000,6,374,3735
444,4000,6,357,3692
445,4000,6,306,3704
446,4000,6,340,3706
447,4000,6,326,3734
448,4000,6,311,3708
449,4000,6,329,3710
450,4000,6,376,3730
451,4000,6,227,3726
452,4000,6,197,3725
453,4000,6,270,3721
454,4000,6,277,3707
455,4000,6,501,3693
456,4000,6,167,3714
457,4000,6,366,3697
458,4000,6,386,3712
459,4000,6,398,3718
460,4000,6,241,3737
461,4000,6,291,3707
462,4000,6,218,3717
463,4000,6,341,3700
464,4000,6,315,3713
465,4000,6,233,3711
466,4000,6,316,3708
467,4000,6,230,3700
468,4000,6,294,3684
469,4000,6,337,3709
470,4000,6,303,3687
471,4000,6,267,3703
472,4000,6,300,3714
473,4000,6,389,3696
474,4000,6,312,3711
475,4000,6,381,3709
476,4000,6,346,3723
477,4000,6,263,3716
478,4000,6,263,3709
479,4000,6,398,3714
480,4000,6,331,3722
481,4000,6,384,3717
482,4000,6,350,3697
483,4000,6,350,3717
484,4000,6,254,3703
485,4000,6,367,3717
486,4000,6,472,3704
487,4000,6,366,3736
488,4000,6,268,3699
489,4000,6,251,3714
490,4000,6,312,3718
491,4000,6,278,3705
492,4000,6,373,3716
493,4000,6,262,3719
494,4000,6,369,3717
495,4000,6,350,3719
496,4000,6,327,3699
497,4000,6,250,3706
498,4000,6,351,3707
499,4000,6,261,3732
500,4000,6,403,3713
501,4000,6,365,3709
502,4000,6,314,3721
503,4000,6,401,3723
