,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,2000,4,1,2,1749,0.0011435105774728416
1,2000,4,0,0,1767,0.0
2,2000,4,1,2,1748,0.0011441647597254005
3,2000,4,0,0,1771,0.0
4,2000,4,0,0,1748,0.0
5,2000,4,2,27,1776,0.015202702702702704
6,2000,4,3,27,1772,0.015237020316027089
7,2000,4,0,0,1783,0.0
8,2000,4,1,2,1753,0.0011409013120365088
9,2000,4,2,7,1759,0.003979533826037522
10,2000,4,1,2,1770,0.0011299435028248588
11,2000,4,3,13,1752,0.007420091324200913
12,2000,4,1,2,1757,0.0011383039271485487
13,2000,4,0,0,1747,0.0
14,2000,4,0,0,1787,0.0
15,2000,4,0,0,1778,0.0
16,2000,4,2,6,1758,0.0034129692832764505
17,2000,4,0,0,1747,0.0
18,2000,4,0,0,1762,0.0
19,2000,4,2,7,1778,0.003937007874015748
20,2000,4,1,2,1753,0.0011409013120365088
21,2000,4,1,5,1758,0.002844141069397042
22,2000,4,3,25,1770,0.014124293785310734
23,2000,4,2,6,1772,0.003386004514672686
24,2000,4,2,25,1771,0.014116318464144552
25,2000,4,0,0,1764,0.0
26,2000,4,2,8,1763,0.0045377197958026095
27,2000,4,2,14,1773,0.007896221094190638
28,2000,4,0,0,1769,0.0
29,2000,4,3,23,1772,0.012979683972911963
30,2000,4,2,14,1759,0.007959067652075043
31,2000,4,2,12,1767,0.006791171477079796
32,2000,4,3,27,1755,0.015384615384615385
33,2000,4,0,0,1772,0.0
34,2000,4,2,4,1769,0.0022611644997173543
35,2000,4,2,6,1759,0.0034110289937464467
36,2000,4,3,10,1762,0.0056753688989784334
37,2000,4,0,0,1766,0.0
38,2000,4,1,11,1762,0.006242905788876277
39,2000,4,2,8,1762,0.004540295119182747
40,2000,4,1,2,1776,0.0011261261261261261
41,2000,4,0,0,1763,0.0
42,2000,4,0,0,1767,0.0
43,2000,4,2,13,1758,0.00739476678043231
44,2000,4,4,14,1757,0.00796812749003984
45,2000,4,0,0,1751,0.0
46,2000,4,0,0,1762,0.0
47,2000,4,3,10,1769,0.005652911249293386
48,2000,4,3,17,1776,0.009572072072072071
49,2000,4,0,0,1760,0.0
50,2000,4,0,0,1761,0.0
51,2000,4,0,0,1770,0.0
52,2000,4,2,5,1772,0.0028216704288939053
53,2000,4,5,15,1789,0.008384572386808273
54,2000,4,1,4,1740,0.0022988505747126436
55,2000,4,1,4,1760,0.0022727272727272726
56,2000,4,1,3,1758,0.0017064846416382253
57,2000,4,2,9,1758,0.005119453924914676
58,2000,4,0,0,1765,0.0
59,2000,4,1,8,1759,0.0045480386583285955
60,2000,4,2,41,1759,0.023308698123934053
61,2000,4,2,6,1751,0.0034266133637921186
62,2000,4,1,8,1759,0.0045480386583285955
63,2000,4,1,4,1772,0.002257336343115124
64,2000,4,2,14,1751,0.00799543118218161
65,2000,4,0,0,1765,0.0
66,2000,4,1,4,1750,0.002285714285714286
67,2000,4,2,10,1762,0.0056753688989784334
68,2000,4,2,26,1745,0.01489971346704871
69,2000,4,1,5,1767,0.0028296547821165816
70,2000,4,0,0,1758,0.0
71,2000,4,0,0,1758,0.0
72,2000,4,1,2,1758,0.0011376564277588168
73,2000,4,2,5,1762,0.0028376844494892167
74,2000,4,3,11,1771,0.006211180124223602
75,2000,4,1,17,1769,0.009609949123798756
76,2000,4,0,0,1752,0.0
77,2000,4,0,0,1766,0.0
78,2000,4,0,0,1771,0.0
79,2000,4,1,2,1779,0.0011242270938729624
80,2000,4,1,4,1765,0.0022662889518413596
81,2000,4,2,20,1760,0.011363636363636364
82,2000,4,2,11,1756,0.006264236902050114
83,2000,4,2,9,1761,0.005110732538330494
84,2000,4,1,2,1768,0.0011312217194570137
85,2000,4,2,6,1761,0.0034071550255536627
86,2000,4,2,8,1752,0.0045662100456621
87,2000,4,2,11,1757,0.006260671599317018
88,2000,4,1,11,1771,0.006211180124223602
89,2000,4,1,2,1774,0.0011273957158962795
90,2000,4,1,4,1773,0.0022560631697687537
91,2000,4,2,14,1760,0.007954545454545454
92,2000,4,1,2,1772,0.001128668171557562
93,2000,4,1,4,1755,0.002279202279202279
94,2000,4,1,2,1771,0.001129305477131564
95,2000,4,1,2,1779,0.0011242270938729624
96,2000,4,0,0,1750,0.0
97,2000,4,0,0,1770,0.0
98,2000,4,3,11,1768,0.006221719457013574
99,2000,4,0,0,1758,0.0
100,2000,4,2,19,1757,0.010813887307911212
101,2000,4,0,0,1760,0.0
102,2000,4,2,9,1764,0.00510204081632653
103,2000,4,1,4,1743,0.002294893861158921
104,2000,4,1,5,1761,0.0028392958546280523
105,2000,4,0,0,1753,0.0
106,2000,4,0,0,1774,0.0
107,2000,4,1,3,1760,0.0017045454545454545
108,2000,4,1,4,1763,0.0022688598979013048
109,2000,4,1,12,1778,0.006749156355455568
110,2000,4,1,4,1774,0.002254791431792559
111,2000,4,1,7,1754,0.003990877993158495
112,2000,4,0,0,1766,0.0
113,2000,4,0,0,1770,0.0
114,2000,4,3,14,1773,0.007896221094190638
115,2000,4,1,2,1769,0.0011305822498586771
116,2000,4,2,10,1743,0.005737234652897304
117,2000,4,3,19,1769,0.010740531373657434
118,2000,4,2,23,1782,0.012906846240179574
119,2000,4,3,21,1768,0.011877828054298642
120,2000,4,2,18,1763,0.01020986954055587
121,2000,4,1,2,1774,0.0011273957158962795
122,2000,4,2,11,1768,0.006221719457013574
123,2000,4,0,0,1771,0.0
124,2000,4,0,0,1750,0.0
125,2000,4,2,20,1757,0.011383039271485486
126,2000,4,1,3,1767,0.001697792869269949
127,2000,4,2,5,1754,0.0028506271379703536
128,2000,4,1,5,1762,0.0028376844494892167
129,2000,4,1,4,1767,0.0022637238256932655
130,2000,4,3,12,1771,0.006775832862789385
131,2000,4,4,28,1778,0.015748031496062992
132,2000,4,1,7,1763,0.003970504821327283
133,2000,4,1,4,1746,0.002290950744558992
134,2000,4,2,11,1772,0.006207674943566591
135,2000,4,1,10,1770,0.005649717514124294
136,2000,4,2,10,1774,0.005636978579481398
137,2000,4,0,0,1745,0.0
138,2000,4,1,2,1769,0.0011305822498586771
139,2000,4,1,7,1765,0.00396600566572238
140,2000,4,2,11,1758,0.006257110352673493
141,2000,4,3,10,1757,0.005691519635742743
142,2000,4,0,0,1761,0.0
143,2000,4,3,43,1751,0.024557395773843516
144,2000,4,0,0,1776,0.0
145,2000,4,2,5,1774,0.002818489289740699
146,2000,4,2,17,1765,0.009631728045325779
147,2000,4,2,7,1749,0.004002287021154946
148,2000,4,0,0,1752,0.0
149,2000,4,0,0,1748,0.0
