,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,10000,4,0,0,8783,0.0
1,10000,4,2,8,8799,0.000909194226616661
2,10000,4,1,3,8812,0.0003404448479346346
3,10000,4,2,35,8820,0.003968253968253968
4,10000,4,0,0,8806,0.0
5,10000,4,1,7,8836,0.0007922136713444998
6,10000,4,1,2,8822,0.00022670596236681024
7,10000,4,2,4,8807,0.0004541841716816169
8,10000,4,0,0,8818,0.0
9,10000,4,4,16,8805,0.0018171493469619534
10,10000,4,2,14,8816,0.001588021778584392
11,10000,4,2,8,8843,0.0009046703607373063
12,10000,4,0,0,8802,0.0
13,10000,4,0,0,8798,0.0
14,10000,4,2,6,8843,0.0006785027705529798
15,10000,4,3,27,8783,0.003074120459979506
16,10000,4,1,2,8845,0.00022611644997173544
17,10000,4,1,5,8810,0.0005675368898978433
18,10000,4,1,20,8814,0.002269117313365101
19,10000,4,0,0,8809,0.0
20,10000,4,1,2,8796,0.00022737608003638017
21,10000,4,1,3,8827,0.00033986631924776253
22,10000,4,0,0,8815,0.0
23,10000,4,1,3,8820,0.0003401360544217687
24,10000,4,1,3,8807,0.00034063812876121267
25,10000,4,1,10,8799,0.0011364927832708263
26,10000,4,0,0,8826,0.0
27,10000,4,0,0,8813,0.0
28,10000,4,0,0,8827,0.0
29,10000,4,2,5,8844,0.0005653550429669833
30,10000,4,0,0,8832,0.0
31,10000,4,0,0,8784,0.0
32,10000,4,2,6,8846,0.0006782726656115759
33,10000,4,1,4,8806,0.0004542357483533954
34,10000,4,2,9,8823,0.0010200612036722204
35,10000,4,0,0,8814,0.0
36,10000,4,2,6,8832,0.0006793478260869565
37,10000,4,2,9,8803,0.0010223787345223219
38,10000,4,3,7,8837,0.0007921240239900419
39,10000,4,2,6,8833,0.0006792709158836182
40,10000,4,2,17,8856,0.0019196025293586269
41,10000,4,2,6,8828,0.0006796556411418215
42,10000,4,0,0,8808,0.0
43,10000,4,3,24,8803,0.002726343292059525
44,10000,4,2,5,8798,0.0005683109797681291
45,10000,4,3,22,8789,0.0025031289111389237
46,10000,4,0,0,8791,0.0
47,10000,4,0,0,8819,0.0
48,10000,4,3,26,8826,0.0029458418309539994
49,10000,4,2,14,8814,0.0015883821193555707
50,10000,4,2,6,8844,0.0006784260515603799
51,10000,4,0,0,8793,0.0
52,10000,4,0,0,8832,0.0
53,10000,4,2,6,8809,0.0006811215802020661
54,10000,4,0,0,8785,0.0
55,10000,4,1,14,8838,0.0015840687938447613
56,10000,4,0,0,8835,0.0
57,10000,4,1,8,8800,0.0009090909090909091
58,10000,4,0,0,8796,0.0
59,10000,4,0,0,8821,0.0
60,10000,4,2,7,8788,0.0007965407373691397
61,10000,4,0,0,8828,0.0
62,10000,4,2,14,8849,0.0015820996722793535
63,10000,4,0,0,8803,0.0
64,10000,4,1,5,8800,0.0005681818181818182
65,10000,4,2,88,8826,0.00997054158169046
66,10000,4,0,0,8808,0.0
67,10000,4,3,18,8857,0.0020322908434007
68,10000,4,1,8,8862,0.0009027307605506658
69,10000,4,1,6,8802,0.0006816632583503749
70,10000,4,2,6,8778,0.000683526999316473
71,10000,4,1,2,8814,0.0002269117313365101
72,10000,4,0,0,8806,0.0
73,10000,4,2,8,8805,0.0009085746734809767
74,10000,4,0,0,8840,0.0
75,10000,4,0,0,8831,0.0
76,10000,4,1,13,8814,0.0014749262536873156
77,10000,4,1,2,8821,0.00022673166307674868
78,10000,4,2,7,8855,0.0007905138339920949
79,10000,4,1,11,8825,0.0012464589235127478
80,10000,4,2,8,8821,0.0009069266523069947
81,10000,4,0,0,8836,0.0
82,10000,4,1,7,8811,0.000794461468618772
83,10000,4,0,0,8845,0.0
84,10000,4,0,0,8817,0.0
85,10000,4,2,19,8855,0.0021456804065499717
86,10000,4,1,9,8824,0.0010199456029011786
87,10000,4,2,5,8821,0.0005668291576918716
88,10000,4,1,2,8857,0.00022581009371118888
89,10000,4,1,7,8840,0.0007918552036199095
90,10000,4,2,5,8780,0.0005694760820045558
91,10000,4,0,0,8779,0.0
92,10000,4,1,2,8801,0.00022724690376093625
93,10000,4,2,8,8799,0.000909194226616661
94,10000,4,0,0,8823,0.0
95,10000,4,0,0,8801,0.0
96,10000,4,1,8,8805,0.0009085746734809767
97,10000,4,1,13,8787,0.0014794582906566519
98,10000,4,1,3,8838,0.00033944331296673454
99,10000,4,1,3,8797,0.0003410253495509833
100,10000,4,0,0,8809,0.0
101,10000,4,0,0,8817,0.0
102,10000,4,3,19,8786,0.0021625312997951285
103,10000,4,1,3,8804,0.00034075420263516583
104,10000,4,1,3,8804,0.00034075420263516583
105,10000,4,1,16,8786,0.001821078989301161
106,10000,4,2,9,8823,0.0010200612036722204
107,10000,4,0,0,8834,0.0
108,10000,4,1,10,8815,0.0011344299489506524
109,10000,4,1,4,8809,0.00045408105346804407
110,10000,4,6,32,8839,0.003620319040615454
111,10000,4,0,0,8774,0.0
112,10000,4,2,10,8813,0.0011346873936230568
113,10000,4,1,4,8808,0.00045413260672116256
114,10000,4,1,2,8836,0.00022634676324128565
115,10000,4,1,16,8860,0.0018058690744920992
116,10000,4,1,4,8802,0.0004544421722335833
117,10000,4,1,2,8836,0.00022634676324128565
118,10000,4,1,4,8800,0.00045454545454545455
119,10000,4,4,33,8803,0.0037487220265818473
120,10000,4,2,9,8808,0.0010217983651226157
121,10000,4,1,2,8811,0.00022698899103393486
122,10000,4,1,5,8798,0.0005683109797681291
123,10000,4,2,7,8796,0.0007958162801273306
124,10000,4,0,0,8798,0.0
125,10000,4,1,10,8799,0.0011364927832708263
126,10000,4,1,34,8831,0.003850073604348318
127,10000,4,2,11,8831,0.0012456120484656324
128,10000,4,2,25,8825,0.0028328611898017
129,10000,4,2,10,8823,0.0011334013374135782
130,10000,4,1,2,8810,0.00022701475595913735
131,10000,4,1,2,8817,0.00022683452421458545
132,10000,4,2,12,8808,0.0013623978201634877
133,10000,4,1,3,8817,0.0003402517863218782
134,10000,4,1,16,8821,0.0018138533046139895
135,10000,4,0,0,8801,0.0
136,10000,4,0,0,8789,0.0
137,10000,4,1,6,8840,0.0006787330316742081
138,10000,4,3,19,8818,0.002154683601723747
139,10000,4,1,3,8823,0.00034002040122407346
140,10000,4,0,0,8783,0.0
141,10000,4,0,0,8823,0.0
142,10000,4,1,7,8843,0.0007915865656451431
143,10000,4,1,4,8811,0.00045397798206786973
144,10000,4,0,0,8816,0.0
145,10000,4,1,2,8805,0.00022714366837024418
146,10000,4,0,0,8792,0.0
147,10000,4,0,0,8864,0.0
148,10000,4,0,0,8792,0.0
149,10000,4,0,0,8804,0.0
150,10000,4,1,4,8833,0.0004528472772557455
151,10000,4,0,0,8787,0.0
152,10000,4,2,14,8815,0.0015882019285309132
153,10000,4,3,13,8831,0.0014720869663684747
154,10000,4,0,0,8803,0.0
155,10000,4,0,0,8818,0.0
156,10000,4,2,19,8855,0.0021456804065499717
157,10000,4,2,6,8814,0.0006807351940095302
158,10000,4,2,12,8845,0.0013566986998304127
159,10000,4,0,0,8811,0.0
160,10000,4,1,9,8799,0.0010228435049437436
161,10000,4,2,13,8780,0.001480637813211845
162,10000,4,0,0,8829,0.0
163,10000,4,0,0,8825,0.0
164,10000,4,0,0,8831,0.0
165,10000,4,2,14,8818,0.0015876616012701294
166,10000,4,1,4,8817,0.0004536690484291709
167,10000,4,0,0,8845,0.0
168,10000,4,2,19,8807,0.00215737481548768
169,10000,4,3,16,8843,0.0018093407214746127
170,10000,4,1,5,8806,0.0005677946854417443
171,10000,4,1,4,8787,0.00045521793558666213
172,10000,4,0,0,8828,0.0
173,10000,4,1,5,8817,0.0005670863105364637
174,10000,4,0,0,8784,0.0
175,10000,4,0,0,8833,0.0
176,10000,4,1,2,8781,0.0002277644915157727
177,10000,4,1,4,8817,0.0004536690484291709
178,10000,4,1,8,8798,0.0009092975676290066
179,10000,4,3,9,8833,0.0010189063738254274
180,10000,4,1,3,8836,0.0003395201448619285
181,10000,4,2,11,8798,0.0012502841554898842
182,10000,4,0,0,8825,0.0
183,10000,4,3,16,8819,0.0018142646558566731
184,10000,4,0,0,8818,0.0
185,10000,4,1,2,8816,0.00022686025408348456
186,10000,4,0,0,8856,0.0
187,10000,4,1,6,8804,0.0006815084052703317
188,10000,4,0,0,8821,0.0
189,10000,4,0,0,8839,0.0
190,10000,4,1,5,8832,0.0005661231884057971
191,10000,4,1,3,8833,0.0003396354579418091
192,10000,4,0,0,8784,0.0
193,10000,4,1,4,8806,0.0004542357483533954
194,10000,4,0,0,8793,0.0
195,10000,4,3,24,8797,0.002728202796407866
196,10000,4,2,24,8850,0.002711864406779661
197,10000,4,0,0,8835,0.0
198,10000,4,0,0,8836,0.0
199,10000,4,2,6,8866,0.0006767426122264832
200,10000,4,0,0,8818,0.0
201,10000,4,2,7,8798,0.0007956353716753807
202,10000,4,0,0,8812,0.0
203,10000,4,0,0,8810,0.0
204,10000,4,0,0,8840,0.0
205,10000,4,2,8,8800,0.0009090909090909091
206,10000,4,0,0,8804,0.0
207,10000,4,0,0,8781,0.0
208,10000,4,0,0,8826,0.0
209,10000,4,2,7,8818,0.0007938308006350647
210,10000,4,1,2,8804,0.00022716946842344388
211,10000,4,0,0,8813,0.0
212,10000,4,5,24,8790,0.0027303754266211604
213,10000,4,0,0,8815,0.0
214,10000,4,0,0,8828,0.0
215,10000,4,1,9,8809,0.001021682370303099
216,10000,4,2,18,8833,0.002037812747650855
217,10000,4,3,21,8786,0.0023901661734577737
218,10000,4,1,3,8806,0.00034067681126504656
219,10000,4,1,3,8799,0.00034094783498124785
220,10000,4,0,0,8837,0.0
221,10000,4,1,4,8826,0.00045320643553138455
222,10000,4,3,11,8768,0.0012545620437956204
223,10000,4,0,0,8824,0.0
224,10000,4,2,8,8794,0.0009097111667045713
225,10000,4,1,15,8815,0.0017016449234259785
226,10000,4,0,0,8798,0.0
227,10000,4,0,0,8789,0.0
228,10000,4,0,0,8833,0.0
229,10000,4,3,8,8827,0.0009063101846607002
230,10000,4,5,41,8842,0.004636959963809093
231,10000,4,3,17,8800,0.001931818181818182
232,10000,4,0,0,8813,0.0
233,10000,4,2,9,8807,0.001021914386283638
234,10000,4,1,8,8804,0.0009086778736937755
235,10000,4,1,3,8833,0.0003396354579418091
236,10000,4,0,0,8798,0.0
237,10000,4,1,3,8813,0.00034040621808691704
238,10000,4,0,0,8782,0.0
239,10000,4,3,16,8816,0.0018148820326678765
240,10000,4,0,0,8853,0.0
241,10000,4,0,0,8836,0.0
242,10000,4,0,0,8841,0.0
243,10000,4,1,3,8830,0.0003397508493771234
244,10000,4,0,0,8802,0.0
245,10000,4,1,3,8788,0.0003413746017296313
246,10000,4,1,4,8829,0.0004530524408200249
247,10000,4,0,0,8869,0.0
248,10000,4,0,0,8820,0.0
249,10000,4,2,13,8819,0.001474090032883547
250,10000,4,2,7,8816,0.000794010889292196
251,10000,4,3,6,8816,0.0006805807622504537
252,10000,4,1,3,8809,0.00034056079010103305
253,10000,4,2,9,8819,0.0010205238689193787
254,10000,4,0,0,8827,0.0
