,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,4000,3,0,0,3349,0.0
1,4000,3,0,0,3347,0.0
2,4000,3,0,0,3363,0.0
3,4000,3,0,0,3359,0.0
4,4000,3,0,0,3353,0.0
5,4000,3,1,2,3345,0.0005979073243647235
6,4000,3,1,9,3357,0.002680965147453083
7,4000,3,0,0,3371,0.0
8,4000,3,0,0,3348,0.0
9,4000,3,0,0,3386,0.0
10,4000,3,0,0,3367,0.0
11,4000,3,0,0,3375,0.0
12,4000,3,1,3,3360,0.0008928571428571428
13,4000,3,0,0,3369,0.0
14,4000,3,0,0,3360,0.0
15,4000,3,0,0,3354,0.0
16,4000,3,0,0,3326,0.0
17,4000,3,0,0,3349,0.0
18,4000,3,0,0,3343,0.0
19,4000,3,0,0,3350,0.0
20,4000,3,0,0,3381,0.0
21,4000,3,0,0,3359,0.0
22,4000,3,0,0,3383,0.0
23,4000,3,0,0,3388,0.0
24,4000,3,0,0,3348,0.0
25,4000,3,0,0,3401,0.0
26,4000,3,0,0,3341,0.0
27,4000,3,1,2,3359,0.0005954153021732659
28,4000,3,0,0,3365,0.0
29,4000,3,1,3,3360,0.0008928571428571428
30,4000,3,0,0,3356,0.0
31,4000,3,1,4,3358,0.0011911852293031567
32,4000,3,0,0,3362,0.0
33,4000,3,0,0,3376,0.0
34,4000,3,0,0,3365,0.0
35,4000,3,0,0,3371,0.0
36,4000,3,0,0,3352,0.0
37,4000,3,0,0,3342,0.0
38,4000,3,0,0,3358,0.0
39,4000,3,1,2,3364,0.0005945303210463733
40,4000,3,0,0,3355,0.0
41,4000,3,1,2,3373,0.0005929439667951378
42,4000,3,0,0,3368,0.0
43,4000,3,0,0,3364,0.0
44,4000,3,0,0,3354,0.0
45,4000,3,0,0,3359,0.0
46,4000,3,1,2,3360,0.0005952380952380953
47,4000,3,0,0,3363,0.0
48,4000,3,0,0,3362,0.0
49,4000,3,0,0,3360,0.0
50,4000,3,0,0,3395,0.0
51,4000,3,0,0,3388,0.0
52,4000,3,0,0,3370,0.0
53,4000,3,0,0,3369,0.0
54,4000,3,0,0,3365,0.0
55,4000,3,1,2,3361,0.0005950609937518596
56,4000,3,0,0,3370,0.0
57,4000,3,0,0,3365,0.0
58,4000,3,0,0,3371,0.0
59,4000,3,1,2,3341,0.000598623166716552
60,4000,3,0,0,3369,0.0
61,4000,3,0,0,3385,0.0
62,4000,3,0,0,3351,0.0
63,4000,3,1,5,3358,0.0014889815366289458
64,4000,3,0,0,3355,0.0
65,4000,3,0,0,3381,0.0
66,4000,3,0,0,3366,0.0
67,4000,3,0,0,3347,0.0
68,4000,3,0,0,3374,0.0
69,4000,3,0,0,3352,0.0
70,4000,3,0,0,3345,0.0
71,4000,3,0,0,3325,0.0
72,4000,3,1,2,3358,0.0005955926146515784
73,4000,3,0,0,3363,0.0
74,4000,3,0,0,3365,0.0
75,4000,3,0,0,3404,0.0
76,4000,3,0,0,3368,0.0
77,4000,3,0,0,3363,0.0
78,4000,3,0,0,3386,0.0
79,4000,3,0,0,3372,0.0
80,4000,3,0,0,3383,0.0
81,4000,3,0,0,3327,0.0
82,4000,3,0,0,3362,0.0
83,4000,3,0,0,3348,0.0
84,4000,3,0,0,3365,0.0
85,4000,3,1,3,3356,0.0008939213349225268
86,4000,3,1,2,3362,0.000594883997620464
87,4000,3,0,0,3364,0.0
88,4000,3,1,2,3370,0.0005934718100890207
89,4000,3,0,0,3373,0.0
90,4000,3,0,0,3368,0.0
91,4000,3,1,3,3370,0.0008902077151335311
92,4000,3,0,0,3373,0.0
93,4000,3,0,0,3377,0.0
94,4000,3,0,0,3375,0.0
95,4000,3,1,2,3377,0.0005922416345869114
96,4000,3,0,0,3365,0.0
97,4000,3,1,8,3376,0.002369668246445498
98,4000,3,0,0,3343,0.0
99,4000,3,0,0,3360,0.0
100,4000,3,0,0,3346,0.0
101,4000,3,1,2,3362,0.000594883997620464
