,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,400,90,1,332,400,0.83
1,400,90,1,303,400,0.7575
2,400,90,1,346,400,0.865
3,400,90,1,304,400,0.76
4,400,90,1,302,400,0.755
5,400,90,1,307,400,0.7675
6,400,90,1,310,400,0.775
7,400,90,1,322,400,0.805
8,400,90,1,311,400,0.7775
9,400,90,1,296,400,0.74
10,400,90,1,300,400,0.75
11,400,90,1,275,400,0.6875
12,400,90,1,312,400,0.78
13,400,90,1,240,400,0.6
14,400,90,1,300,400,0.75
15,400,90,1,332,400,0.83
16,400,90,1,325,400,0.8125
17,400,90,1,295,400,0.7375
18,400,90,1,267,400,0.6675
19,400,90,1,287,400,0.7175
20,400,90,1,329,400,0.8225
21,400,90,1,301,400,0.7525
22,400,90,1,336,400,0.84
23,400,90,1,347,400,0.8675
24,400,90,1,332,400,0.83
25,400,90,1,325,400,0.8125
26,400,90,1,287,400,0.7175
27,400,90,1,296,400,0.74
28,400,90,1,359,400,0.8975
29,400,90,1,322,400,0.805
30,400,90,1,338,400,0.845
31,400,90,1,307,400,0.7675
32,400,90,1,347,400,0.8675
33,400,90,1,288,400,0.72
34,400,90,1,321,400,0.8025
35,400,90,1,313,400,0.7825
36,400,90,1,281,400,0.7025
37,400,90,1,328,400,0.82
38,400,90,1,329,400,0.8225
39,400,90,1,332,400,0.83
40,400,90,1,298,400,0.745
41,400,90,1,345,400,0.8625
42,400,90,1,330,400,0.825
43,400,90,1,331,400,0.8275
44,400,90,1,354,400,0.885
45,400,90,1,299,400,0.7475
46,400,90,1,311,400,0.7775
47,400,90,1,334,400,0.835
48,400,90,1,295,400,0.7375
49,400,90,1,343,400,0.8575
50,400,90,1,324,400,0.81
51,400,90,1,324,400,0.81
52,400,90,1,349,400,0.8725
53,400,90,1,315,400,0.7875
54,400,90,1,337,400,0.8425
55,400,90,1,359,400,0.8975
56,400,90,1,322,400,0.805
57,400,90,1,344,400,0.86
58,400,90,1,312,400,0.78
59,400,90,1,268,400,0.67
60,400,90,1,326,400,0.815
61,400,90,1,275,400,0.6875
62,400,90,1,313,400,0.7825
63,400,90,1,273,400,0.6825
64,400,90,1,321,400,0.8025
65,400,90,1,327,400,0.8175
66,400,90,1,328,400,0.82
67,400,90,1,274,400,0.685
68,400,90,1,317,400,0.7925
69,400,90,1,315,400,0.7875
70,400,90,1,333,400,0.8325
71,400,90,1,354,400,0.885
72,400,90,1,301,400,0.7525
73,400,90,1,324,400,0.81
74,400,90,1,321,400,0.8025
75,400,90,1,313,400,0.7825
76,400,90,1,349,400,0.8725
77,400,90,1,329,400,0.8225
78,400,90,1,322,400,0.805
79,400,90,1,331,400,0.8275
80,400,90,1,324,400,0.81
81,400,90,1,322,400,0.805
82,400,90,1,339,400,0.8475
83,400,90,1,330,400,0.825
84,400,90,1,300,400,0.75
85,400,90,1,310,400,0.775
86,400,90,1,318,400,0.795
87,400,90,1,339,400,0.8475
88,400,90,1,317,400,0.7925
89,400,90,1,307,400,0.7675
90,400,90,1,320,400,0.8
91,400,90,1,324,400,0.81
92,400,90,1,316,400,0.79
93,400,90,1,347,400,0.8675
94,400,90,1,314,400,0.785
95,400,90,1,313,400,0.7825
96,400,90,1,271,400,0.6775
97,400,90,1,295,400,0.7375
98,400,90,1,324,400,0.81
99,400,90,1,354,400,0.885
