,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,800,90,1,691,800,0.86375
1,800,90,1,602,800,0.7525
2,800,90,1,660,800,0.825
3,800,90,1,694,800,0.8675
4,800,90,1,679,800,0.84875
5,800,90,1,661,800,0.82625
6,800,90,1,677,800,0.84625
7,800,90,1,692,800,0.865
8,800,90,1,655,800,0.81875
9,800,90,1,694,800,0.8675
10,800,90,1,694,800,0.8675
11,800,90,1,658,800,0.8225
12,800,90,1,648,800,0.81
13,800,90,1,645,800,0.80625
14,800,90,1,599,800,0.74875
15,800,90,1,647,800,0.80875
16,800,90,1,695,800,0.86875
17,800,90,1,656,800,0.82
18,800,90,1,684,800,0.855
19,800,90,1,695,800,0.86875
20,800,90,1,710,800,0.8875
21,800,90,1,683,800,0.85375
22,800,90,1,669,800,0.83625
23,800,90,1,613,800,0.76625
24,800,90,1,695,800,0.86875
25,800,90,1,703,800,0.87875
26,800,90,1,658,800,0.8225
27,800,90,1,645,800,0.80625
28,800,90,1,655,800,0.81875
29,800,90,1,669,800,0.83625
30,800,90,1,662,800,0.8275
31,800,90,1,667,800,0.83375
32,800,90,1,647,800,0.80875
33,800,90,1,648,800,0.81
34,800,90,1,623,800,0.77875
35,800,90,1,698,800,0.8725
36,800,90,1,653,800,0.81625
37,800,90,1,715,800,0.89375
38,800,90,1,657,800,0.82125
39,800,90,1,685,800,0.85625
40,800,90,1,679,800,0.84875
41,800,90,1,693,800,0.86625
42,800,90,1,604,800,0.755
43,800,90,1,651,800,0.81375
44,800,90,1,689,800,0.86125
45,800,90,1,640,800,0.8
46,800,90,1,680,800,0.85
47,800,90,1,655,800,0.81875
48,800,90,1,638,800,0.7975
49,800,90,1,695,800,0.86875
50,800,90,1,546,800,0.6825
51,800,90,1,656,800,0.82
52,800,90,1,638,800,0.7975
53,800,90,1,676,800,0.845
54,800,90,1,660,800,0.825
55,800,90,1,593,800,0.74125
56,800,90,1,645,800,0.80625
57,800,90,1,686,800,0.8575
58,800,90,1,631,800,0.78875
59,800,90,1,690,800,0.8625
60,800,90,1,670,800,0.8375
61,800,90,1,684,800,0.855
62,800,90,1,655,800,0.81875
63,800,90,1,665,800,0.83125
64,800,90,1,616,800,0.77
65,800,90,1,666,800,0.8325
66,800,90,1,669,800,0.83625
67,800,90,1,668,800,0.835
68,800,90,1,664,800,0.83
69,800,90,1,661,800,0.82625
70,800,90,1,622,800,0.7775
71,800,90,1,658,800,0.8225
72,800,90,1,695,800,0.86875
73,800,90,1,629,800,0.78625
74,800,90,2,614,800,0.7675
75,800,90,1,684,800,0.855
76,800,90,1,664,800,0.83
77,800,90,1,681,800,0.85125
78,800,90,1,655,800,0.81875
79,800,90,1,691,800,0.86375
80,800,90,1,675,800,0.84375
81,800,90,1,652,800,0.815
82,800,90,1,625,800,0.78125
83,800,90,1,650,800,0.8125
84,800,90,1,624,800,0.78
85,800,90,1,681,800,0.85125
86,800,90,1,680,800,0.85
87,800,90,1,684,800,0.855
88,800,90,1,657,800,0.82125
89,800,90,1,650,800,0.8125
90,800,90,1,651,800,0.81375
91,800,90,1,696,800,0.87
92,800,90,1,683,800,0.85375
93,800,90,1,654,800,0.8175
94,800,90,1,596,800,0.745
95,800,90,1,664,800,0.83
96,800,90,1,631,800,0.78875
97,800,90,1,671,800,0.83875
98,800,90,1,708,800,0.885
99,800,90,1,680,800,0.85
