,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,1000,90,1,857,1000,0.857
1,1000,90,1,793,1000,0.793
2,1000,90,1,760,1000,0.76
3,1000,90,1,808,1000,0.808
4,1000,90,1,840,1000,0.84
5,1000,90,1,819,1000,0.819
6,1000,90,1,857,1000,0.857
7,1000,90,1,849,1000,0.849
8,1000,90,1,838,1000,0.838
9,1000,90,1,792,1000,0.792
10,1000,90,1,826,1000,0.826
11,1000,90,1,840,1000,0.84
12,1000,90,1,840,1000,0.84
13,1000,90,1,832,1000,0.832
14,1000,90,1,813,1000,0.813
15,1000,90,1,776,1000,0.776
16,1000,90,1,852,1000,0.852
17,1000,90,1,825,1000,0.825
18,1000,90,1,846,1000,0.846
19,1000,90,1,846,1000,0.846
20,1000,90,1,781,1000,0.781
21,1000,90,1,788,1000,0.788
22,1000,90,1,808,1000,0.808
23,1000,90,1,887,1000,0.887
24,1000,90,1,800,1000,0.8
25,1000,90,1,866,1000,0.866
26,1000,90,1,816,1000,0.816
27,1000,90,1,824,1000,0.824
28,1000,90,1,887,1000,0.887
29,1000,90,1,818,1000,0.818
30,1000,90,1,864,1000,0.864
31,1000,90,1,856,1000,0.856
32,1000,90,1,838,1000,0.838
33,1000,90,1,818,1000,0.818
34,1000,90,1,795,1000,0.795
35,1000,90,1,791,1000,0.791
36,1000,90,1,852,1000,0.852
37,1000,90,1,861,1000,0.861
38,1000,90,1,865,1000,0.865
39,1000,90,2,797,1000,0.797
40,1000,90,1,794,1000,0.794
41,1000,90,1,824,1000,0.824
42,1000,90,2,777,1000,0.777
43,1000,90,1,824,1000,0.824
44,1000,90,1,856,1000,0.856
45,1000,90,1,876,999,0.8768768768768769
46,1000,90,1,790,1000,0.79
47,1000,90,1,853,1000,0.853
48,1000,90,1,872,1000,0.872
49,1000,90,1,833,1000,0.833
50,1000,90,1,801,1000,0.801
51,1000,90,1,832,1000,0.832
52,1000,90,1,857,1000,0.857
53,1000,90,1,793,1000,0.793
54,1000,90,1,794,1000,0.794
55,1000,90,1,770,1000,0.77
56,1000,90,1,824,1000,0.824
57,1000,90,1,842,1000,0.842
58,1000,90,1,813,1000,0.813
59,1000,90,1,890,1000,0.89
60,1000,90,1,746,1000,0.746
61,1000,90,1,904,1000,0.904
62,1000,90,1,845,1000,0.845
63,1000,90,1,848,1000,0.848
64,1000,90,1,882,1000,0.882
65,1000,90,1,865,1000,0.865
66,1000,90,1,822,1000,0.822
67,1000,90,1,797,1000,0.797
68,1000,90,1,860,1000,0.86
69,1000,90,1,844,1000,0.844
70,1000,90,1,867,1000,0.867
71,1000,90,1,826,1000,0.826
72,1000,90,1,858,1000,0.858
73,1000,90,1,862,1000,0.862
74,1000,90,1,812,1000,0.812
75,1000,90,1,889,1000,0.889
76,1000,90,1,812,1000,0.812
77,1000,90,1,793,1000,0.793
78,1000,90,1,801,1000,0.801
79,1000,90,1,816,1000,0.816
80,1000,90,1,882,1000,0.882
81,1000,90,1,865,1000,0.865
82,1000,90,1,883,1000,0.883
83,1000,90,1,838,1000,0.838
84,1000,90,1,825,1000,0.825
85,1000,90,1,858,1000,0.858
86,1000,90,1,857,1000,0.857
87,1000,90,1,821,1000,0.821
88,1000,90,1,831,1000,0.831
89,1000,90,1,863,1000,0.863
90,1000,90,1,858,1000,0.858
91,1000,90,1,851,1000,0.851
92,1000,90,1,803,1000,0.803
93,1000,90,1,812,1000,0.812
94,1000,90,1,851,1000,0.851
95,1000,90,1,786,1000,0.786
96,1000,90,1,887,1000,0.887
97,1000,90,1,795,1000,0.795
98,1000,90,1,773,1000,0.773
99,1000,90,1,835,1000,0.835
