,n,k,n_changes,n_matches
0,1000,7,157,947
1,1000,7,99,942
2,1000,7,128,946
3,1000,7,196,947
4,1000,7,181,942
5,1000,7,145,942
6,1000,7,121,944
7,1000,7,141,947
8,1000,7,163,933
9,1000,7,171,944
10,1000,7,192,940
11,1000,7,130,936
12,1000,7,142,949
13,1000,7,140,950
14,1000,7,85,941
15,1000,7,179,939
16,1000,7,143,955
17,1000,7,166,940
18,1000,7,143,938
19,1000,7,116,943
20,1000,7,144,944
21,1000,7,139,943
22,1000,7,105,935
23,1000,7,134,932
24,1000,7,181,941
25,1000,7,236,937
26,1000,7,146,941
27,1000,7,182,941
28,1000,7,192,945
29,1000,7,194,939
30,1000,7,141,943
31,1000,7,136,943
32,1000,7,159,945
33,1000,7,138,947
34,1000,7,148,937
35,1000,7,172,938
36,1000,7,175,943
37,1000,7,122,938
38,1000,7,220,942
39,1000,7,221,946
40,1000,7,218,937
41,1000,7,169,950
42,1000,7,110,947
43,1000,7,123,934
44,1000,7,174,941
45,1000,7,209,938
46,1000,7,172,942
47,1000,7,141,946
48,1000,7,141,939
49,1000,7,152,947
50,1000,7,128,946
51,1000,7,130,940
52,1000,7,152,934
53,1000,7,161,947
54,1000,7,209,948
55,1000,7,150,937
56,1000,7,188,942
57,1000,7,134,938
58,1000,7,120,948
59,1000,7,139,941
60,1000,7,196,942
61,1000,7,172,947
62,1000,7,200,941
63,1000,7,162,940
64,1000,7,141,942
65,1000,7,204,948
66,1000,7,148,940
67,1000,7,149,940
68,1000,7,105,946
69,1000,7,176,943
70,1000,7,173,937
71,1000,7,201,937
72,1000,7,141,948
73,1000,7,132,936
74,1000,7,187,938
75,1000,7,173,940
76,1000,7,120,942
77,1000,7,79,941
78,1000,7,126,938
79,1000,7,210,942
80,1000,7,121,945
81,1000,7,174,939
82,1000,7,119,944
83,1000,7,187,946
84,1000,7,142,945
85,1000,7,122,945
86,1000,7,83,938
87,1000,7,145,942
88,1000,7,157,950
89,1000,7,149,942
90,1000,7,169,940
91,1000,7,146,935
92,1000,7,178,947
93,1000,7,172,936
94,1000,7,130,938
95,1000,7,122,938
96,1000,7,133,949
97,1000,7,154,944
98,1000,7,168,941
99,1000,7,108,938
