,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,6000,7,212,0.037555358724534985
1,6000,7,36,0.006377325066430469
2,6000,7,125,0.022143489813994686
3,6000,7,33,0.005845881310894597
4,6000,7,10,0.001771479185119575
5,6000,7,13,0.0023029229406554474
6,6000,7,30,0.005314437555358724
7,6000,7,44,0.007794508414526129
8,6000,7,2,0.000354295837023915
9,6000,7,2,0.000354295837023915
10,6000,7,20,0.003539196602371262
11,6000,7,210,0.03716156432489825
12,6000,7,66,0.011679348787825164
13,6000,7,22,0.003893116262608388
14,6000,7,120,0.02123517961422757
15,6000,7,4,0.0007078393204742523
16,6000,7,22,0.003893116262608388
17,6000,7,12,0.002123517961422757
18,6000,7,50,0.008847991505928155
19,6000,7,15,0.0026543974517784464
20,6000,7,7,0.0012387188108299416
21,6000,7,5,0.0008847991505928155
22,6000,7,4,0.0007078393204742523
23,6000,7,3,0.0005308794903556893
24,6000,7,2,0.00035391966023712616
25,6000,7,380,0.06747159090909091
26,6000,7,18,0.0031960227272727275
27,6000,7,10,0.0017755681818181818
28,6000,7,12,0.002130681818181818
29,6000,7,41,0.007279829545454545
30,6000,7,2,0.0003551136363636364
31,6000,7,16,0.002840909090909091
32,6000,7,13,0.0023082386363636365
33,6000,7,2,0.0003551136363636364
34,6000,7,7,0.0012428977272727273
35,6000,7,15,0.0026633522727272725
36,6000,7,7,0.0012428977272727273
37,6000,7,15,0.0026633522727272725
38,6000,7,8,0.0014204545454545455
39,6000,7,7,0.0012428977272727273
40,6000,7,3,0.0005326704545454545
41,6000,7,392,0.06944198405668733
42,6000,7,76,0.013463241806908768
43,6000,7,75,0.013286093888396812
44,6000,7,6,0.0010628875110717448
45,6000,7,63,0.011160318866253321
46,6000,7,3,0.0005314437555358724
47,6000,7,3,0.0005314437555358724
48,6000,7,7,0.0012400354295837024
49,6000,7,216,0.03821656050955414
50,6000,7,146,0.025831564048124558
51,6000,7,43,0.007607926397735315
52,6000,7,38,0.006723283793347488
53,6000,7,18,0.0031847133757961785
54,6000,7,18,0.0031847133757961785
55,6000,7,28,0.004953998584571833
56,6000,7,11,0.00194621372965322
57,6000,7,13,0.0023000707714083512
58,6000,7,8,0.0014154281670205238
59,6000,7,6,0.0010615711252653928
60,6000,7,417,0.07349312654212196
61,6000,7,82,0.014451885794853719
62,6000,7,40,0.007049700387733521
63,6000,7,10,0.0017624250969333803
64,6000,7,6,0.0010574550581600281
65,6000,7,25,0.0044060627423334504
66,6000,7,4,0.0007049700387733521
67,6000,7,2,0.00035248501938667606
68,6000,7,3,0.0005287275290800141
69,6000,7,513,0.09108664772727272
70,6000,7,3,0.0005326704545454545
71,6000,7,26,0.004616477272727273
72,6000,7,3,0.0005326704545454545
73,6000,7,8,0.0014204545454545455
74,6000,7,96,0.01696113074204947
75,6000,7,27,0.004770318021201414
76,6000,7,224,0.039575971731448764
77,6000,7,113,0.019964664310954065
78,6000,7,53,0.009363957597173145
79,6000,7,68,0.012014134275618375
80,6000,7,3,0.0005300353356890459
81,6000,7,15,0.00265017667844523
82,6000,7,6,0.0010600706713780918
83,6000,7,12,0.0021201413427561835
84,6000,7,2,0.00035335689045936394
85,6000,7,5,0.0008833922261484099
86,6000,7,9,0.0015901060070671379
87,6000,7,38,0.006713780918727915
88,6000,7,3,0.0005300353356890459
89,6000,7,2,0.00035335689045936394
90,6000,7,132,0.023425022182786158
91,6000,7,286,0.05075421472937001
92,6000,7,34,0.006033717834960071
93,6000,7,28,0.004968944099378882
94,6000,7,2,0.000354924578527063
95,6000,7,2,0.000354924578527063
96,6000,7,4,0.000709849157054126
97,6000,7,9,0.0015971606033717836
98,6000,7,10,0.001774622892635315
99,6000,7,224,0.03969519758993443
100,6000,7,236,0.04182172603225235
101,6000,7,6,0.001063264221158958
102,6000,7,2,0.000354421407052986
103,6000,7,8,0.001417685628211944
104,6000,7,8,0.001417685628211944
105,6000,7,3,0.000531632110579479
106,6000,7,8,0.001417685628211944
107,6000,7,4,0.000708842814105972
108,6000,7,3,0.000531632110579479
109,6000,7,409,0.07253059053023586
110,6000,7,43,0.007625465508068806
111,6000,7,28,0.004965419400602944
112,6000,7,30,0.005320092214931725
113,6000,7,5,0.0008866820358219542
114,6000,7,11,0.0019507004788082993
115,6000,7,14,0.002482709700301472
116,6000,7,6,0.001064018442986345
117,6000,7,11,0.0019507004788082993
118,6000,7,7,0.001241354850150736
119,6000,7,5,0.0008866820358219542
120,6000,7,18,0.003179650238473768
121,6000,7,90,0.01589825119236884
122,6000,7,61,0.010775481363716657
123,6000,7,10,0.0017664723547076487
124,6000,7,33,0.005829358770535241
125,6000,7,5,0.0008832361773538244
126,6000,7,323,0.057057057057057055
127,6000,7,32,0.005652711535064477
128,6000,7,22,0.0038862391803568272
129,6000,7,21,0.0037095919448860626
130,6000,7,6,0.0010598834128245894
131,6000,7,2,0.0003532944709415298
132,6000,7,129,0.022843987958207898
133,6000,7,219,0.03878165397556225
134,6000,7,183,0.032406587568620505
135,6000,7,56,0.009916769966353817
136,6000,7,5,0.0008854258898530193
137,6000,7,11,0.0019479369576766426
138,6000,7,30,0.005312555339118116
139,6000,7,2,0.0003541703559412077
140,6000,7,291,0.051641526175687666
141,6000,7,215,0.038154392191659274
142,6000,7,11,0.0019520851818988466
143,6000,7,157,0.027861579414374445
144,6000,7,16,0.002839396628216504
145,6000,7,10,0.001774622892635315
146,6000,7,13,0.0023070097604259094
147,6000,7,4,0.000709849157054126
148,6000,7,24,0.004252303330970942
149,6000,7,20,0.003543586109142452
150,6000,7,51,0.009036144578313253
151,6000,7,181,0.03206945428773919
152,6000,7,96,0.01700921332388377
153,6000,7,75,0.013288447909284195
154,6000,7,6,0.0010630758327427356
155,6000,7,4,0.0007087172218284905
156,6000,7,39,0.0069099929128277815
157,6000,7,44,0.007795889440113395
158,6000,7,8,0.001417434443656981
159,6000,7,16,0.002834868887313962
160,6000,7,5,0.000885896527285613
161,6000,7,19,0.0033664068036853294
162,6000,7,8,0.001417434443656981
163,6000,7,7,0.0012402551381998582
164,6000,7,80,0.014191946070604932
165,6000,7,337,0.059783572822423275
166,6000,7,3,0.0005321979776476849
167,6000,7,8,0.0014191946070604932
168,6000,7,33,0.005854177754124534
169,6000,7,3,0.0005321979776476849
170,6000,7,100,0.017739932588256166
171,6000,7,4,0.0007095973035302466
172,6000,7,53,0.009354041651959053
173,6000,7,14,0.0024708789269325803
174,6000,7,51,0.009001058948111542
175,6000,7,94,0.016590187080833037
176,6000,7,157,0.02770914225202965
177,6000,7,25,0.004412283798093893
178,6000,7,16,0.0028238616307800918
179,6000,7,4,0.0007059654076950229
180,6000,7,7,0.0012354394634662902
181,6000,7,417,0.07374005305039788
182,6000,7,194,0.03430592396109638
183,6000,7,6,0.0010610079575596816
184,6000,7,11,0.0019451812555260832
185,6000,7,10,0.0017683465959328027
186,6000,7,7,0.001237842617152962
187,6000,7,122,0.021585279547062988
188,6000,7,193,0.03414720452937013
189,6000,7,80,0.014154281670205236
190,6000,7,33,0.00583864118895966
191,6000,7,47,0.008315640481245577
192,6000,7,14,0.0024769992922859165
193,6000,7,17,0.003007784854918613
194,6000,7,50,0.008846426043878274
195,6000,7,12,0.0021231422505307855
196,6000,7,7,0.0012384996461429583
197,6000,7,371,0.06588527792576807
198,6000,7,16,0.0028414136032676256
199,6000,7,144,0.02557272242940863
200,6000,7,49,0.008701829160007104
201,6000,7,34,0.006038003906943704
202,6000,7,9,0.0015982951518380393
203,6000,7,2,0.000354421407052986
204,6000,7,324,0.05741626794258373
205,6000,7,11,0.001949317738791423
206,6000,7,68,0.012050327839801525
207,6000,7,11,0.001949317738791423
208,6000,7,34,0.006025163919900762
209,6000,7,21,0.003721424774056353
210,6000,7,4,0.000708842814105972
211,6000,7,12,0.002126528442317916
212,6000,7,7,0.001240474924685451
213,6000,7,3,0.000531632110579479
214,6000,7,14,0.0024813895781637717
215,6000,7,202,0.03580290677064871
216,6000,7,3,0.0005317263381779511
217,6000,7,297,0.05264090747961716
218,6000,7,48,0.008507621410847217
219,6000,7,13,0.002304147465437788
220,6000,7,24,0.004253810705423609
221,6000,7,9,0.0015951790145338532
222,6000,7,3,0.0005317263381779511
223,6000,7,4,0.0007089684509039348
224,6000,7,3,0.0005317263381779511
225,6000,7,2,0.0003544842254519674
226,6000,7,175,0.031050390347764373
227,6000,7,28,0.0049680624556423
228,6000,7,333,0.05908445706174592
229,6000,7,34,0.00603264726756565
230,6000,7,2,0.00035486160397445
231,6000,7,6,0.0010645848119233499
232,6000,7,2,0.00035486160397445
233,6000,7,11,0.0019517388218594747
234,6000,7,2,0.00035486160397445
235,6000,7,180,0.031875332034708694
236,6000,7,265,0.046927572162210024
237,6000,7,5,0.0008854258898530193
238,6000,7,164,0.029041969187179034
239,6000,7,4,0.0007083407118824154
240,6000,7,4,0.0007083407118824154
241,6000,7,4,0.0007083407118824154
242,6000,7,9,0.0015937666017354348
243,6000,7,5,0.0008854258898530193
244,6000,7,2,0.0003541703559412077
245,6000,7,217,0.03852298952600745
246,6000,7,24,0.004260607136516954
247,6000,7,62,0.01100656843600213
248,6000,7,35,0.0062133854074205574
249,6000,7,21,0.0037280312444523344
250,6000,7,5,0.0008876264867743654
251,6000,7,40,0.007101011894194923
252,6000,7,13,0.0023078288656133497
253,6000,7,9,0.0015977276761938576
254,6000,7,16,0.002840404757677969
255,6000,7,5,0.0008876264867743654
256,6000,7,2,0.0003550505947097461
257,6000,7,3,0.0005325758920646192
258,6000,7,2,0.0003550505947097461
259,6000,7,13,0.002301292264117543
260,6000,7,398,0.07045494777836785
261,6000,7,52,0.009205169056470171
262,6000,7,42,0.007434944237918215
263,6000,7,11,0.0019472473004071517
264,6000,7,7,0.0012391573729863693
265,6000,7,6,0.0010621348911311736
266,6000,7,6,0.0010621348911311736
267,6000,7,4,0.0007080899274207824
268,6000,7,6,0.0010621348911311736
269,6000,7,2,0.0003540449637103912
270,6000,7,347,0.06155756608124889
271,6000,7,34,0.006031577080007096
272,6000,7,28,0.004967181124711726
273,6000,7,25,0.0044349831470640415
274,6000,7,47,0.008337768316480398
275,6000,7,5,0.0008869966294128083
276,6000,7,9,0.0015965939329430547
277,6000,7,14,0.002483590562355863
278,6000,7,9,0.0015965939329430547
279,6000,7,3,0.0005321979776476849
280,6000,7,7,0.0012417952811779316
281,6000,7,6,0.0010626992561105207
282,6000,7,128,0.02267091746369111
283,6000,7,12,0.0021253985122210413
284,6000,7,408,0.07226354941551541
285,6000,7,11,0.0019482819695359546
286,6000,7,3,0.0005313496280552603
287,6000,7,9,0.001594048884165781
288,6000,7,4,0.0007084661707403471
289,6000,7,2,0.00035423308537017357
290,6000,7,4,0.000708215297450425
291,6000,7,57,0.010092067988668555
292,6000,7,44,0.007790368271954674
293,6000,7,115,0.020361189801699715
294,6000,7,16,0.0028328611898017
295,6000,7,199,0.03523371104815864
296,6000,7,17,0.0030099150141643057
297,6000,7,28,0.004957507082152974
298,6000,7,7,0.0012393767705382436
299,6000,7,10,0.0017705382436260624
300,6000,7,242,0.042786421499292786
301,6000,7,55,0.009724186704384723
302,6000,7,186,0.03288543140028288
303,6000,7,14,0.0024752475247524753
304,6000,7,9,0.0015912305516265913
305,6000,7,8,0.0014144271570014145
306,6000,7,34,0.006011315417256012
307,6000,7,25,0.00442008486562942
308,6000,7,11,0.0019448373408769448
309,6000,7,9,0.0015912305516265913
310,6000,7,4,0.0007072135785007072
311,6000,7,18,0.0031926214969847464
312,6000,7,37,0.00656261085491309
313,6000,7,16,0.002837885775097552
314,6000,7,135,0.0239446612273856
315,6000,7,201,0.035650940049663
316,6000,7,5,0.0008868393047179851
317,6000,7,93,0.016495211067754523
318,6000,7,11,0.0019510464703795672
319,6000,7,2,0.000354735721887194
320,6000,7,13,0.0023057821922667612
321,6000,7,11,0.0019510464703795672
322,6000,7,24,0.004256828662646328
323,6000,7,11,0.0019510464703795672
324,6000,7,4,0.000709471443774388
325,6000,7,3,0.000532103582830791
326,6000,7,273,0.04836995038979447
327,6000,7,22,0.0038979447200566974
328,6000,7,15,0.002657689581856839
329,6000,7,82,0.014528703047484054
330,6000,7,14,0.0024805102763997165
331,6000,7,30,0.005315379163713678
332,6000,7,71,0.012579730687455706
333,6000,7,19,0.0033664068036853294
334,6000,7,12,0.002126151665485471
335,6000,7,27,0.00478384124734231
336,6000,7,7,0.0012402551381998582
337,6000,7,5,0.000885896527285613
338,6000,7,14,0.0024805102763997165
339,6000,7,10,0.001771793054571226
340,6000,7,13,0.002303330970942594
341,6000,7,8,0.001417434443656981
342,6000,7,3,0.0005315379163713678
343,6000,7,6,0.0010630758327427356
344,6000,7,3,0.0005315379163713678
345,6000,7,14,0.0024813895781637717
346,6000,7,235,0.04165189649060617
347,6000,7,22,0.0038993264799716413
348,6000,7,150,0.026586316908897553
349,6000,7,38,0.00673520028358738
350,6000,7,13,0.002304147465437788
351,6000,7,49,0.008684863523573201
352,6000,7,7,0.0012406947890818859
353,6000,7,21,0.0037220843672456576
354,6000,7,9,0.0015951790145338532
355,6000,7,2,0.0003544842254519674
356,6000,7,4,0.0007089684509039348
357,6000,7,2,0.0003544842254519674
358,6000,7,108,0.019165927240461404
359,6000,7,41,0.0072759538598047915
360,6000,7,150,0.026619343389529725
361,6000,7,150,0.026619343389529725
362,6000,7,7,0.0012422360248447205
363,6000,7,27,0.004791481810115351
364,6000,7,5,0.0008873114463176575
365,6000,7,19,0.0033717834960070984
366,6000,7,15,0.0026619343389529724
367,6000,7,3,0.0005323868677905945
368,6000,7,3,0.0005323868677905945
369,6000,7,6,0.001064773735581189
370,6000,7,322,0.056840247131509265
371,6000,7,22,0.003883495145631068
372,6000,7,53,0.009355692850838482
373,6000,7,57,0.010061782877316858
374,6000,7,14,0.002471315092674316
375,6000,7,8,0.001412180052956752
376,6000,7,12,0.002118270079435128
377,6000,7,13,0.002294792586054722
378,6000,7,33,0.005825242718446602
379,6000,7,6,0.001059135039717564
380,6000,7,4,0.000706090026478376
381,6000,7,420,0.0745077168706759
382,6000,7,104,0.01844952989178641
383,6000,7,12,0.0021287919105907396
384,6000,7,14,0.002483590562355863
385,6000,7,42,0.007450771687067589
386,6000,7,3,0.0005321979776476849
387,6000,7,4,0.0007095973035302466
388,6000,7,159,0.02812665841146294
389,6000,7,337,0.059614364054484344
390,6000,7,62,0.01096762780824341
391,6000,7,13,0.002299663895276844
392,6000,7,24,0.004245533345126481
393,6000,7,22,0.0038917388996992748
394,6000,7,8,0.0014151777817088271
395,6000,7,5,0.0008844861135680169
396,6000,7,6,0.0010613833362816203
397,6000,7,6,0.0010613833362816203
398,6000,7,4,0.0007075888908544136
399,6000,7,3,0.0005306916681408102
400,6000,7,9,0.0015923566878980893
401,6000,7,84,0.014861995753715499
402,6000,7,38,0.006723283793347488
403,6000,7,6,0.0010615711252653928
404,6000,7,269,0.04759377211606511
405,6000,7,3,0.0005307855626326964
406,6000,7,90,0.01592356687898089
407,6000,7,31,0.005484784147204529
408,6000,7,9,0.0015923566878980893
409,6000,7,17,0.003007784854918613
410,6000,7,11,0.00194621372965322
411,6000,7,15,0.002653927813163482
412,6000,7,10,0.0017692852087756545
413,6000,7,6,0.0010615711252653928
414,6000,7,7,0.0012384996461429583
415,6000,7,2,0.00035385704175513094
416,6000,7,4,0.0007077140835102619
417,6000,7,2,0.00035385704175513094
418,6000,7,26,0.004607478291688818
419,6000,7,10,0.00177210703526493
420,6000,7,26,0.004607478291688818
421,6000,7,69,0.012227538543328018
422,6000,7,47,0.008328903065745172
423,6000,7,365,0.06468190678716995
424,6000,7,26,0.004607478291688818
425,6000,7,17,0.003012581959950381
426,6000,7,9,0.001594896331738437
427,6000,7,3,0.000531632110579479
428,6000,7,55,0.009686509334272632
429,6000,7,111,0.019549137020077493
430,6000,7,145,0.0255371609721733
431,6000,7,73,0.012856639661852765
432,6000,7,52,0.009158154279675942
433,6000,7,13,0.0022895385699189855
434,6000,7,20,0.003522367030644593
435,6000,7,5,0.0008805917576611482
436,6000,7,5,0.0008805917576611482
437,6000,7,5,0.0008805917576611482
438,6000,7,348,0.06166932482721956
439,6000,7,41,0.007265638844586213
440,6000,7,8,0.001417685628211944
441,6000,7,63,0.011164274322169059
442,6000,7,6,0.001063264221158958
443,6000,7,4,0.000708842814105972
444,6000,7,139,0.024676016332327355
445,6000,7,274,0.04864193147523522
446,6000,7,43,0.007633587786259542
447,6000,7,6,0.0010651517841292384
448,6000,7,17,0.0030179300550328423
449,6000,7,49,0.00869873957038878
450,6000,7,22,0.0039055565418072077
451,6000,7,2,0.0003550505947097461
452,6000,7,3,0.0005325758920646192
453,6000,7,5,0.0008876264867743654
454,6000,7,3,0.0005325758920646192
455,6000,7,8,0.0014202023788389845
456,6000,7,18,0.003186968838526912
457,6000,7,41,0.007259206798866855
458,6000,7,294,0.052053824362606235
459,6000,7,256,0.0453257790368272
460,6000,7,57,0.010092067988668555
461,6000,7,6,0.0010623229461756375
462,6000,7,73,0.01293408929836995
463,6000,7,308,0.05457122608079376
464,6000,7,3,0.0005315379163713678
465,6000,7,69,0.01222537207654146
466,6000,7,14,0.0024805102763997165
467,6000,7,9,0.0015946137491141034
468,6000,7,24,0.004252303330970942
469,6000,7,5,0.000885896527285613
470,6000,7,17,0.0030120481927710845
471,6000,7,5,0.000885896527285613
472,6000,7,4,0.0007087172218284905
473,6000,7,286,0.050494350282485875
474,6000,7,137,0.024187853107344632
475,6000,7,8,0.0014124293785310734
476,6000,7,23,0.004060734463276836
477,6000,7,27,0.004766949152542373
478,6000,7,5,0.0008827683615819209
479,6000,7,11,0.001942090395480226
480,6000,7,3,0.0005296610169491525
481,6000,7,9,0.0015889830508474577
482,6000,7,8,0.0014124293785310734
483,6000,7,6,0.001059322033898305
484,6000,7,121,0.02140456394834601
485,6000,7,55,0.009729347249248187
486,6000,7,16,0.0028303555634176542
487,6000,7,129,0.022819741730054837
488,6000,7,12,0.0021227666725632407
489,6000,7,26,0.004599327790553688
490,6000,7,158,0.027949761188749336
491,6000,7,28,0.004953122235980895
492,6000,7,7,0.0012382805589952238
493,6000,7,3,0.0005306916681408102
494,6000,7,2,0.0003537944454272068
495,6000,7,6,0.0010613833362816203
496,6000,7,4,0.0007075888908544136
497,6000,7,539,0.09544891092615548
498,6000,7,59,0.010448025500265627
499,6000,7,15,0.002656277669559058
500,6000,7,19,0.0033646183814414732
501,6000,7,4,0.0007083407118824154
502,6000,7,9,0.0015937666017354348
503,6000,7,11,0.0019479369576766426
504,6000,7,4,0.0007083407118824154
505,6000,7,5,0.0008854258898530193
506,6000,7,24,0.004267425320056899
507,6000,7,436,0.077524893314367
508,6000,7,55,0.009779516358463728
509,6000,7,34,0.00604551920341394
510,6000,7,19,0.0033783783783783786
511,6000,7,3,0.0005334281650071124
512,6000,7,5,0.0008890469416785206
513,6000,7,3,0.0005334281650071124
514,6000,7,8,0.001422475106685633
515,6000,7,493,0.08750443734469293
516,6000,7,14,0.0024849130280440185
517,6000,7,48,0.008519701810436636
518,6000,7,18,0.003194888178913738
519,6000,7,33,0.005857294994675187
520,6000,7,6,0.0010649627263045794
521,6000,7,5,0.0008874689385871495
522,6000,7,11,0.0019524316648917288
523,6000,7,4,0.0007099751508697196
524,6000,7,342,0.06055240793201133
525,6000,7,87,0.015403682719546742
526,6000,7,25,0.004426345609065156
527,6000,7,61,0.01080028328611898
528,6000,7,35,0.006196883852691218
529,6000,7,2,0.0003541076487252125
530,6000,7,24,0.00424929178470255
531,6000,7,9,0.001593484419263456
532,6000,7,9,0.001593484419263456
533,6000,7,20,0.0035410764872521247
534,6000,7,2,0.0003541076487252125
535,6000,7,6,0.0010623229461756375
536,6000,7,2,0.0003541076487252125
537,6000,7,2,0.0003541076487252125
538,6000,7,277,0.049157054125998224
539,6000,7,104,0.018456078083407275
540,6000,7,5,0.0008873114463176575
541,6000,7,117,0.020763087843833187
542,6000,7,37,0.0065661047027506655
543,6000,7,23,0.004081632653061225
544,6000,7,14,0.002484472049689441
545,6000,7,5,0.0008873114463176575
546,6000,7,14,0.002484472049689441
547,6000,7,5,0.0008873114463176575
548,6000,7,5,0.0008873114463176575
549,6000,7,8,0.001419698314108252
550,6000,7,6,0.001064773735581189
551,6000,7,2,0.000354924578527063
552,6000,7,299,0.05270579940066984
553,6000,7,82,0.01445443328045126
554,6000,7,61,0.010752688172043012
555,6000,7,39,0.006874669487043892
556,6000,7,7,0.0012339150361360832
557,6000,7,2,0.00035254715318173806
558,6000,7,18,0.0031729243786356425
559,6000,7,410,0.07266926621765331
560,6000,7,5,0.0008862105636299185
561,6000,7,15,0.0026586316908897554
562,6000,7,7,0.0012406947890818859
563,6000,7,32,0.005671747607231478
564,6000,7,26,0.004608294930875576
565,6000,7,7,0.0012406947890818859
566,6000,7,9,0.0015951790145338532
567,6000,7,6,0.0010634526763559022
568,6000,7,2,0.0003544842254519674
569,6000,7,4,0.0007089684509039348
570,6000,7,20,0.0035460992907801418
571,6000,7,254,0.045035460992907804
572,6000,7,36,0.006382978723404255
573,6000,7,172,0.03049645390070922
574,6000,7,7,0.0012411347517730497
575,6000,7,25,0.004432624113475178
576,6000,7,2,0.0003546099290780142
577,6000,7,3,0.0005319148936170213
578,6000,7,8,0.0014184397163120568
579,6000,7,2,0.0003546099290780142
580,6000,7,245,0.043316831683168314
581,6000,7,275,0.04862093352192362
582,6000,7,15,0.002652050919377652
583,6000,7,5,0.000884016973125884
584,6000,7,6,0.0010608203677510608
585,6000,7,3,0.0005304101838755304
586,6000,7,11,0.0019448373408769448
587,6000,7,5,0.000884016973125884
588,6000,7,438,0.07728957120169402
589,6000,7,62,0.010940532909828833
590,6000,7,55,0.009705311452267513
591,6000,7,35,0.0061761072878066
592,6000,7,6,0.0010587612493382743
593,6000,7,18,0.0031762837480148226
594,6000,7,5,0.0008823010411152286
595,6000,7,6,0.0010587612493382743
596,6000,7,427,0.07581676136363637
597,6000,7,6,0.001065340909090909
598,6000,7,65,0.011541193181818182
599,6000,7,16,0.002840909090909091
600,6000,7,4,0.0007102272727272727
601,6000,7,13,0.0023082386363636365
602,6000,7,10,0.0017755681818181818
603,6000,7,8,0.0014204545454545455
604,6000,7,11,0.001953125
605,6000,7,3,0.0005326704545454545
606,6000,7,22,0.0038896746817538895
607,6000,7,4,0.0007072135785007072
608,6000,7,4,0.0007072135785007072
609,6000,7,174,0.030763790664780764
610,6000,7,37,0.006541725601131542
611,6000,7,106,0.01874115983026874
612,6000,7,25,0.00442008486562942
613,6000,7,21,0.0037128712871287127
614,6000,7,14,0.0024752475247524753
615,6000,7,2,0.0003536067892503536
616,6000,7,8,0.0014144271570014145
617,6000,7,2,0.0003536067892503536
618,6000,7,2,0.0003536067892503536
619,6000,7,7,0.0012376237623762376
620,6000,7,104,0.018371312488959547
621,6000,7,171,0.030206677265500796
622,6000,7,27,0.0047694753577106515
623,6000,7,44,0.0077724783607136545
624,6000,7,22,0.0038862391803568272
625,6000,7,38,0.0067125949478890655
626,6000,7,42,0.007419183889772125
627,6000,7,21,0.0037095919448860626
628,6000,7,6,0.0010598834128245894
629,6000,7,164,0.029052258635961028
630,6000,7,28,0.0049601417183348095
631,6000,7,227,0.040212577502214346
632,6000,7,42,0.007440212577502214
633,6000,7,48,0.008503100088573958
634,6000,7,6,0.0010628875110717448
635,6000,7,2,0.000354295837023915
636,6000,7,16,0.00283436669619132
637,6000,7,2,0.000354295837023915
638,6000,7,109,0.019292035398230087
639,6000,7,323,0.05716814159292036
640,6000,7,47,0.00831858407079646
641,6000,7,51,0.009026548672566371
642,6000,7,10,0.0017699115044247787
643,6000,7,8,0.001415929203539823
