,n,k,n_changes_eadam,n_matches
0,8000,6,892,7428
1,8000,6,676,7407
2,8000,6,772,7415
3,8000,6,716,7405
4,8000,6,786,7400
5,8000,6,848,7400
6,8000,6,684,7431
7,8000,6,842,7450
8,8000,6,542,7429
9,8000,6,764,7441
10,8000,6,516,7424
11,8000,6,618,7411
12,8000,6,982,7415
13,8000,6,892,7399
14,8000,6,546,7426
15,8000,6,766,7415
16,8000,6,760,7459
17,8000,6,666,7414
18,8000,6,632,7421
19,8000,6,858,7419
20,8000,6,640,7413
21,8000,6,632,7397
22,8000,6,646,7418
23,8000,6,778,7406
24,8000,6,1058,7422
25,8000,6,850,7417
26,8000,6,752,7413
27,8000,6,750,7403
28,8000,6,662,7412
29,8000,6,878,7390
30,8000,6,660,7425
31,8000,6,800,7423
32,8000,6,652,7401
33,8000,6,644,7417
34,8000,6,864,7406
35,8000,6,746,7401
36,8000,6,660,7430
37,8000,6,768,7408
38,8000,6,930,7418
39,8000,6,892,7404
40,8000,6,706,7421
41,8000,6,778,7406
42,8000,6,900,7423
43,8000,6,1076,7399
44,8000,6,930,7406
45,8000,6,1100,7420
46,8000,6,1024,7421
47,8000,6,566,7423
48,8000,6,718,7421
49,8000,6,818,7425
50,8000,6,622,7427
51,8000,6,604,7414
52,8000,6,864,7407
53,8000,6,1016,7409
54,8000,6,782,7418
55,8000,6,682,7422
56,8000,6,824,7407
57,8000,6,840,7422
58,8000,6,848,7404
59,8000,6,794,7414
60,8000,6,986,7406
61,8000,6,602,7397
62,8000,6,736,7407
63,8000,6,714,7427
64,8000,6,866,7400
65,8000,6,878,7413
66,8000,6,824,7430
67,8000,6,716,7433
68,8000,6,900,7409
69,8000,6,772,7436
70,8000,6,994,7413
71,8000,6,836,7413
72,8000,6,1028,7416
73,8000,6,990,7454
74,8000,6,700,7411
75,8000,6,626,7432
76,8000,6,898,7410
77,8000,6,818,7399
78,8000,6,514,7453
79,8000,6,634,7465
80,8000,6,766,7400
81,8000,6,850,7425
82,8000,6,934,7421
83,8000,6,986,7418
84,8000,6,896,7411
85,8000,6,792,7434
86,8000,6,898,7424
87,8000,6,912,7429
88,8000,6,850,7427
89,8000,6,840,7390
90,8000,6,766,7392
91,8000,6,776,7411
92,8000,6,644,7408
93,8000,6,890,7412
94,8000,6,748,7363
95,8000,6,610,7417
96,8000,6,534,7439
97,8000,6,1028,7430
98,8000,6,752,7409
99,8000,6,732,7420
