,n,k,n_changes_eadam,n_matches
0,5000,5,138,4569
1,5000,5,24,4529
2,5000,5,150,4533
3,5000,5,244,4545
4,5000,5,144,4548
5,5000,5,260,4540
6,5000,5,42,4538
7,5000,5,48,4552
8,5000,5,140,4547
9,5000,5,84,4558
10,5000,5,308,4533
11,5000,5,128,4548
12,5000,5,70,4548
13,5000,5,112,4558
14,5000,5,76,4559
15,5000,5,172,4526
16,5000,5,114,4531
17,5000,5,80,4562
18,5000,5,100,4555
19,5000,5,28,4537
20,5000,5,56,4517
21,5000,5,222,4549
22,5000,5,74,4537
23,5000,5,194,4551
24,5000,5,258,4553
25,5000,5,80,4535
26,5000,5,198,4545
27,5000,5,148,4554
28,5000,5,186,4530
29,5000,5,98,4521
30,5000,5,272,4543
31,5000,5,136,4546
32,5000,5,214,4547
33,5000,5,98,4539
34,5000,5,122,4541
35,5000,5,84,4558
36,5000,5,142,4543
37,5000,5,114,4551
38,5000,5,152,4548
39,5000,5,22,4544
40,5000,5,120,4548
41,5000,5,180,4545
42,5000,5,148,4551
43,5000,5,98,4547
44,5000,5,32,4537
45,5000,5,156,4568
46,5000,5,94,4544
47,5000,5,180,4538
48,5000,5,204,4555
49,5000,5,52,4542
50,5000,5,114,4533
51,5000,5,196,4569
52,5000,5,224,4533
53,5000,5,264,4518
54,5000,5,62,4535
55,5000,5,212,4547
56,5000,5,96,4554
57,5000,5,148,4535
58,5000,5,66,4547
59,5000,5,168,4546
60,5000,5,176,4537
61,5000,5,136,4523
62,5000,5,136,4528
63,5000,5,94,4504
64,5000,5,190,4552
65,5000,5,68,4528
66,5000,5,140,4534
67,5000,5,34,4547
68,5000,5,160,4542
69,5000,5,126,4550
70,5000,5,52,4547
71,5000,5,90,4532
72,5000,5,50,4543
73,5000,5,82,4533
74,5000,5,182,4533
75,5000,5,220,4538
76,5000,5,138,4552
77,5000,5,206,4559
78,5000,5,102,4522
79,5000,5,124,4569
80,5000,5,158,4554
81,5000,5,148,4548
82,5000,5,54,4534
83,5000,5,182,4545
84,5000,5,0,4548
85,5000,5,132,4546
86,5000,5,162,4561
87,5000,5,106,4549
88,5000,5,72,4546
89,5000,5,122,4540
90,5000,5,130,4538
91,5000,5,146,4549
92,5000,5,130,4541
93,5000,5,152,4537
94,5000,5,32,4544
95,5000,5,192,4537
96,5000,5,212,4560
97,5000,5,144,4516
98,5000,5,170,4545
99,5000,5,198,4526
