,n,k,n_changes,n_matches
0,3000,7,505,2820
1,3000,7,470,2826
2,3000,7,517,2826
3,3000,7,527,2832
4,3000,7,464,2837
5,3000,7,616,2825
6,3000,7,435,2813
7,3000,7,460,2826
8,3000,7,435,2812
9,3000,7,423,2836
10,3000,7,485,2838
11,3000,7,503,2814
12,3000,7,311,2815
13,3000,7,397,2819
14,3000,7,502,2811
15,3000,7,441,2827
16,3000,7,437,2817
17,3000,7,480,2827
18,3000,7,556,2840
19,3000,7,493,2820
20,3000,7,468,2809
21,3000,7,569,2814
22,3000,7,471,2832
23,3000,7,486,2822
24,3000,7,461,2805
25,3000,7,566,2825
26,3000,7,466,2837
27,3000,7,469,2820
28,3000,7,571,2824
29,3000,7,496,2812
30,3000,7,469,2831
31,3000,7,513,2830
32,3000,7,438,2811
33,3000,7,467,2838
34,3000,7,399,2816
35,3000,7,480,2801
36,3000,7,385,2840
37,3000,7,487,2830
38,3000,7,403,2817
39,3000,7,446,2812
40,3000,7,495,2819
41,3000,7,469,2829
42,3000,7,444,2827
43,3000,7,571,2823
44,3000,7,417,2832
45,3000,7,570,2825
46,3000,7,427,2819
47,3000,7,456,2835
48,3000,7,478,2817
49,3000,7,450,2825
50,3000,7,490,2820
51,3000,7,470,2807
52,3000,7,541,2825
53,3000,7,397,2821
54,3000,7,511,2841
55,3000,7,464,2816
56,3000,7,473,2808
57,3000,7,424,2814
58,3000,7,452,2805
59,3000,7,493,2820
60,3000,7,578,2821
61,3000,7,452,2826
62,3000,7,483,2821
63,3000,7,493,2828
64,3000,7,472,2825
65,3000,7,370,2811
66,3000,7,340,2818
67,3000,7,460,2823
68,3000,7,539,2825
69,3000,7,429,2802
70,3000,7,528,2826
71,3000,7,555,2837
72,3000,7,486,2826
73,3000,7,466,2826
74,3000,7,494,2817
75,3000,7,447,2816
76,3000,7,455,2825
77,3000,7,506,2830
78,3000,7,493,2824
79,3000,7,472,2818
80,3000,7,461,2823
81,3000,7,493,2804
82,3000,7,482,2826
83,3000,7,348,2827
84,3000,7,351,2819
85,3000,7,347,2821
86,3000,7,418,2834
87,3000,7,427,2834
88,3000,7,472,2818
89,3000,7,389,2818
90,3000,7,426,2822
91,3000,7,356,2837
92,3000,7,550,2826
93,3000,7,405,2837
94,3000,7,417,2831
95,3000,7,490,2830
96,3000,7,413,2819
97,3000,7,469,2824
98,3000,7,487,2827
99,3000,7,438,2824
