,n,k,n_changes,n_matches
0,3000,5,72,2706
1,3000,5,52,2737
2,3000,5,25,2737
3,3000,5,18,2730
4,3000,5,66,2720
5,3000,5,120,2724
6,3000,5,46,2732
7,3000,5,149,2737
8,3000,5,35,2720
9,3000,5,72,2725
10,3000,5,69,2727
11,3000,5,44,2719
12,3000,5,38,2732
13,3000,5,96,2745
14,3000,5,69,2718
15,3000,5,50,2708
16,3000,5,60,2729
17,3000,5,33,2736
18,3000,5,50,2705
19,3000,5,25,2724
20,3000,5,96,2733
21,3000,5,39,2730
22,3000,5,100,2730
23,3000,5,67,2736
24,3000,5,61,2714
25,3000,5,116,2714
26,3000,5,71,2722
27,3000,5,84,2716
28,3000,5,18,2729
29,3000,5,58,2733
30,3000,5,30,2717
31,3000,5,10,2732
32,3000,5,36,2724
33,3000,5,65,2697
34,3000,5,16,2727
35,3000,5,46,2730
36,3000,5,57,2731
37,3000,5,54,2741
38,3000,5,25,2714
39,3000,5,98,2726
40,3000,5,9,2716
41,3000,5,51,2721
42,3000,5,72,2722
43,3000,5,45,2714
44,3000,5,56,2731
45,3000,5,50,2720
46,3000,5,93,2726
47,3000,5,61,2738
48,3000,5,83,2731
49,3000,5,76,2732
50,3000,5,3,2711
51,3000,5,156,2724
52,3000,5,20,2734
53,3000,5,20,2734
54,3000,5,72,2733
55,3000,5,98,2721
56,3000,5,87,2716
57,3000,5,68,2738
58,3000,5,68,2725
59,3000,5,24,2724
60,3000,5,4,2725
61,3000,5,61,2748
62,3000,5,96,2718
63,3000,5,74,2744
64,3000,5,104,2727
65,3000,5,30,2738
66,3000,5,21,2708
67,3000,5,113,2727
68,3000,5,150,2716
69,3000,5,23,2715
70,3000,5,22,2730
71,3000,5,44,2709
72,3000,5,35,2714
73,3000,5,60,2722
74,3000,5,13,2731
75,3000,5,42,2741
76,3000,5,98,2726
77,3000,5,68,2735
78,3000,5,48,2727
79,3000,5,45,2707
80,3000,5,73,2727
81,3000,5,48,2745
82,3000,5,89,2736
83,3000,5,55,2725
84,3000,5,116,2729
85,3000,5,20,2721
86,3000,5,27,2725
87,3000,5,60,2738
88,3000,5,80,2733
89,3000,5,111,2723
90,3000,5,6,2717
91,3000,5,13,2715
92,3000,5,65,2742
93,3000,5,83,2703
94,3000,5,46,2745
95,3000,5,19,2710
96,3000,5,14,2726
97,3000,5,7,2725
98,3000,5,61,2713
99,3000,5,48,2715
