,n,k,n_changes_eadam,n_matches
0,4000,8,1264,3805
1,4000,8,1044,3808
2,4000,8,956,3808
3,4000,8,1238,3821
4,4000,8,1124,3796
5,4000,8,1000,3803
6,4000,8,1250,3813
7,4000,8,1182,3812
8,4000,8,1144,3796
9,4000,8,1132,3798
10,4000,8,1008,3800
11,4000,8,1030,3814
12,4000,8,1220,3807
13,4000,8,1328,3798
14,4000,8,1052,3804
15,4000,8,1234,3813
16,4000,8,1188,3808
17,4000,8,894,3804
18,4000,8,1180,3798
19,4000,8,1096,3810
20,4000,8,1276,3791
21,4000,8,1108,3804
22,4000,8,1158,3787
23,4000,8,1096,3810
24,4000,8,1306,3793
25,4000,8,1160,3797
26,4000,8,1204,3806
27,4000,8,1014,3823
28,4000,8,1044,3801
29,4000,8,1092,3822
30,4000,8,1038,3796
31,4000,8,1058,3810
32,4000,8,1146,3797
33,4000,8,1192,3817
34,4000,8,1088,3813
35,4000,8,1114,3788
36,4000,8,1118,3806
37,4000,8,1158,3797
38,4000,8,996,3801
39,4000,8,1010,3819
40,4000,8,1102,3804
41,4000,8,1032,3803
42,4000,8,1028,3807
43,4000,8,1006,3797
44,4000,8,1228,3803
45,4000,8,1316,3802
46,4000,8,1182,3794
47,4000,8,1092,3807
48,4000,8,1168,3788
49,4000,8,1082,3796
50,4000,8,846,3796
51,4000,8,1000,3801
52,4000,8,1142,3806
53,4000,8,1106,3805
54,4000,8,1236,3811
55,4000,8,1280,3792
56,4000,8,1150,3805
57,4000,8,1154,3792
58,4000,8,1150,3800
59,4000,8,1202,3816
60,4000,8,954,3798
61,4000,8,1140,3811
62,4000,8,1082,3800
63,4000,8,974,3803
64,4000,8,1098,3798
65,4000,8,1126,3799
66,4000,8,1188,3802
67,4000,8,1256,3803
68,4000,8,1106,3804
69,4000,8,1104,3794
70,4000,8,1010,3820
71,4000,8,898,3809
72,4000,8,1116,3800
73,4000,8,1204,3803
74,4000,8,1104,3802
75,4000,8,1204,3810
76,4000,8,1182,3807
77,4000,8,988,3805
78,4000,8,1062,3825
79,4000,8,878,3801
80,4000,8,1076,3815
81,4000,8,1046,3809
82,4000,8,1152,3784
83,4000,8,1252,3813
84,4000,8,1284,3800
85,4000,8,954,3810
86,4000,8,920,3807
87,4000,8,1044,3803
88,4000,8,1216,3817
89,4000,8,1028,3803
90,4000,8,962,3793
91,4000,8,1094,3798
92,4000,8,1136,3796
93,4000,8,978,3799
94,4000,8,782,3802
95,4000,8,1186,3799
96,4000,8,1210,3794
97,4000,8,1048,3804
98,4000,8,1124,3797
99,4000,8,1026,3804
