,n,k,n_changes_eadam,n_matches
0,1000,6,58,929
1,1000,6,32,940
2,1000,6,48,925
3,1000,6,110,925
4,1000,6,146,920
5,1000,6,60,931
6,1000,6,104,923
7,1000,6,162,927
8,1000,6,238,927
9,1000,6,166,928
10,1000,6,110,928
11,1000,6,28,927
12,1000,6,130,931
13,1000,6,126,929
14,1000,6,116,928
15,1000,6,98,926
16,1000,6,178,930
17,1000,6,76,914
18,1000,6,120,922
19,1000,6,206,926
20,1000,6,146,920
21,1000,6,128,929
22,1000,6,174,923
23,1000,6,122,934
24,1000,6,130,928
25,1000,6,104,921
26,1000,6,52,923
27,1000,6,170,928
28,1000,6,186,934
29,1000,6,184,925
30,1000,6,102,928
31,1000,6,164,934
32,1000,6,104,915
33,1000,6,112,922
34,1000,6,86,925
35,1000,6,148,931
36,1000,6,140,930
37,1000,6,26,919
38,1000,6,138,923
39,1000,6,168,935
40,1000,6,122,928
41,1000,6,120,936
42,1000,6,162,923
43,1000,6,186,929
44,1000,6,144,934
45,1000,6,172,931
46,1000,6,150,930
47,1000,6,138,927
48,1000,6,48,927
49,1000,6,122,927
50,1000,6,114,924
51,1000,6,130,937
52,1000,6,80,936
53,1000,6,88,921
54,1000,6,46,925
55,1000,6,66,931
56,1000,6,174,926
57,1000,6,66,924
58,1000,6,52,929
59,1000,6,30,922
60,1000,6,146,924
61,1000,6,110,921
62,1000,6,158,934
63,1000,6,96,920
64,1000,6,158,927
65,1000,6,82,922
66,1000,6,80,929
67,1000,6,18,930
68,1000,6,150,932
69,1000,6,128,917
70,1000,6,118,928
71,1000,6,36,921
72,1000,6,88,924
73,1000,6,172,933
74,1000,6,90,928
75,1000,6,94,927
76,1000,6,66,926
77,1000,6,164,924
78,1000,6,78,923
79,1000,6,150,931
80,1000,6,32,928
81,1000,6,88,924
82,1000,6,62,929
83,1000,6,144,925
84,1000,6,118,921
85,1000,6,98,944
86,1000,6,122,933
87,1000,6,80,931
88,1000,6,96,931
89,1000,6,148,929
90,1000,6,166,934
91,1000,6,148,927
92,1000,6,90,926
93,1000,6,78,927
94,1000,6,172,926
95,1000,6,72,924
96,1000,6,150,929
97,1000,6,176,932
98,1000,6,94,921
99,1000,6,128,935
