,n,k,n_changes,n_matches
0,8000,5,105,7261
1,8000,5,342,7257
2,8000,5,190,7242
3,8000,5,137,7240
4,8000,5,68,7271
5,8000,5,67,7248
6,8000,5,101,7301
7,8000,5,134,7252
8,8000,5,319,7262
9,8000,5,220,7251
10,8000,5,154,7275
11,8000,5,93,7274
12,8000,5,237,7259
13,8000,5,178,7286
14,8000,5,199,7299
15,8000,5,199,7305
16,8000,5,360,7261
17,8000,5,67,7278
18,8000,5,73,7249
19,8000,5,40,7281
20,8000,5,196,7273
21,8000,5,106,7268
22,8000,5,109,7274
23,8000,5,107,7271
24,8000,5,176,7294
25,8000,5,157,7275
26,8000,5,166,7254
27,8000,5,143,7251
28,8000,5,173,7289
29,8000,5,62,7255
30,8000,5,237,7262
31,8000,5,147,7282
32,8000,5,139,7241
33,8000,5,225,7252
34,8000,5,91,7258
35,8000,5,172,7274
36,8000,5,108,7247
37,8000,5,138,7294
38,8000,5,143,7246
39,8000,5,173,7282
40,8000,5,221,7285
41,8000,5,35,7259
42,8000,5,132,7281
43,8000,5,202,7251
44,8000,5,147,7289
45,8000,5,80,7275
46,8000,5,231,7259
47,8000,5,82,7272
48,8000,5,58,7241
49,8000,5,58,7283
50,8000,5,176,7277
51,8000,5,124,7262
52,8000,5,208,7282
53,8000,5,53,7273
54,8000,5,263,7273
55,8000,5,107,7261
56,8000,5,105,7274
57,8000,5,233,7297
58,8000,5,25,7247
59,8000,5,157,7254
60,8000,5,79,7285
61,8000,5,153,7260
62,8000,5,109,7276
63,8000,5,167,7286
64,8000,5,264,7246
65,8000,5,230,7262
66,8000,5,150,7302
67,8000,5,44,7246
68,8000,5,144,7243
69,8000,5,214,7249
70,8000,5,258,7288
71,8000,5,166,7273
72,8000,5,85,7264
73,8000,5,242,7252
74,8000,5,49,7252
75,8000,5,124,7264
76,8000,5,28,7309
77,8000,5,135,7269
78,8000,5,273,7266
79,8000,5,255,7282
80,8000,5,136,7265
81,8000,5,57,7272
82,8000,5,183,7278
83,8000,5,203,7286
84,8000,5,94,7270
85,8000,5,169,7264
86,8000,5,106,7267
87,8000,5,198,7242
88,8000,5,31,7256
89,8000,5,141,7275
90,8000,5,95,7269
91,8000,5,18,7258
92,8000,5,198,7274
93,8000,5,83,7261
94,8000,5,190,7247
95,8000,5,227,7279
96,8000,5,122,7281
97,8000,5,75,7246
98,8000,5,234,7292
99,8000,5,155,7255
