,n,k,n_changes_eadam,n_matches
0,8000,5,160,7261
1,8000,5,472,7257
2,8000,5,206,7242
3,8000,5,226,7240
4,8000,5,80,7271
5,8000,5,118,7248
6,8000,5,124,7301
7,8000,5,196,7252
8,8000,5,438,7262
9,8000,5,270,7251
10,8000,5,212,7275
11,8000,5,158,7274
12,8000,5,304,7259
13,8000,5,210,7286
14,8000,5,258,7299
15,8000,5,208,7305
16,8000,5,440,7261
17,8000,5,58,7278
18,8000,5,80,7249
19,8000,5,76,7281
20,8000,5,240,7273
21,8000,5,92,7268
22,8000,5,162,7274
23,8000,5,150,7271
24,8000,5,260,7294
25,8000,5,174,7275
26,8000,5,166,7254
27,8000,5,176,7251
28,8000,5,250,7289
29,8000,5,58,7255
30,8000,5,340,7262
31,8000,5,182,7282
32,8000,5,168,7241
33,8000,5,288,7252
34,8000,5,102,7258
35,8000,5,182,7274
36,8000,5,160,7247
37,8000,5,140,7294
38,8000,5,236,7246
39,8000,5,296,7282
40,8000,5,238,7285
41,8000,5,70,7259
42,8000,5,234,7281
43,8000,5,238,7251
44,8000,5,208,7289
45,8000,5,160,7275
46,8000,5,244,7259
47,8000,5,126,7272
48,8000,5,92,7241
49,8000,5,98,7283
50,8000,5,254,7277
51,8000,5,176,7262
52,8000,5,318,7282
53,8000,5,64,7273
54,8000,5,328,7273
55,8000,5,158,7261
56,8000,5,100,7274
57,8000,5,358,7297
58,8000,5,50,7247
59,8000,5,194,7254
60,8000,5,76,7285
61,8000,5,224,7260
62,8000,5,114,7276
63,8000,5,228,7286
64,8000,5,334,7246
65,8000,5,336,7262
66,8000,5,188,7302
67,8000,5,64,7246
68,8000,5,236,7243
69,8000,5,298,7249
70,8000,5,290,7288
71,8000,5,288,7273
72,8000,5,152,7264
73,8000,5,312,7252
74,8000,5,50,7252
75,8000,5,156,7264
76,8000,5,56,7309
77,8000,5,190,7269
78,8000,5,354,7266
79,8000,5,294,7282
80,8000,5,204,7265
81,8000,5,56,7272
82,8000,5,256,7278
83,8000,5,296,7286
84,8000,5,188,7270
85,8000,5,126,7264
86,8000,5,174,7267
87,8000,5,312,7242
88,8000,5,62,7256
89,8000,5,204,7275
90,8000,5,188,7269
91,8000,5,36,7258
92,8000,5,218,7274
93,8000,5,112,7261
94,8000,5,266,7247
95,8000,5,270,7279
96,8000,5,130,7281
97,8000,5,46,7246
98,8000,5,394,7292
99,8000,5,222,7255
