,n,k,cycle_lengths,as_percent_of_matches
0,8000,6,484,0.06515885837372105
1,8000,6,58,0.007808292945611201
2,8000,6,34,0.0045772751750134625
3,8000,6,16,0.002154011847065159
4,8000,6,129,0.017366720516962843
5,8000,6,3,0.0004038772213247173
6,8000,6,3,0.0004038772213247173
7,8000,6,369,0.04981773997569866
8,8000,6,157,0.021196165789118402
9,8000,6,3,0.0004050222762251924
10,8000,6,3,0.0004050222762251924
11,8000,6,22,0.0029701633589847443
12,8000,6,3,0.0004050222762251924
13,8000,6,6,0.0008100445524503848
14,8000,6,4,0.0005400297016335898
15,8000,6,61,0.00822656776803776
16,8000,6,61,0.00822656776803776
17,8000,6,335,0.045178691840863115
18,8000,6,107,0.014430209035738368
19,8000,6,7,0.0009440323668240054
20,8000,6,21,0.002832097100472016
21,8000,6,444,0.0599594868332208
22,8000,6,36,0.004861580013504389
23,8000,6,33,0.004456448345712356
24,8000,6,78,0.010533423362592843
25,8000,6,3,0.0004051316677920324
26,8000,6,241,0.03256756756756757
27,8000,6,26,0.0035135135135135136
28,8000,6,207,0.027972972972972972
29,8000,6,96,0.012972972972972972
30,8000,6,48,0.006486486486486486
31,8000,6,2,0.0002702702702702703
32,8000,6,5,0.0006756756756756757
33,8000,6,8,0.001081081081081081
34,8000,6,649,0.08770270270270271
35,8000,6,12,0.0016216216216216215
36,8000,6,2,0.0002702702702702703
37,8000,6,101,0.013591710402368456
38,8000,6,140,0.018839994617144393
39,8000,6,191,0.025703135513389853
40,8000,6,167,0.022473422150450815
41,8000,6,7,0.0009419997308572198
42,8000,6,583,0.07825503355704698
43,8000,6,38,0.005100671140939597
44,8000,6,78,0.01046979865771812
45,8000,6,10,0.0013422818791946308
46,8000,6,3,0.00040268456375838925
47,8000,6,3,0.00040268456375838925
48,8000,6,13,0.00174496644295302
49,8000,6,5,0.0006711409395973154
50,8000,6,2,0.00026845637583892615
51,8000,6,348,0.04684345133934581
52,8000,6,61,0.00821106474626464
53,8000,6,101,0.013595369497913581
54,8000,6,3,0.00040382285637367073
55,8000,6,42,0.0056535199892313905
56,8000,6,2,0.00026921523758244715
57,8000,6,348,0.046767907539309234
58,8000,6,261,0.035075930654481925
59,8000,6,5,0.0006719526945303051
60,8000,6,4,0.0005375621556242441
61,8000,6,4,0.0005375621556242441
62,8000,6,69,0.009294181034482759
63,8000,6,151,0.020339439655172414
64,8000,6,84,0.011314655172413793
65,8000,6,87,0.01171875
66,8000,6,5,0.0006734913793103449
67,8000,6,2,0.00026939655172413793
68,8000,6,145,0.019565510727297262
69,8000,6,338,0.04560788017811362
70,8000,6,42,0.005667251383079206
71,8000,6,20,0.002698691134799622
72,8000,6,3,0.0004048036702199433
73,8000,6,4,0.0005397382269599245
74,8000,6,376,0.050708024275118
75,8000,6,28,0.003776129467296022
76,8000,6,255,0.03438975050573163
77,8000,6,12,0.0016183412002697235
78,8000,6,45,0.006068779501011463
79,8000,6,3,0.00040458530006743087
80,8000,6,10,0.0013486176668914363
81,8000,6,6,0.0008091706001348617
82,8000,6,232,0.03135558859305312
83,8000,6,112,0.015137180700094607
84,8000,6,427,0.05771050141911069
85,8000,6,5,0.0006757669955399379
86,8000,6,8,0.0010812271928639006
87,8000,6,53,0.007163130152723341
88,8000,6,57,0.007675733907891193
89,8000,6,110,0.014812819822246161
90,8000,6,303,0.04080258551036897
91,8000,6,9,0.0012119579854565042
92,8000,6,33,0.004443845946673849
93,8000,6,5,0.00067330999192028
94,8000,6,3,0.00040398599515216807
95,8000,6,260,0.03506405933917734
96,8000,6,246,0.033175994605529335
97,8000,6,51,0.006877950101146325
98,8000,6,11,0.0014834794335805799
99,8000,6,493,0.06609465075747419
100,8000,6,187,0.025070384770076417
101,8000,6,14,0.0018769272020378066
102,8000,6,425,0.05732398165632587
103,8000,6,78,0.010520636633396278
104,8000,6,92,0.01240895602913407
105,8000,6,60,0.008092797410304829
106,8000,6,6,0.0008092797410304828
107,8000,6,16,0.002158079309414621
108,8000,6,17,0.0022929592662530346
109,8000,6,3,0.0004046398705152414
110,8000,6,416,0.05605713515698693
111,8000,6,40,0.005390109149710282
112,8000,6,70,0.009432691011992993
113,8000,6,2,0.00026950545748551406
114,8000,6,8,0.0010780218299420562
115,8000,6,14,0.0018865382023985986
116,8000,6,2,0.00026950545748551406
117,8000,6,28,0.0037740935436042593
118,8000,6,73,0.00983960102439682
119,8000,6,549,0.07399919126566923
120,8000,6,25,0.0033697263782180888
121,8000,6,4,0.0005391562205148942
122,8000,6,2,0.0002695781102574471
123,8000,6,6,0.0008087343307723412
124,8000,6,7,0.0009435233859010648
125,8000,6,4,0.0005391562205148942
126,8000,6,257,0.03466882503709699
127,8000,6,177,0.02387697288547147
128,8000,6,127,0.017132065290705517
129,8000,6,6,0.0008093889113719142
130,8000,6,2,0.0002697963037906381
131,8000,6,2,0.0002697963037906381
132,8000,6,2,0.0002697963037906381
133,8000,6,580,0.0784101662836285
134,8000,6,9,0.001216709476814925
135,8000,6,4,0.0005407597674733
136,8000,6,3,0.000405569825604975
137,8000,6,2,0.00027037988373665
138,8000,6,7,0.000946329593078275
139,8000,6,7,0.000946329593078275
140,8000,6,2,0.00027037988373665
141,8000,6,236,0.0318145052574818
142,8000,6,201,0.02709625235912645
143,8000,6,39,0.0052574818010245345
144,8000,6,4,0.0005392289026691831
145,8000,6,2,0.00026961445133459155
146,8000,6,2,0.00026961445133459155
147,8000,6,370,0.049959492303537675
148,8000,6,133,0.017958412098298678
149,8000,6,99,0.013367539832568187
150,8000,6,29,0.003915743991358358
151,8000,6,24,0.0032406157169862274
152,8000,6,4,0.0005401026194977045
153,8000,6,4,0.0005401026194977045
154,8000,6,6,0.0008101539292465569
155,8000,6,11,0.0014852822036186875
156,8000,6,3,0.0004050769646232784
157,8000,6,507,0.06831042845594179
158,8000,6,27,0.003637833468067906
159,8000,6,105,0.014147130153597413
160,8000,6,191,0.025734303422258152
161,8000,6,13,0.0017515494475882512
162,8000,6,18,0.002425222312045271
163,8000,6,2,0.00026946914578280785
164,8000,6,2,0.00026946914578280785
165,8000,6,489,0.0659296211406229
166,8000,6,120,0.016179048132668194
167,8000,6,85,0.011460159093973304
