,n,k,n_changes_eadam,n_matches
0,4000,4,6,3528
1,4000,4,4,3522
2,4000,4,0,3516
3,4000,4,12,3525
4,4000,4,0,3524
5,4000,4,0,3529
6,4000,4,30,3538
7,4000,4,44,3518
8,4000,4,0,3519
9,4000,4,52,3532
10,4000,4,10,3515
11,4000,4,0,3515
12,4000,4,4,3535
13,4000,4,36,3513
14,4000,4,54,3543
15,4000,4,18,3508
16,4000,4,24,3556
17,4000,4,0,3522
18,4000,4,12,3523
19,4000,4,0,3536
20,4000,4,6,3546
21,4000,4,6,3520
22,4000,4,6,3529
23,4000,4,0,3512
24,4000,4,0,3510
25,4000,4,78,3523
26,4000,4,6,3539
27,4000,4,0,3515
28,4000,4,0,3529
29,4000,4,10,3516
30,4000,4,20,3543
31,4000,4,0,3520
32,4000,4,0,3528
33,4000,4,0,3520
34,4000,4,12,3530
35,4000,4,0,3533
36,4000,4,0,3533
37,4000,4,12,3537
38,4000,4,8,3511
39,4000,4,10,3531
40,4000,4,34,3506
41,4000,4,30,3544
42,4000,4,0,3535
43,4000,4,14,3506
44,4000,4,0,3525
45,4000,4,0,3538
46,4000,4,8,3504
47,4000,4,6,3532
48,4000,4,8,3546
49,4000,4,14,3519
50,4000,4,36,3503
51,4000,4,6,3538
52,4000,4,20,3508
53,4000,4,16,3524
54,4000,4,0,3516
55,4000,4,6,3522
56,4000,4,0,3535
57,4000,4,0,3521
58,4000,4,12,3526
59,4000,4,10,3518
60,4000,4,0,3528
61,4000,4,6,3532
62,4000,4,30,3517
63,4000,4,6,3529
64,4000,4,16,3519
65,4000,4,4,3527
66,4000,4,0,3539
67,4000,4,24,3547
68,4000,4,4,3531
69,4000,4,38,3530
70,4000,4,0,3540
71,4000,4,38,3520
72,4000,4,12,3538
73,4000,4,12,3538
74,4000,4,4,3529
75,4000,4,18,3513
76,4000,4,6,3509
77,4000,4,30,3526
78,4000,4,24,3562
79,4000,4,0,3530
80,4000,4,0,3536
81,4000,4,4,3529
82,4000,4,34,3511
83,4000,4,6,3550
84,4000,4,18,3541
85,4000,4,8,3529
86,4000,4,4,3513
87,4000,4,20,3525
88,4000,4,0,3523
89,4000,4,34,3516
90,4000,4,0,3539
91,4000,4,10,3516
92,4000,4,0,3512
93,4000,4,0,3550
94,4000,4,16,3526
95,4000,4,30,3532
96,4000,4,4,3502
97,4000,4,0,3504
98,4000,4,12,3521
99,4000,4,0,3505
