,n,k,n_changes,n_matches
0,6000,4,3,5311
1,6000,4,8,5297
2,6000,4,5,5334
3,6000,4,0,5284
4,6000,4,7,5280
5,6000,4,4,5290
6,6000,4,2,5297
7,6000,4,12,5315
8,6000,4,5,5271
9,6000,4,2,5298
10,6000,4,0,5307
11,6000,4,0,5279
12,6000,4,3,5275
13,6000,4,6,5310
14,6000,4,0,5278
15,6000,4,12,5270
16,6000,4,0,5289
17,6000,4,0,5304
18,6000,4,0,5260
19,6000,4,0,5308
20,6000,4,0,5277
21,6000,4,2,5279
22,6000,4,5,5296
23,6000,4,8,5267
24,6000,4,16,5288
25,6000,4,3,5285
26,6000,4,2,5309
27,6000,4,5,5274
28,6000,4,0,5287
29,6000,4,6,5310
30,6000,4,12,5288
31,6000,4,0,5296
32,6000,4,0,5308
33,6000,4,2,5313
34,6000,4,14,5322
35,6000,4,8,5269
36,6000,4,9,5277
37,6000,4,14,5304
38,6000,4,0,5281
39,6000,4,2,5285
40,6000,4,8,5273
41,6000,4,7,5290
42,6000,4,2,5295
43,6000,4,0,5291
44,6000,4,9,5293
45,6000,4,3,5318
46,6000,4,0,5304
47,6000,4,16,5278
48,6000,4,0,5301
49,6000,4,22,5290
50,6000,4,20,5295
51,6000,4,9,5264
52,6000,4,0,5320
53,6000,4,2,5291
54,6000,4,0,5295
55,6000,4,9,5278
56,6000,4,22,5300
57,6000,4,20,5279
58,6000,4,2,5265
59,6000,4,0,5296
60,6000,4,9,5276
61,6000,4,5,5314
62,6000,4,9,5254
63,6000,4,3,5289
64,6000,4,2,5265
65,6000,4,0,5318
66,6000,4,14,5300
67,6000,4,11,5290
68,6000,4,25,5283
69,6000,4,0,5284
70,6000,4,16,5286
71,6000,4,3,5290
72,6000,4,0,5284
73,6000,4,2,5308
74,6000,4,4,5303
75,6000,4,0,5294
76,6000,4,13,5309
77,6000,4,2,5264
78,6000,4,10,5290
79,6000,4,0,5301
80,6000,4,0,5268
81,6000,4,0,5288
82,6000,4,6,5309
83,6000,4,0,5270
84,6000,4,13,5294
85,6000,4,7,5271
86,6000,4,2,5319
87,6000,4,7,5293
88,6000,4,0,5306
89,6000,4,6,5291
90,6000,4,2,5280
91,6000,4,0,5296
92,6000,4,4,5284
93,6000,4,2,5296
94,6000,4,2,5276
95,6000,4,2,5277
96,6000,4,2,5294
97,6000,4,0,5297
98,6000,4,14,5276
99,6000,4,5,5269
