,n,k,n_changes_eadam,n_matches
0,9000,5,168,8176
1,9000,5,218,8188
2,9000,5,412,8181
3,9000,5,84,8188
4,9000,5,220,8170
5,9000,5,182,8180
6,9000,5,72,8183
7,9000,5,178,8184
8,9000,5,226,8162
9,9000,5,106,8177
10,9000,5,276,8150
11,9000,5,240,8180
12,9000,5,266,8186
13,9000,5,130,8182
14,9000,5,108,8186
15,9000,5,340,8170
16,9000,5,226,8172
17,9000,5,150,8160
18,9000,5,258,8209
19,9000,5,220,8199
20,9000,5,248,8200
21,9000,5,240,8167
22,9000,5,144,8154
23,9000,5,150,8182
24,9000,5,74,8149
25,9000,5,324,8167
26,9000,5,248,8159
27,9000,5,332,8169
28,9000,5,292,8157
29,9000,5,140,8191
30,9000,5,172,8176
31,9000,5,244,8191
32,9000,5,134,8174
33,9000,5,174,8147
34,9000,5,230,8192
35,9000,5,140,8154
36,9000,5,332,8173
37,9000,5,192,8134
38,9000,5,166,8161
39,9000,5,48,8190
40,9000,5,266,8174
41,9000,5,148,8203
42,9000,5,170,8181
43,9000,5,144,8177
44,9000,5,156,8155
45,9000,5,322,8187
46,9000,5,178,8170
47,9000,5,190,8185
48,9000,5,316,8159
49,9000,5,174,8178
50,9000,5,320,8151
51,9000,5,386,8179
52,9000,5,260,8183
53,9000,5,328,8188
54,9000,5,280,8167
55,9000,5,300,8149
56,9000,5,268,8186
57,9000,5,186,8172
58,9000,5,242,8154
59,9000,5,246,8186
60,9000,5,168,8187
61,9000,5,266,8193
62,9000,5,248,8165
63,9000,5,392,8156
64,9000,5,462,8213
65,9000,5,272,8199
66,9000,5,260,8185
67,9000,5,242,8183
68,9000,5,200,8196
69,9000,5,154,8187
70,9000,5,288,8193
71,9000,5,240,8185
72,9000,5,226,8153
73,9000,5,256,8179
74,9000,5,356,8152
75,9000,5,198,8156
76,9000,5,196,8160
77,9000,5,66,8198
78,9000,5,146,8199
79,9000,5,124,8186
80,9000,5,218,8192
81,9000,5,140,8168
82,9000,5,144,8178
83,9000,5,286,8164
84,9000,5,158,8166
85,9000,5,286,8181
86,9000,5,88,8153
87,9000,5,208,8188
88,9000,5,172,8168
89,9000,5,204,8204
90,9000,5,282,8139
91,9000,5,184,8185
92,9000,5,234,8178
93,9000,5,164,8207
94,9000,5,276,8139
95,9000,5,412,8182
96,9000,5,152,8189
97,9000,5,126,8174
98,9000,5,258,8197
99,9000,5,144,8167
