,n,k,n_changes,n_matches
0,7000,3,0,5860
1,7000,3,0,5867
2,7000,3,0,5907
3,7000,3,2,5870
4,7000,3,0,5898
5,7000,3,0,5880
6,7000,3,0,5884
7,7000,3,2,5927
8,7000,3,0,5880
9,7000,3,0,5857
10,7000,3,0,5902
11,7000,3,0,5878
12,7000,3,0,5883
13,7000,3,0,5895
14,7000,3,2,5881
15,7000,3,0,5873
16,7000,3,0,5864
17,7000,3,0,5862
18,7000,3,0,5896
19,7000,3,0,5918
20,7000,3,3,5905
21,7000,3,0,5887
22,7000,3,0,5879
23,7000,3,0,5864
24,7000,3,0,5847
25,7000,3,0,5911
26,7000,3,2,5841
27,7000,3,0,5862
28,7000,3,0,5912
29,7000,3,0,5896
30,7000,3,4,5866
31,7000,3,0,5894
32,7000,3,0,5910
33,7000,3,0,5920
34,7000,3,0,5914
35,7000,3,0,5845
36,7000,3,5,5881
37,7000,3,0,5890
38,7000,3,0,5883
39,7000,3,4,5880
40,7000,3,0,5897
41,7000,3,0,5872
42,7000,3,0,5854
43,7000,3,0,5884
44,7000,3,0,5860
45,7000,3,0,5866
46,7000,3,0,5882
47,7000,3,0,5921
48,7000,3,3,5914
49,7000,3,6,5874
50,7000,3,0,5900
51,7000,3,2,5893
52,7000,3,0,5884
53,7000,3,0,5872
54,7000,3,0,5879
55,7000,3,0,5872
56,7000,3,4,5893
57,7000,3,0,5896
58,7000,3,0,5886
59,7000,3,2,5897
60,7000,3,0,5891
61,7000,3,2,5853
62,7000,3,5,5880
63,7000,3,2,5882
64,7000,3,2,5880
65,7000,3,0,5894
66,7000,3,0,5904
67,7000,3,0,5888
68,7000,3,0,5887
69,7000,3,0,5865
70,7000,3,0,5931
71,7000,3,0,5900
72,7000,3,0,5892
73,7000,3,0,5911
74,7000,3,0,5896
75,7000,3,7,5898
76,7000,3,3,5878
77,7000,3,0,5892
78,7000,3,0,5893
79,7000,3,0,5876
80,7000,3,2,5915
81,7000,3,0,5879
82,7000,3,0,5889
83,7000,3,4,5896
84,7000,3,0,5854
85,7000,3,0,5886
86,7000,3,0,5871
87,7000,3,0,5884
88,7000,3,0,5885
89,7000,3,0,5876
90,7000,3,0,5889
91,7000,3,0,5908
92,7000,3,0,5877
93,7000,3,0,5863
94,7000,3,2,5867
95,7000,3,0,5875
96,7000,3,0,5892
97,7000,3,14,5854
98,7000,3,3,5858
99,7000,3,0,5902
