,n,k,n_changes_eadam,n_matches
0,5000,6,578,4640
1,5000,6,548,4634
2,5000,6,624,4641
3,5000,6,488,4620
4,5000,6,564,4641
5,5000,6,532,4631
6,5000,6,518,4640
7,5000,6,592,4637
8,5000,6,522,4641
9,5000,6,634,4646
10,5000,6,486,4634
11,5000,6,514,4662
12,5000,6,596,4627
13,5000,6,530,4636
14,5000,6,558,4642
15,5000,6,416,4629
16,5000,6,394,4617
17,5000,6,488,4646
18,5000,6,632,4646
19,5000,6,578,4632
20,5000,6,382,4638
21,5000,6,546,4633
22,5000,6,560,4646
23,5000,6,406,4634
24,5000,6,630,4667
25,5000,6,532,4617
26,5000,6,536,4626
27,5000,6,600,4626
28,5000,6,418,4647
29,5000,6,392,4638
30,5000,6,534,4654
31,5000,6,558,4651
32,5000,6,516,4669
33,5000,6,510,4638
34,5000,6,588,4651
35,5000,6,526,4637
36,5000,6,418,4649
37,5000,6,440,4650
38,5000,6,404,4644
39,5000,6,634,4647
40,5000,6,578,4644
41,5000,6,406,4620
42,5000,6,366,4619
43,5000,6,594,4644
44,5000,6,614,4619
45,5000,6,572,4619
46,5000,6,518,4621
47,5000,6,534,4632
48,5000,6,572,4636
49,5000,6,400,4639
50,5000,6,476,4650
51,5000,6,524,4648
52,5000,6,532,4646
53,5000,6,542,4630
54,5000,6,396,4645
55,5000,6,542,4659
56,5000,6,580,4633
57,5000,6,532,4622
58,5000,6,588,4646
59,5000,6,612,4627
60,5000,6,460,4627
61,5000,6,484,4648
62,5000,6,674,4631
63,5000,6,418,4639
64,5000,6,484,4642
65,5000,6,240,4624
66,5000,6,574,4650
67,5000,6,442,4630
68,5000,6,510,4628
69,5000,6,452,4625
70,5000,6,520,4620
71,5000,6,584,4650
72,5000,6,538,4635
73,5000,6,500,4639
74,5000,6,634,4637
75,5000,6,626,4656
76,5000,6,414,4618
77,5000,6,450,4660
78,5000,6,382,4635
79,5000,6,504,4644
80,5000,6,484,4648
81,5000,6,214,4620
82,5000,6,604,4635
83,5000,6,594,4637
84,5000,6,504,4647
85,5000,6,484,4621
86,5000,6,524,4634
87,5000,6,602,4654
88,5000,6,444,4627
89,5000,6,552,4651
90,5000,6,484,4651
91,5000,6,398,4616
92,5000,6,462,4621
93,5000,6,666,4619
94,5000,6,570,4661
95,5000,6,452,4639
96,5000,6,662,4632
97,5000,6,530,4666
98,5000,6,430,4650
99,5000,6,440,4648
