,n,k,n_changes,n_matches
0,2000,6,134,1848
1,2000,6,156,1854
2,2000,6,199,1861
3,2000,6,188,1846
4,2000,6,211,1859
5,2000,6,200,1858
6,2000,6,141,1858
7,2000,6,126,1852
8,2000,6,124,1866
9,2000,6,175,1856
10,2000,6,170,1856
11,2000,6,173,1842
12,2000,6,102,1856
13,2000,6,196,1860
14,2000,6,158,1858
15,2000,6,94,1852
16,2000,6,164,1853
17,2000,6,185,1848
18,2000,6,221,1854
19,2000,6,233,1864
20,2000,6,222,1848
21,2000,6,149,1854
22,2000,6,195,1863
23,2000,6,158,1859
24,2000,6,161,1853
25,2000,6,145,1848
26,2000,6,176,1849
27,2000,6,189,1857
28,2000,6,174,1857
29,2000,6,131,1854
30,2000,6,143,1854
31,2000,6,168,1848
32,2000,6,133,1866
33,2000,6,165,1859
34,2000,6,178,1856
35,2000,6,146,1859
36,2000,6,146,1856
37,2000,6,192,1859
38,2000,6,206,1852
39,2000,6,152,1851
40,2000,6,268,1850
41,2000,6,148,1865
42,2000,6,103,1852
43,2000,6,254,1855
44,2000,6,225,1853
45,2000,6,113,1859
46,2000,6,48,1846
47,2000,6,112,1849
48,2000,6,170,1864
49,2000,6,164,1856
50,2000,6,116,1850
51,2000,6,172,1855
52,2000,6,160,1844
53,2000,6,236,1847
54,2000,6,135,1871
55,2000,6,162,1859
56,2000,6,233,1860
57,2000,6,135,1866
58,2000,6,174,1851
59,2000,6,166,1860
60,2000,6,154,1859
61,2000,6,223,1845
62,2000,6,163,1847
63,2000,6,177,1855
64,2000,6,184,1845
65,2000,6,204,1850
66,2000,6,165,1850
67,2000,6,192,1855
68,2000,6,132,1859
69,2000,6,196,1864
70,2000,6,151,1859
71,2000,6,171,1864
72,2000,6,162,1851
73,2000,6,154,1859
74,2000,6,226,1852
75,2000,6,220,1849
76,2000,6,175,1860
77,2000,6,185,1850
78,2000,6,177,1851
79,2000,6,194,1870
80,2000,6,159,1849
81,2000,6,150,1842
82,2000,6,183,1853
83,2000,6,182,1859
84,2000,6,184,1873
85,2000,6,157,1863
86,2000,6,194,1858
87,2000,6,214,1854
88,2000,6,206,1844
89,2000,6,110,1843
90,2000,6,115,1861
91,2000,6,138,1833
92,2000,6,132,1858
93,2000,6,135,1857
94,2000,6,120,1847
95,2000,6,181,1851
96,2000,6,156,1864
97,2000,6,140,1860
98,2000,6,108,1840
99,2000,6,129,1856
