,n,k,n_changes_eadam,n_matches
0,4000,7,778,3773
1,4000,7,712,3765
2,4000,7,974,3771
3,4000,7,592,3776
4,4000,7,518,3745
5,4000,7,794,3756
6,4000,7,750,3762
7,4000,7,852,3756
8,4000,7,712,3757
9,4000,7,890,3774
10,4000,7,882,3777
11,4000,7,778,3761
12,4000,7,752,3769
13,4000,7,762,3749
14,4000,7,682,3756
15,4000,7,736,3761
16,4000,7,922,3761
17,4000,7,762,3776
18,4000,7,720,3765
19,4000,7,830,3765
20,4000,7,714,3758
21,4000,7,824,3766
22,4000,7,578,3753
23,4000,7,624,3766
24,4000,7,998,3762
25,4000,7,744,3784
26,4000,7,750,3762
27,4000,7,668,3773
28,4000,7,750,3756
29,4000,7,760,3758
30,4000,7,666,3776
31,4000,7,772,3760
32,4000,7,626,3758
33,4000,7,822,3761
34,4000,7,772,3751
35,4000,7,758,3783
36,4000,7,898,3769
37,4000,7,664,3783
38,4000,7,754,3771
39,4000,7,682,3754
40,4000,7,772,3779
41,4000,7,756,3767
42,4000,7,618,3776
43,4000,7,864,3772
44,4000,7,732,3777
45,4000,7,746,3775
46,4000,7,690,3753
47,4000,7,744,3750
48,4000,7,758,3770
49,4000,7,698,3774
50,4000,7,678,3753
51,4000,7,642,3779
52,4000,7,654,3771
53,4000,7,774,3776
54,4000,7,836,3767
55,4000,7,866,3762
56,4000,7,690,3778
57,4000,7,638,3767
58,4000,7,868,3763
59,4000,7,668,3770
60,4000,7,788,3773
61,4000,7,782,3762
62,4000,7,626,3765
63,4000,7,618,3768
64,4000,7,932,3765
65,4000,7,752,3747
66,4000,7,600,3771
67,4000,7,604,3760
68,4000,7,606,3766
69,4000,7,876,3778
70,4000,7,812,3764
71,4000,7,760,3781
72,4000,7,796,3750
73,4000,7,752,3758
74,4000,7,700,3755
75,4000,7,732,3778
76,4000,7,710,3752
77,4000,7,712,3762
78,4000,7,656,3750
79,4000,7,762,3763
80,4000,7,750,3763
81,4000,7,760,3749
82,4000,7,762,3761
83,4000,7,774,3761
84,4000,7,804,3766
85,4000,7,858,3757
86,4000,7,842,3775
87,4000,7,882,3768
88,4000,7,694,3754
89,4000,7,884,3761
90,4000,7,834,3773
91,4000,7,728,3757
92,4000,7,704,3759
93,4000,7,768,3757
94,4000,7,782,3758
95,4000,7,864,3762
96,4000,7,654,3753
97,4000,7,836,3764
98,4000,7,876,3765
99,4000,7,712,3760
