,n,k,n_changes_eadam,n_matches
0,9000,7,1836,8506
1,9000,7,1542,8452
2,9000,7,1958,8447
3,9000,7,1536,8471
4,9000,7,1658,8487
5,9000,7,1470,8457
6,9000,7,1624,8446
7,9000,7,1946,8473
8,9000,7,1960,8486
9,9000,7,1968,8501
10,9000,7,1496,8474
11,9000,7,1694,8451
12,9000,7,1372,8492
13,9000,7,1584,8463
14,9000,7,1856,8461
15,9000,7,1532,8479
16,9000,7,1666,8462
17,9000,7,1670,8467
18,9000,7,1824,8508
19,9000,7,1532,8460
20,9000,7,1748,8483
21,9000,7,1616,8481
22,9000,7,1482,8461
23,9000,7,1574,8473
24,9000,7,1402,8458
25,9000,7,1808,8487
26,9000,7,1716,8482
27,9000,7,1716,8456
28,9000,7,1736,8466
29,9000,7,1526,8439
30,9000,7,1528,8483
31,9000,7,1962,8476
32,9000,7,2010,8473
33,9000,7,1748,8477
34,9000,7,1666,8468
35,9000,7,1798,8469
36,9000,7,1668,8466
37,9000,7,1864,8472
38,9000,7,1440,8481
39,9000,7,1468,8461
40,9000,7,1676,8460
41,9000,7,1742,8457
42,9000,7,1780,8482
43,9000,7,1604,8477
44,9000,7,1394,8455
45,9000,7,1454,8463
46,9000,7,1754,8466
47,9000,7,1592,8457
48,9000,7,1978,8483
49,9000,7,1462,8460
50,9000,7,1548,8463
51,9000,7,1646,8446
52,9000,7,1678,8473
53,9000,7,1546,8478
54,9000,7,1690,8448
55,9000,7,1600,8438
56,9000,7,1774,8451
57,9000,7,1458,8457
58,9000,7,1568,8475
59,9000,7,1362,8467
60,9000,7,1944,8488
61,9000,7,1720,8498
62,9000,7,1714,8488
63,9000,7,1592,8470
64,9000,7,1644,8467
65,9000,7,1818,8473
66,9000,7,1518,8460
67,9000,7,1756,8460
68,9000,7,1822,8480
69,9000,7,1646,8468
70,9000,7,1704,8478
71,9000,7,1932,8449
72,9000,7,1736,8459
73,9000,7,1582,8457
74,9000,7,1854,8482
75,9000,7,1810,8463
76,9000,7,1728,8470
77,9000,7,1876,8453
78,9000,7,1744,8484
79,9000,7,1660,8470
80,9000,7,1916,8466
81,9000,7,1944,8488
82,9000,7,1670,8468
83,9000,7,1838,8478
84,9000,7,1772,8462
85,9000,7,2082,8457
86,9000,7,1754,8453
87,9000,7,1796,8457
88,9000,7,1884,8462
89,9000,7,1556,8464
90,9000,7,1556,8466
91,9000,7,1528,8484
92,9000,7,1828,8481
93,9000,7,1784,8459
94,9000,7,1352,8460
95,9000,7,1714,8479
96,9000,7,1548,8448
97,9000,7,1522,8456
98,9000,7,1942,8462
99,9000,7,1550,8459
