,n,k,n_changes_eadam,n_matches
0,7000,8,1844,6646
1,7000,8,2000,6659
2,7000,8,1656,6674
3,7000,8,1964,6646
4,7000,8,1906,6667
5,7000,8,1792,6662
6,7000,8,1650,6664
7,7000,8,1706,6651
8,7000,8,1880,6673
9,7000,8,1530,6637
10,7000,8,2118,6667
11,7000,8,2038,6664
12,7000,8,1696,6667
13,7000,8,1964,6665
14,7000,8,1830,6655
15,7000,8,1830,6648
16,7000,8,1850,6663
17,7000,8,1728,6666
18,7000,8,2124,6642
19,7000,8,1668,6663
20,7000,8,2060,6635
21,7000,8,2022,6673
22,7000,8,2100,6658
23,7000,8,2078,6652
24,7000,8,2120,6644
25,7000,8,1904,6631
26,7000,8,2106,6651
27,7000,8,1656,6655
28,7000,8,1998,6664
29,7000,8,2124,6675
30,7000,8,1784,6638
31,7000,8,1676,6677
32,7000,8,1826,6654
33,7000,8,2060,6650
34,7000,8,2066,6648
35,7000,8,1732,6654
36,7000,8,1722,6637
37,7000,8,1852,6657
38,7000,8,1654,6673
39,7000,8,1840,6676
40,7000,8,2152,6682
41,7000,8,2068,6646
42,7000,8,2130,6677
43,7000,8,2072,6653
44,7000,8,1936,6667
45,7000,8,2042,6680
46,7000,8,1744,6656
47,7000,8,1748,6662
48,7000,8,2018,6679
49,7000,8,1826,6677
50,7000,8,1568,6649
51,7000,8,1794,6641
52,7000,8,1936,6660
53,7000,8,2070,6644
54,7000,8,1986,6664
55,7000,8,1952,6658
56,7000,8,1986,6661
57,7000,8,1734,6668
58,7000,8,1754,6666
59,7000,8,1978,6672
60,7000,8,1992,6664
61,7000,8,1854,6657
62,7000,8,1706,6644
63,7000,8,2004,6665
64,7000,8,2004,6656
65,7000,8,1942,6656
66,7000,8,1834,6657
67,7000,8,1752,6674
68,7000,8,1986,6658
69,7000,8,1964,6640
70,7000,8,2138,6661
71,7000,8,1866,6665
72,7000,8,2158,6664
73,7000,8,1998,6651
74,7000,8,1562,6660
75,7000,8,2016,6671
76,7000,8,1744,6653
77,7000,8,2094,6651
78,7000,8,1994,6636
79,7000,8,1910,6639
80,7000,8,1978,6670
81,7000,8,1724,6651
82,7000,8,1954,6653
83,7000,8,1874,6677
84,7000,8,1892,6675
85,7000,8,2092,6659
86,7000,8,2176,6663
87,7000,8,1900,6668
88,7000,8,2018,6664
89,7000,8,2072,6676
90,7000,8,1932,6685
91,7000,8,1850,6658
92,7000,8,1922,6668
93,7000,8,1820,6637
94,7000,8,1914,6651
95,7000,8,2064,6685
96,7000,8,1950,6643
97,7000,8,2016,6660
98,7000,8,1680,6646
99,7000,8,1974,6656
