,n,k,n_changes_eadam,n_matches
0,8000,7,1502,7519
1,8000,7,1740,7532
2,8000,7,1552,7518
3,8000,7,1340,7546
4,8000,7,1364,7528
5,8000,7,1462,7526
6,8000,7,1416,7538
7,8000,7,1274,7506
8,8000,7,1586,7521
9,8000,7,1620,7524
10,8000,7,1402,7547
11,8000,7,1592,7509
12,8000,7,1832,7524
13,8000,7,1442,7501
14,8000,7,1498,7534
15,8000,7,1576,7534
16,8000,7,1214,7509
17,8000,7,1518,7529
18,8000,7,1566,7540
19,8000,7,1448,7541
20,8000,7,1756,7518
21,8000,7,1878,7520
22,8000,7,1568,7525
23,8000,7,1520,7532
24,8000,7,1512,7523
25,8000,7,1376,7552
26,8000,7,1324,7536
27,8000,7,1524,7514
28,8000,7,1432,7526
29,8000,7,1502,7513
30,8000,7,1484,7531
31,8000,7,1426,7538
32,8000,7,1280,7547
33,8000,7,1340,7531
34,8000,7,1442,7521
35,8000,7,1528,7519
36,8000,7,1358,7506
37,8000,7,1332,7503
38,8000,7,1594,7539
39,8000,7,1532,7527
40,8000,7,1468,7528
41,8000,7,1486,7513
42,8000,7,1500,7529
43,8000,7,1516,7537
44,8000,7,1358,7529
45,8000,7,1340,7534
46,8000,7,1712,7526
47,8000,7,1496,7519
48,8000,7,1286,7506
49,8000,7,1504,7531
50,8000,7,1468,7523
51,8000,7,1494,7524
52,8000,7,1280,7531
53,8000,7,1436,7533
54,8000,7,1204,7534
55,8000,7,1570,7535
56,8000,7,1160,7555
57,8000,7,1428,7540
58,8000,7,1426,7547
59,8000,7,1350,7524
60,8000,7,1670,7536
61,8000,7,1618,7522
62,8000,7,1452,7520
63,8000,7,1382,7538
64,8000,7,1468,7536
65,8000,7,1342,7514
66,8000,7,1418,7549
67,8000,7,1258,7524
68,8000,7,1616,7525
69,8000,7,1470,7523
70,8000,7,1606,7520
71,8000,7,1702,7523
72,8000,7,1288,7528
73,8000,7,1514,7518
74,8000,7,1514,7550
75,8000,7,1348,7515
76,8000,7,1162,7540
77,8000,7,1272,7535
78,8000,7,1230,7500
79,8000,7,1624,7548
80,8000,7,1572,7525
81,8000,7,1584,7557
82,8000,7,1436,7546
83,8000,7,1380,7521
84,8000,7,1512,7530
85,8000,7,1514,7518
86,8000,7,1482,7512
87,8000,7,1194,7514
88,8000,7,1710,7517
89,8000,7,1420,7517
90,8000,7,1512,7521
91,8000,7,1578,7532
92,8000,7,1464,7531
93,8000,7,1412,7529
94,8000,7,1196,7540
95,8000,7,1774,7547
96,8000,7,1484,7518
97,8000,7,1428,7524
98,8000,7,1560,7544
99,8000,7,1500,7524
