,n,k,n_changes,n_matches
0,1000,5,56,896
1,1000,5,30,908
2,1000,5,10,910
3,1000,5,73,908
4,1000,5,69,899
5,1000,5,12,899
6,1000,5,20,904
7,1000,5,0,917
8,1000,5,0,914
9,1000,5,59,900
10,1000,5,10,905
11,1000,5,5,909
12,1000,5,34,909
13,1000,5,21,904
14,1000,5,36,904
15,1000,5,2,909
16,1000,5,29,905
17,1000,5,25,905
18,1000,5,40,904
19,1000,5,46,913
20,1000,5,0,907
21,1000,5,35,901
22,1000,5,73,912
23,1000,5,9,910
24,1000,5,41,907
25,1000,5,45,908
26,1000,5,85,914
27,1000,5,3,910
28,1000,5,5,902
29,1000,5,63,904
30,1000,5,42,908
31,1000,5,16,903
32,1000,5,2,909
33,1000,5,52,908
34,1000,5,27,898
35,1000,5,17,910
36,1000,5,2,902
37,1000,5,47,916
38,1000,5,23,911
39,1000,5,13,909
40,1000,5,18,912
41,1000,5,12,911
42,1000,5,31,915
43,1000,5,26,905
44,1000,5,27,909
45,1000,5,11,915
46,1000,5,57,903
47,1000,5,0,912
48,1000,5,14,899
49,1000,5,44,915
50,1000,5,45,914
51,1000,5,10,905
52,1000,5,41,911
53,1000,5,0,913
54,1000,5,16,915
55,1000,5,65,902
56,1000,5,27,903
57,1000,5,11,910
58,1000,5,18,909
59,1000,5,41,917
60,1000,5,41,905
61,1000,5,21,909
62,1000,5,37,913
63,1000,5,46,913
64,1000,5,11,913
65,1000,5,26,916
66,1000,5,16,897
67,1000,5,37,904
68,1000,5,50,914
69,1000,5,55,908
70,1000,5,23,909
71,1000,5,27,906
72,1000,5,23,895
73,1000,5,24,903
74,1000,5,9,900
75,1000,5,27,913
76,1000,5,16,904
77,1000,5,52,913
78,1000,5,52,904
79,1000,5,38,907
80,1000,5,84,921
81,1000,5,40,912
82,1000,5,41,901
83,1000,5,13,914
84,1000,5,30,913
85,1000,5,4,898
86,1000,5,6,915
87,1000,5,28,909
88,1000,5,0,907
89,1000,5,12,903
90,1000,5,16,922
91,1000,5,31,910
92,1000,5,22,896
93,1000,5,18,914
94,1000,5,60,910
95,1000,5,30,903
96,1000,5,11,908
97,1000,5,18,904
98,1000,5,39,905
99,1000,5,31,912
