,n,k,n_changes_eadam,n_matches
0,9000,6,886,8329
1,9000,6,820,8337
2,9000,6,874,8360
3,9000,6,1008,8322
4,9000,6,710,8318
5,9000,6,1142,8348
6,9000,6,924,8341
7,9000,6,702,8361
8,9000,6,822,8362
9,9000,6,970,8325
10,9000,6,728,8369
11,9000,6,838,8356
12,9000,6,724,8339
13,9000,6,720,8349
14,9000,6,794,8366
15,9000,6,888,8360
16,9000,6,846,8355
17,9000,6,804,8352
18,9000,6,922,8334
19,9000,6,1060,8340
20,9000,6,784,8349
21,9000,6,728,8344
22,9000,6,1126,8360
23,9000,6,858,8350
24,9000,6,814,8364
25,9000,6,810,8356
26,9000,6,784,8345
27,9000,6,800,8358
28,9000,6,938,8350
29,9000,6,836,8362
30,9000,6,616,8339
31,9000,6,1072,8330
32,9000,6,890,8305
33,9000,6,650,8364
34,9000,6,636,8333
35,9000,6,832,8351
36,9000,6,966,8322
37,9000,6,1004,8329
38,9000,6,796,8327
39,9000,6,986,8374
40,9000,6,1094,8369
41,9000,6,656,8318
42,9000,6,1054,8357
43,9000,6,722,8335
44,9000,6,828,8343
45,9000,6,724,8373
46,9000,6,644,8356
47,9000,6,634,8343
48,9000,6,824,8348
49,9000,6,888,8355
50,9000,6,860,8362
51,9000,6,750,8357
52,9000,6,1002,8341
53,9000,6,860,8374
54,9000,6,562,8369
55,9000,6,938,8372
56,9000,6,874,8345
57,9000,6,798,8349
58,9000,6,732,8380
59,9000,6,980,8348
60,9000,6,838,8331
61,9000,6,788,8328
62,9000,6,772,8364
63,9000,6,908,8340
64,9000,6,678,8345
65,9000,6,1018,8331
66,9000,6,1012,8349
67,9000,6,910,8362
68,9000,6,826,8348
69,9000,6,702,8345
70,9000,6,1038,8379
71,9000,6,864,8342
72,9000,6,880,8321
73,9000,6,938,8344
74,9000,6,928,8337
75,9000,6,576,8344
76,9000,6,920,8352
77,9000,6,968,8341
78,9000,6,938,8333
79,9000,6,866,8333
80,9000,6,996,8341
81,9000,6,694,8326
82,9000,6,1058,8314
83,9000,6,944,8368
84,9000,6,868,8355
85,9000,6,850,8376
86,9000,6,908,8351
87,9000,6,776,8360
88,9000,6,776,8351
89,9000,6,686,8371
90,9000,6,860,8329
91,9000,6,894,8337
92,9000,6,824,8343
93,9000,6,784,8370
94,9000,6,588,8359
95,9000,6,958,8367
96,9000,6,776,8356
97,9000,6,822,8315
98,9000,6,1064,8359
99,9000,6,642,8321
