,n,k,n_changes,n_matches
0,3000,6,146,2790
1,3000,6,184,2767
2,3000,6,175,2790
3,3000,6,246,2777
4,3000,6,313,2794
5,3000,6,245,2780
6,3000,6,330,2780
7,3000,6,287,2776
8,3000,6,213,2790
9,3000,6,241,2781
10,3000,6,217,2771
11,3000,6,269,2779
12,3000,6,244,2784
13,3000,6,283,2800
14,3000,6,235,2802
15,3000,6,187,2775
16,3000,6,224,2769
17,3000,6,331,2788
18,3000,6,341,2770
19,3000,6,165,2774
20,3000,6,264,2794
21,3000,6,206,2775
22,3000,6,299,2788
23,3000,6,265,2775
24,3000,6,221,2793
25,3000,6,283,2771
26,3000,6,168,2791
27,3000,6,150,2787
28,3000,6,318,2772
29,3000,6,296,2793
30,3000,6,322,2771
31,3000,6,263,2787
32,3000,6,264,2793
33,3000,6,152,2775
34,3000,6,347,2792
35,3000,6,302,2784
36,3000,6,289,2789
37,3000,6,187,2799
38,3000,6,223,2798
39,3000,6,199,2784
40,3000,6,317,2800
41,3000,6,133,2782
42,3000,6,313,2781
43,3000,6,329,2778
44,3000,6,201,2761
45,3000,6,206,2796
46,3000,6,277,2779
47,3000,6,125,2803
48,3000,6,261,2787
49,3000,6,286,2775
50,3000,6,437,2779
51,3000,6,207,2800
52,3000,6,230,2785
53,3000,6,281,2787
54,3000,6,126,2774
55,3000,6,217,2795
56,3000,6,139,2787
57,3000,6,235,2780
58,3000,6,282,2787
59,3000,6,270,2772
60,3000,6,298,2798
61,3000,6,193,2773
62,3000,6,144,2779
63,3000,6,187,2777
64,3000,6,252,2779
65,3000,6,301,2782
66,3000,6,283,2779
67,3000,6,199,2792
68,3000,6,239,2773
69,3000,6,340,2779
70,3000,6,263,2777
71,3000,6,162,2789
72,3000,6,225,2792
73,3000,6,372,2792
74,3000,6,254,2791
75,3000,6,259,2794
76,3000,6,183,2791
77,3000,6,296,2805
78,3000,6,266,2770
79,3000,6,266,2792
80,3000,6,200,2773
81,3000,6,201,2776
82,3000,6,350,2784
83,3000,6,242,2777
84,3000,6,254,2783
85,3000,6,218,2778
86,3000,6,306,2784
87,3000,6,191,2782
88,3000,6,311,2776
89,3000,6,262,2783
90,3000,6,357,2778
91,3000,6,320,2772
92,3000,6,175,2772
93,3000,6,232,2789
94,3000,6,143,2767
95,3000,6,353,2770
96,3000,6,233,2781
97,3000,6,327,2782
98,3000,6,192,2788
99,3000,6,108,2787
