,n,k,n_changes_eadam,n_matches
0,2000,6,218,1848
1,2000,6,234,1854
2,2000,6,298,1861
3,2000,6,252,1846
4,2000,6,318,1859
5,2000,6,254,1858
6,2000,6,176,1858
7,2000,6,132,1852
8,2000,6,130,1866
9,2000,6,254,1856
10,2000,6,238,1856
11,2000,6,198,1842
12,2000,6,114,1856
13,2000,6,232,1860
14,2000,6,226,1858
15,2000,6,100,1852
16,2000,6,170,1853
17,2000,6,240,1848
18,2000,6,266,1854
19,2000,6,298,1864
20,2000,6,320,1848
21,2000,6,126,1854
22,2000,6,232,1863
23,2000,6,200,1859
24,2000,6,202,1853
25,2000,6,176,1848
26,2000,6,170,1849
27,2000,6,220,1857
28,2000,6,244,1857
29,2000,6,170,1854
30,2000,6,196,1854
31,2000,6,180,1848
32,2000,6,208,1866
33,2000,6,186,1859
34,2000,6,262,1856
35,2000,6,198,1859
36,2000,6,160,1856
37,2000,6,262,1859
38,2000,6,296,1852
39,2000,6,160,1851
40,2000,6,300,1850
41,2000,6,186,1865
42,2000,6,150,1852
43,2000,6,300,1855
44,2000,6,298,1853
45,2000,6,148,1859
46,2000,6,94,1846
47,2000,6,116,1849
48,2000,6,224,1864
49,2000,6,194,1856
50,2000,6,164,1850
51,2000,6,188,1855
52,2000,6,248,1844
53,2000,6,254,1847
54,2000,6,170,1871
55,2000,6,292,1859
56,2000,6,272,1860
57,2000,6,208,1866
58,2000,6,180,1851
59,2000,6,220,1860
60,2000,6,216,1859
61,2000,6,310,1845
62,2000,6,174,1847
63,2000,6,252,1855
64,2000,6,240,1845
65,2000,6,276,1850
66,2000,6,190,1850
67,2000,6,224,1855
68,2000,6,238,1859
69,2000,6,226,1864
70,2000,6,222,1859
71,2000,6,180,1864
72,2000,6,166,1851
73,2000,6,156,1859
74,2000,6,270,1852
75,2000,6,312,1849
76,2000,6,226,1860
77,2000,6,258,1850
78,2000,6,218,1851
79,2000,6,260,1870
80,2000,6,238,1849
81,2000,6,174,1842
82,2000,6,258,1853
83,2000,6,230,1859
84,2000,6,250,1873
85,2000,6,170,1863
86,2000,6,254,1858
87,2000,6,336,1854
88,2000,6,242,1844
89,2000,6,164,1843
90,2000,6,150,1861
91,2000,6,180,1833
92,2000,6,182,1858
93,2000,6,188,1857
94,2000,6,140,1847
95,2000,6,280,1851
96,2000,6,188,1864
97,2000,6,188,1860
98,2000,6,138,1840
99,2000,6,170,1856
