,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,8000,7,5,0.0006649820454847719
1,8000,7,606,0.08059582391275436
2,8000,7,72,0.009575741454980715
3,8000,7,11,0.001462960500066498
4,8000,7,52,0.006915813273041628
5,8000,7,5,0.0006649820454847719
6,8000,7,338,0.04487519915029209
7,8000,7,377,0.050053106744556555
8,8000,7,105,0.013940520446096654
9,8000,7,29,0.0038502389803505045
10,8000,7,4,0.0005310674455655868
11,8000,7,11,0.0014604354753053638
12,8000,7,4,0.0005310674455655868
13,8000,7,2,0.0002655337227827934
14,8000,7,401,0.05333865389731311
15,8000,7,271,0.03604682096302208
16,8000,7,72,0.009577015163607342
17,8000,7,14,0.00186219739292365
18,8000,7,3,0.0003990422984836393
19,8000,7,7,0.000931098696461825
20,8000,7,5,0.0006650704974727321
21,8000,7,3,0.0003990422984836393
22,8000,7,303,0.04015372382719321
23,8000,7,59,0.007818711900344553
24,8000,7,80,0.010601643254704479
25,8000,7,27,0.0035780545984627618
26,8000,7,114,0.015107341637953882
27,8000,7,12,0.0015902464882056719
28,8000,7,15,0.0019878081102570897
29,8000,7,11,0.0014577259475218659
30,8000,7,16,0.0021203286509408957
31,8000,7,7,0.0009276437847866419
32,8000,7,15,0.0019878081102570897
33,8000,7,8,0.0010601643254704478
34,8000,7,3,0.00039756162205141797
35,8000,7,120,0.015940488841657812
36,8000,7,362,0.04808714133900106
37,8000,7,25,0.0033209351753453772
38,8000,7,89,0.011822529224229543
39,8000,7,34,0.004516471838469713
40,8000,7,13,0.0017268862911795962
41,8000,7,10,0.001328374070138151
42,8000,7,26,0.0034537725823591925
43,8000,7,3,0.00039851222104144525
44,8000,7,456,0.0605899548232793
45,8000,7,145,0.01926654265213925
46,8000,7,30,0.003986181238373638
47,8000,7,16,0.002125963327132607
48,8000,7,20,0.0026574541589157587
49,8000,7,26,0.0034546904065904864
50,8000,7,3,0.0003986181238373638
51,8000,7,33,0.004384799362211002
52,8000,7,2,0.00026574541589157585
53,8000,7,488,0.06473865746882462
54,8000,7,23,0.0030512072167683734
55,8000,7,141,0.018705226850623508
56,8000,7,22,0.0029185460334306182
57,8000,7,9,0.0011939506500397983
58,8000,7,16,0.0021225789334040858
59,8000,7,2,0.0002653223666755107
60,8000,7,7,0.0009286282833642876
61,8000,7,177,0.02358113509192646
62,8000,7,218,0.029043431921129764
63,8000,7,36,0.004796163069544364
64,8000,7,4,0.0005329070077271516
65,8000,7,103,0.013722355448974153
66,8000,7,15,0.0019984012789768186
67,8000,7,28,0.0037303490540900614
68,8000,7,19,0.0025313082867039704
69,8000,7,30,0.003996802557953637
70,8000,7,5,0.0006661337596589396
71,8000,7,2,0.0002664535038635758
72,8000,7,513,0.0682090147586757
73,8000,7,7,0.0009307272969020078
74,8000,7,12,0.0015955325089748703
75,8000,7,19,0.002526259805876878
76,8000,7,179,0.023800026592208482
77,8000,7,2,0.00026592208482914504
78,8000,7,21,0.002792181890706023
79,8000,7,14,0.0018614545938040155
80,8000,7,5,0.0006648052120728626
81,8000,7,2,0.00026592208482914504
82,8000,7,11,0.0014625714665602977
83,8000,7,4,0.0005318441696582901
84,8000,7,4,0.0005318441696582901
85,8000,7,341,0.04532163742690058
86,8000,7,72,0.009569377990430622
87,8000,7,366,0.04864433811802233
88,8000,7,12,0.001594896331738437
89,8000,7,6,0.0007974481658692185
90,8000,7,7,0.0009303561935140882
91,8000,7,6,0.0007974481658692185
92,8000,7,17,0.0022525506823903537
93,8000,7,4,0.0005300119252683185
94,8000,7,79,0.01046773552404929
95,8000,7,296,0.03922088246985557
96,8000,7,64,0.008480190804293096
97,8000,7,79,0.01046773552404929
