,n,k,n_changes_eadam,n_matches
0,7000,5,154,6366
1,7000,5,74,6350
2,7000,5,220,6365
3,7000,5,226,6349
4,7000,5,180,6354
5,7000,5,274,6341
6,7000,5,218,6360
7,7000,5,242,6377
8,7000,5,224,6347
9,7000,5,66,6356
10,7000,5,190,6357
11,7000,5,168,6338
12,7000,5,72,6361
13,7000,5,150,6354
14,7000,5,360,6342
15,7000,5,116,6336
16,7000,5,294,6340
17,7000,5,126,6376
18,7000,5,182,6359
19,7000,5,156,6339
20,7000,5,234,6363
21,7000,5,144,6347
22,7000,5,200,6368
23,7000,5,274,6369
24,7000,5,140,6384
25,7000,5,102,6368
26,7000,5,272,6371
27,7000,5,130,6364
28,7000,5,94,6362
29,7000,5,136,6350
30,7000,5,96,6340
31,7000,5,208,6372
32,7000,5,144,6366
33,7000,5,222,6373
34,7000,5,130,6368
35,7000,5,248,6357
36,7000,5,120,6360
37,7000,5,198,6377
38,7000,5,46,6377
39,7000,5,198,6376
40,7000,5,118,6357
41,7000,5,134,6365
42,7000,5,160,6364
43,7000,5,124,6372
44,7000,5,170,6350
45,7000,5,198,6353
46,7000,5,212,6361
47,7000,5,268,6341
48,7000,5,164,6339
49,7000,5,368,6375
50,7000,5,108,6343
51,7000,5,174,6359
52,7000,5,152,6335
53,7000,5,166,6354
54,7000,5,28,6372
55,7000,5,90,6357
56,7000,5,104,6357
57,7000,5,158,6362
58,7000,5,232,6393
59,7000,5,152,6351
60,7000,5,166,6342
61,7000,5,74,6375
62,7000,5,210,6377
63,7000,5,338,6368
64,7000,5,188,6386
65,7000,5,86,6344
66,7000,5,148,6375
67,7000,5,70,6341
68,7000,5,20,6359
69,7000,5,194,6373
70,7000,5,86,6359
71,7000,5,56,6346
72,7000,5,196,6372
73,7000,5,138,6381
74,7000,5,200,6348
75,7000,5,70,6370
76,7000,5,326,6359
77,7000,5,124,6362
78,7000,5,330,6343
79,7000,5,166,6395
80,7000,5,112,6377
81,7000,5,182,6383
82,7000,5,200,6353
83,7000,5,232,6365
84,7000,5,80,6356
85,7000,5,122,6355
86,7000,5,216,6343
87,7000,5,196,6358
88,7000,5,222,6354
89,7000,5,178,6368
90,7000,5,252,6372
91,7000,5,146,6374
92,7000,5,120,6383
93,7000,5,322,6372
94,7000,5,216,6369
95,7000,5,242,6362
96,7000,5,222,6383
97,7000,5,168,6358
98,7000,5,160,6356
99,7000,5,280,6385
