,n,k,n_changes,n_matches
0,7000,6,625,6518
1,7000,6,595,6502
2,7000,6,692,6490
3,7000,6,637,6487
4,7000,6,520,6500
5,7000,6,577,6489
6,7000,6,518,6504
7,7000,6,653,6488
8,7000,6,524,6500
9,7000,6,586,6496
10,7000,6,517,6491
11,7000,6,527,6501
12,7000,6,457,6481
13,7000,6,615,6471
14,7000,6,528,6476
15,7000,6,724,6500
16,7000,6,476,6506
17,7000,6,555,6482
18,7000,6,679,6517
19,7000,6,778,6502
20,7000,6,582,6472
21,7000,6,713,6505
22,7000,6,647,6506
23,7000,6,642,6517
24,7000,6,652,6472
25,7000,6,639,6513
26,7000,6,610,6484
27,7000,6,785,6483
28,7000,6,762,6497
29,7000,6,564,6463
30,7000,6,549,6474
31,7000,6,476,6503
32,7000,6,684,6476
33,7000,6,591,6477
34,7000,6,524,6498
35,7000,6,559,6503
36,7000,6,485,6483
37,7000,6,565,6498
38,7000,6,378,6480
39,7000,6,595,6477
40,7000,6,444,6493
41,7000,6,738,6499
42,7000,6,521,6484
43,7000,6,652,6488
44,7000,6,607,6482
45,7000,6,532,6497
46,7000,6,646,6489
47,7000,6,543,6491
48,7000,6,547,6516
49,7000,6,359,6461
50,7000,6,551,6469
51,7000,6,756,6499
52,7000,6,322,6485
53,7000,6,689,6485
54,7000,6,557,6484
55,7000,6,547,6478
56,7000,6,491,6502
57,7000,6,544,6491
58,7000,6,476,6487
59,7000,6,550,6494
60,7000,6,555,6486
61,7000,6,461,6473
62,7000,6,521,6486
63,7000,6,487,6515
64,7000,6,524,6495
65,7000,6,652,6502
66,7000,6,630,6509
67,7000,6,674,6503
68,7000,6,562,6504
69,7000,6,549,6488
70,7000,6,536,6490
71,7000,6,570,6479
72,7000,6,464,6479
73,7000,6,752,6493
74,7000,6,660,6515
75,7000,6,600,6495
76,7000,6,690,6490
77,7000,6,594,6493
78,7000,6,451,6476
79,7000,6,452,6495
80,7000,6,542,6468
81,7000,6,451,6481
82,7000,6,424,6512
83,7000,6,647,6472
84,7000,6,593,6488
85,7000,6,589,6483
86,7000,6,505,6505
87,7000,6,671,6488
88,7000,6,537,6484
89,7000,6,608,6492
90,7000,6,616,6503
91,7000,6,443,6510
92,7000,6,531,6496
93,7000,6,707,6481
94,7000,6,518,6474
95,7000,6,623,6530
96,7000,6,606,6494
97,7000,6,569,6503
98,7000,6,682,6493
99,7000,6,701,6512
