,n,k,n_changes_eadam,n_matches
0,4000,5,82,3623
1,4000,5,118,3630
2,4000,5,76,3635
3,4000,5,120,3623
4,4000,5,96,3628
5,4000,5,280,3646
6,4000,5,96,3628
7,4000,5,174,3634
8,4000,5,152,3644
9,4000,5,90,3634
10,4000,5,52,3626
11,4000,5,102,3646
12,4000,5,116,3629
13,4000,5,126,3644
14,4000,5,194,3642
15,4000,5,198,3647
16,4000,5,164,3647
17,4000,5,68,3636
18,4000,5,114,3631
19,4000,5,40,3635
20,4000,5,10,3646
21,4000,5,28,3619
22,4000,5,190,3636
23,4000,5,78,3656
24,4000,5,142,3623
25,4000,5,200,3619
26,4000,5,4,3624
27,4000,5,98,3611
28,4000,5,74,3631
29,4000,5,148,3626
30,4000,5,78,3636
31,4000,5,112,3649
32,4000,5,144,3631
33,4000,5,122,3612
34,4000,5,128,3630
35,4000,5,240,3630
36,4000,5,120,3620
37,4000,5,80,3620
38,4000,5,54,3650
39,4000,5,154,3624
40,4000,5,166,3625
41,4000,5,66,3629
42,4000,5,108,3629
43,4000,5,26,3655
44,4000,5,262,3654
45,4000,5,110,3640
46,4000,5,146,3619
47,4000,5,230,3621
48,4000,5,168,3643
49,4000,5,252,3645
50,4000,5,108,3643
51,4000,5,84,3638
52,4000,5,62,3618
53,4000,5,122,3639
54,4000,5,100,3640
55,4000,5,136,3626
56,4000,5,106,3639
57,4000,5,124,3645
58,4000,5,76,3625
59,4000,5,104,3626
60,4000,5,178,3633
61,4000,5,128,3633
62,4000,5,60,3629
63,4000,5,70,3646
64,4000,5,120,3613
65,4000,5,34,3636
66,4000,5,208,3631
67,4000,5,80,3635
68,4000,5,66,3624
69,4000,5,76,3658
70,4000,5,12,3623
71,4000,5,198,3634
72,4000,5,88,3644
73,4000,5,180,3633
74,4000,5,40,3628
75,4000,5,166,3624
76,4000,5,270,3630
77,4000,5,162,3634
78,4000,5,24,3645
79,4000,5,184,3630
80,4000,5,36,3620
81,4000,5,112,3651
82,4000,5,70,3616
83,4000,5,86,3642
84,4000,5,150,3632
85,4000,5,188,3621
86,4000,5,180,3629
87,4000,5,158,3615
88,4000,5,28,3636
89,4000,5,100,3634
90,4000,5,188,3642
91,4000,5,232,3629
92,4000,5,142,3636
93,4000,5,68,3629
94,4000,5,56,3631
95,4000,5,168,3628
96,4000,5,42,3622
97,4000,5,210,3621
98,4000,5,84,3641
99,4000,5,52,3630
