,n,k,n_changes_eadam,n_matches
0,3000,6,144,2790
1,3000,6,184,2767
2,3000,6,212,2790
3,3000,6,270,2777
4,3000,6,318,2794
5,3000,6,318,2780
6,3000,6,408,2780
7,3000,6,330,2776
8,3000,6,302,2790
9,3000,6,316,2781
10,3000,6,268,2771
11,3000,6,344,2779
12,3000,6,320,2784
13,3000,6,366,2800
14,3000,6,268,2802
15,3000,6,278,2775
16,3000,6,310,2769
17,3000,6,402,2788
18,3000,6,406,2770
19,3000,6,216,2774
20,3000,6,336,2794
21,3000,6,296,2775
22,3000,6,374,2788
23,3000,6,334,2775
24,3000,6,222,2793
25,3000,6,314,2771
26,3000,6,242,2791
27,3000,6,202,2787
28,3000,6,458,2772
29,3000,6,346,2793
30,3000,6,474,2771
31,3000,6,320,2787
32,3000,6,286,2793
33,3000,6,208,2775
34,3000,6,450,2792
35,3000,6,336,2784
36,3000,6,318,2789
37,3000,6,196,2799
38,3000,6,328,2798
39,3000,6,244,2784
40,3000,6,432,2800
41,3000,6,138,2782
42,3000,6,426,2781
43,3000,6,392,2778
44,3000,6,270,2761
45,3000,6,264,2796
46,3000,6,302,2779
47,3000,6,160,2803
48,3000,6,310,2787
49,3000,6,350,2775
50,3000,6,576,2779
51,3000,6,240,2800
52,3000,6,300,2785
53,3000,6,364,2787
54,3000,6,158,2774
55,3000,6,304,2795
56,3000,6,154,2787
57,3000,6,344,2780
58,3000,6,250,2787
59,3000,6,336,2772
60,3000,6,408,2798
61,3000,6,202,2773
62,3000,6,158,2779
63,3000,6,214,2777
64,3000,6,242,2779
65,3000,6,428,2782
66,3000,6,374,2779
67,3000,6,326,2792
68,3000,6,300,2773
69,3000,6,452,2779
70,3000,6,328,2777
71,3000,6,176,2789
72,3000,6,210,2792
73,3000,6,448,2792
74,3000,6,318,2791
75,3000,6,250,2794
76,3000,6,194,2791
77,3000,6,298,2805
78,3000,6,386,2770
79,3000,6,350,2792
80,3000,6,278,2773
81,3000,6,232,2776
82,3000,6,520,2784
83,3000,6,306,2777
84,3000,6,300,2783
85,3000,6,276,2778
86,3000,6,338,2784
87,3000,6,244,2782
88,3000,6,378,2776
89,3000,6,350,2783
90,3000,6,422,2778
91,3000,6,416,2772
92,3000,6,222,2772
93,3000,6,288,2789
94,3000,6,198,2767
95,3000,6,410,2770
96,3000,6,284,2781
97,3000,6,420,2782
98,3000,6,286,2788
99,3000,6,134,2787
