,n,k,n_changes,n_matches
0,4000,8,978,3805
1,4000,8,864,3808
2,4000,8,801,3808
3,4000,8,946,3821
4,4000,8,923,3796
5,4000,8,842,3803
6,4000,8,979,3813
7,4000,8,933,3812
8,4000,8,880,3796
9,4000,8,949,3798
10,4000,8,793,3800
11,4000,8,839,3814
12,4000,8,1017,3807
13,4000,8,1019,3798
14,4000,8,855,3804
15,4000,8,969,3813
16,4000,8,959,3808
17,4000,8,792,3804
18,4000,8,954,3798
19,4000,8,941,3810
20,4000,8,939,3791
21,4000,8,929,3804
22,4000,8,864,3787
23,4000,8,855,3810
24,4000,8,1004,3793
25,4000,8,946,3797
26,4000,8,900,3806
27,4000,8,831,3823
28,4000,8,847,3801
29,4000,8,895,3822
30,4000,8,847,3796
31,4000,8,906,3810
32,4000,8,871,3797
33,4000,8,924,3817
34,4000,8,965,3813
35,4000,8,836,3788
36,4000,8,906,3806
37,4000,8,952,3797
38,4000,8,830,3801
39,4000,8,814,3819
40,4000,8,889,3804
41,4000,8,865,3803
42,4000,8,882,3807
43,4000,8,870,3797
44,4000,8,939,3803
45,4000,8,960,3802
46,4000,8,900,3794
47,4000,8,887,3807
48,4000,8,887,3788
49,4000,8,915,3796
50,4000,8,796,3796
51,4000,8,850,3801
52,4000,8,979,3806
53,4000,8,924,3805
54,4000,8,1012,3811
55,4000,8,976,3792
56,4000,8,889,3805
57,4000,8,934,3792
58,4000,8,876,3800
59,4000,8,912,3816
60,4000,8,757,3798
61,4000,8,918,3811
62,4000,8,835,3800
63,4000,8,797,3803
64,4000,8,896,3798
65,4000,8,797,3799
66,4000,8,1013,3802
67,4000,8,930,3803
68,4000,8,936,3804
69,4000,8,823,3794
70,4000,8,841,3820
71,4000,8,770,3809
72,4000,8,909,3800
73,4000,8,879,3803
74,4000,8,885,3802
75,4000,8,960,3810
76,4000,8,877,3807
77,4000,8,805,3805
78,4000,8,901,3825
79,4000,8,785,3801
80,4000,8,907,3815
81,4000,8,831,3809
82,4000,8,870,3784
83,4000,8,950,3813
84,4000,8,957,3800
85,4000,8,820,3810
86,4000,8,735,3807
87,4000,8,962,3803
88,4000,8,901,3817
89,4000,8,829,3803
90,4000,8,808,3793
91,4000,8,794,3798
92,4000,8,900,3796
93,4000,8,748,3799
94,4000,8,673,3802
95,4000,8,957,3799
96,4000,8,935,3794
97,4000,8,865,3804
98,4000,8,844,3797
99,4000,8,881,3804
