,n,k,n_changes_eadam,n_matches
0,1000,5,112,896
1,1000,5,60,908
2,1000,5,20,910
3,1000,5,122,908
4,1000,5,90,899
5,1000,5,10,899
6,1000,5,36,904
7,1000,5,0,917
8,1000,5,0,914
9,1000,5,72,900
10,1000,5,20,905
11,1000,5,10,909
12,1000,5,46,909
13,1000,5,40,904
14,1000,5,54,904
15,1000,5,4,909
16,1000,5,58,905
17,1000,5,50,905
18,1000,5,68,904
19,1000,5,88,913
20,1000,5,0,907
21,1000,5,50,901
22,1000,5,108,912
23,1000,5,18,910
24,1000,5,68,907
25,1000,5,66,908
26,1000,5,144,914
27,1000,5,6,910
28,1000,5,10,902
29,1000,5,100,904
30,1000,5,58,908
31,1000,5,4,903
32,1000,5,4,909
33,1000,5,104,908
34,1000,5,36,898
35,1000,5,30,910
36,1000,5,4,902
37,1000,5,70,916
38,1000,5,40,911
39,1000,5,26,909
40,1000,5,28,912
41,1000,5,24,911
42,1000,5,52,915
43,1000,5,34,905
44,1000,5,50,909
45,1000,5,22,915
46,1000,5,114,903
47,1000,5,0,912
48,1000,5,22,899
49,1000,5,70,915
50,1000,5,54,914
51,1000,5,20,905
52,1000,5,52,911
53,1000,5,0,913
54,1000,5,32,915
55,1000,5,68,902
56,1000,5,44,903
57,1000,5,22,910
58,1000,5,36,909
59,1000,5,66,917
60,1000,5,76,905
61,1000,5,16,909
62,1000,5,74,913
63,1000,5,68,913
64,1000,5,22,913
65,1000,5,46,916
66,1000,5,32,897
67,1000,5,60,904
68,1000,5,44,914
69,1000,5,100,908
70,1000,5,30,909
71,1000,5,40,906
72,1000,5,24,895
73,1000,5,48,903
74,1000,5,18,900
75,1000,5,50,913
76,1000,5,32,904
77,1000,5,66,913
78,1000,5,56,904
79,1000,5,64,907
80,1000,5,116,921
81,1000,5,80,912
82,1000,5,82,901
83,1000,5,26,914
84,1000,5,38,913
85,1000,5,8,898
86,1000,5,12,915
87,1000,5,52,909
88,1000,5,0,907
89,1000,5,24,903
90,1000,5,32,922
91,1000,5,58,910
92,1000,5,44,896
93,1000,5,26,914
94,1000,5,108,910
95,1000,5,28,903
96,1000,5,22,908
97,1000,5,36,904
98,1000,5,78,905
99,1000,5,36,912
