,n,k,n_changes,n_matches
0,3000,4,0,2624
1,3000,4,6,2661
2,3000,4,0,2651
3,3000,4,9,2647
4,3000,4,0,2631
5,3000,4,4,2636
6,3000,4,0,2647
7,3000,4,6,2641
8,3000,4,3,2635
9,3000,4,19,2654
10,3000,4,0,2638
11,3000,4,7,2642
12,3000,4,3,2643
13,3000,4,3,2645
14,3000,4,0,2649
15,3000,4,2,2650
16,3000,4,0,2630
17,3000,4,8,2637
18,3000,4,0,2651
19,3000,4,0,2632
20,3000,4,25,2646
21,3000,4,11,2640
22,3000,4,0,2650
23,3000,4,7,2645
24,3000,4,0,2662
25,3000,4,14,2628
26,3000,4,5,2649
27,3000,4,16,2668
28,3000,4,0,2631
29,3000,4,5,2659
30,3000,4,0,2652
31,3000,4,0,2649
32,3000,4,11,2635
33,3000,4,6,2656
34,3000,4,13,2639
35,3000,4,14,2624
36,3000,4,14,2636
37,3000,4,6,2636
38,3000,4,5,2656
39,3000,4,0,2655
40,3000,4,0,2653
41,3000,4,2,2633
42,3000,4,16,2663
43,3000,4,13,2640
44,3000,4,5,2640
45,3000,4,0,2646
46,3000,4,0,2624
47,3000,4,3,2644
48,3000,4,3,2646
49,3000,4,3,2652
50,3000,4,2,2643
51,3000,4,10,2661
52,3000,4,14,2649
53,3000,4,2,2657
54,3000,4,0,2645
55,3000,4,16,2640
56,3000,4,6,2638
57,3000,4,9,2644
58,3000,4,0,2643
59,3000,4,15,2651
60,3000,4,2,2642
61,3000,4,7,2660
62,3000,4,0,2623
63,3000,4,0,2640
64,3000,4,0,2628
65,3000,4,0,2662
66,3000,4,9,2626
67,3000,4,19,2646
68,3000,4,6,2641
69,3000,4,3,2654
70,3000,4,7,2645
71,3000,4,4,2625
72,3000,4,3,2655
73,3000,4,0,2644
74,3000,4,0,2660
75,3000,4,0,2642
76,3000,4,0,2659
77,3000,4,2,2641
78,3000,4,0,2653
79,3000,4,8,2645
80,3000,4,5,2654
81,3000,4,0,2629
82,3000,4,16,2666
83,3000,4,0,2642
84,3000,4,24,2658
85,3000,4,0,2649
86,3000,4,0,2636
87,3000,4,5,2650
88,3000,4,9,2648
89,3000,4,8,2647
90,3000,4,4,2614
91,3000,4,5,2641
92,3000,4,4,2648
93,3000,4,0,2653
94,3000,4,19,2666
95,3000,4,4,2651
96,3000,4,0,2662
97,3000,4,0,2649
98,3000,4,2,2649
99,3000,4,4,2629
