,n,k,n_changes_eadam,n_matches
0,10000,8,2768,9514
1,10000,8,2880,9504
2,10000,8,2826,9520
3,10000,8,2898,9516
4,10000,8,2572,9520
5,10000,8,2594,9518
6,10000,8,2860,9501
7,10000,8,2968,9520
8,10000,8,2906,9533
9,10000,8,2112,9485
10,10000,8,2890,9529
11,10000,8,2768,9504
12,10000,8,2582,9515
13,10000,8,2640,9493
14,10000,8,2662,9518
15,10000,8,2828,9527
16,10000,8,2872,9527
17,10000,8,2426,9512
18,10000,8,2502,9489
19,10000,8,2702,9515
20,10000,8,2778,9502
21,10000,8,2576,9516
22,10000,8,2544,9542
23,10000,8,2910,9505
24,10000,8,2930,9521
25,10000,8,2714,9519
26,10000,8,2772,9523
27,10000,8,2508,9510
28,10000,8,2966,9497
29,10000,8,2772,9532
30,10000,8,2726,9540
31,10000,8,2816,9503
32,10000,8,2670,9493
33,10000,8,2716,9512
34,10000,8,2590,9504
35,10000,8,2608,9519
36,10000,8,2674,9493
37,10000,8,2720,9507
38,10000,8,2692,9513
39,10000,8,2648,9510
40,10000,8,2864,9508
41,10000,8,2808,9514
42,10000,8,2808,9516
43,10000,8,2968,9500
44,10000,8,2408,9523
45,10000,8,2868,9521
46,10000,8,2532,9532
47,10000,8,3040,9495
48,10000,8,2766,9507
49,10000,8,2842,9525
50,10000,8,3198,9523
51,10000,8,2774,9510
52,10000,8,2962,9516
53,10000,8,2838,9514
54,10000,8,2810,9516
55,10000,8,2682,9502
56,10000,8,3166,9524
57,10000,8,2992,9508
58,10000,8,2538,9535
59,10000,8,2504,9516
60,10000,8,2534,9514
61,10000,8,2716,9495
62,10000,8,2554,9507
63,10000,8,2454,9506
64,10000,8,2788,9498
65,10000,8,2740,9509
66,10000,8,2772,9520
67,10000,8,2752,9534
68,10000,8,2658,9486
69,10000,8,2766,9510
70,10000,8,2680,9508
71,10000,8,2710,9522
72,10000,8,2636,9509
73,10000,8,2446,9514
74,10000,8,2796,9498
75,10000,8,2904,9526
76,10000,8,2590,9522
77,10000,8,2844,9516
78,10000,8,2562,9507
79,10000,8,3028,9532
80,10000,8,2498,9529
81,10000,8,2436,9512
82,10000,8,2950,9504
83,10000,8,2772,9497
84,10000,8,2824,9523
85,10000,8,2816,9518
86,10000,8,2750,9504
87,10000,8,3292,9508
88,10000,8,2436,9517
89,10000,8,2698,9527
90,10000,8,2624,9509
91,10000,8,2464,9513
92,10000,8,2714,9537
93,10000,8,3146,9501
94,10000,8,2492,9497
95,10000,8,3110,9519
96,10000,8,2374,9505
97,10000,8,2492,9517
98,10000,8,2654,9515
99,10000,8,2974,9516
