,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,5000,5,55,0.012037644998905668
1,5000,5,5,0.001094331363536879
2,5000,5,3,0.0006565988181221273
3,5000,5,6,0.0013131976362442547
4,5000,5,6,0.0013247957606535659
5,5000,5,6,0.0013247957606535659
6,5000,5,23,0.0050739024928303554
7,5000,5,42,0.009265387160820648
8,5000,5,2,0.00044120891242003087
9,5000,5,8,0.0017648356496801235
10,5000,5,7,0.0015401540154015402
11,5000,5,80,0.0176017601760176
12,5000,5,26,0.00572057205720572
13,5000,5,5,0.0011001100110011
14,5000,5,4,0.0008800880088008801
15,5000,5,35,0.007695690413368514
16,5000,5,22,0.004837291116974494
17,5000,5,3,0.0006596306068601583
18,5000,5,5,0.0010993843447669306
19,5000,5,7,0.0015391380826737027
20,5000,5,52,0.01145374449339207
21,5000,5,10,0.0022026431718061676
22,5000,5,29,0.006387665198237885
23,5000,5,17,0.0037444933920704844
24,5000,5,15,0.003303964757709251
25,5000,5,7,0.0015418502202643172
26,5000,5,8,0.0017628911414720142
27,5000,5,3,0.0006610841780520053
28,5000,5,10,0.0022036139268400176
29,5000,5,24,0.005272407732864675
30,5000,5,29,0.0063778315372773255
31,5000,5,26,0.005718055861007257
32,5000,5,15,0.003298878381350341
33,5000,5,3,0.0006581834137779728
34,5000,5,8,0.0017551557700745941
35,5000,5,31,0.006801228609039052
36,5000,5,131,0.028899183763512023
37,5000,5,19,0.004191484667990294
38,5000,5,4,0.0008824178248400617
39,5000,5,16,0.003518029903254178
40,5000,5,13,0.0028583992963940193
41,5000,5,14,0.0030782761653474055
42,5000,5,7,0.0015391380826737027
43,5000,5,7,0.0015391380826737027
44,5000,5,4,0.0008795074758135445
45,5000,5,3,0.0006596306068601583
46,5000,5,18,0.00395778364116095
47,5000,5,13,0.0028583992963940193
48,5000,5,4,0.0008795074758135445
49,5000,5,2,0.00043878894251864854
50,5000,5,9,0.0019745502413339184
51,5000,5,9,0.0019745502413339184
52,5000,5,8,0.0017551557700745941
53,5000,5,10,0.002193944712593243
54,5000,5,15,0.003290917068889864
55,5000,5,3,0.0006581834137779728
56,5000,5,26,0.005703005044966001
57,5000,5,12,0.002632156174599693
58,5000,5,13,0.0028722934158197082
59,5000,5,9,0.001988510826336721
60,5000,5,17,0.0037560760053026955
61,5000,5,6,0.0013256738842244808
62,5000,5,28,0.0061864781263809105
63,5000,5,8,0.0017675651789659744
64,5000,5,2,0.0004418912947414936
65,5000,5,3,0.0006628369421122404
66,5000,5,16,0.0035312293092032666
67,5000,5,41,0.00904877510483337
68,5000,5,37,0.008110477860587462
69,5000,5,3,0.000657606313020605
70,5000,5,17,0.0037321624588364435
71,5000,5,30,0.006586169045005488
72,5000,5,3,0.0006586169045005489
73,5000,5,9,0.0019836896627727575
74,5000,5,5,0.001102049812651532
75,5000,5,7,0.0015497011290679654
76,5000,5,21,0.0046491033872038965
77,5000,5,13,0.002857770938667839
78,5000,5,26,0.005715541877335678
79,5000,5,6,0.0013189712024620796
80,5000,5,18,0.003956913607386239
81,5000,5,14,0.003077599472411519
82,5000,5,9,0.0019784568036931194
83,5000,5,12,0.002637942404924159
84,5000,5,7,0.0015387997362057595
85,5000,5,3,0.0006594856012310398
86,5000,5,3,0.0006594856012310398
87,5000,5,22,0.00484901917566674
88,5000,5,9,0.0019836896627727575
89,5000,5,6,0.0013224597751818382
90,5000,5,93,0.02043506921555702
91,5000,5,4,0.0008789277081960009
92,5000,5,35,0.007687239182956293
93,5000,5,6,0.001317812431363936
94,5000,5,8,0.0017570832418185812
95,5000,5,16,0.0035141664836371624
96,5000,5,8,0.0017570832418185812
97,5000,5,21,0.004612343509773776
98,5000,5,8,0.0017570832418185812
99,5000,5,9,0.001976718647045904
100,5000,5,15,0.0032945310784098397
101,5000,5,3,0.000658906215681968
102,5000,5,34,0.007497243660418963
103,5000,5,6,0.001323042998897464
104,5000,5,64,0.014081408140814081
105,5000,5,12,0.0026402640264026403
106,5000,5,18,0.0039603960396039604
107,5000,5,5,0.0011001100110011
108,5000,5,47,0.010320597277119016
109,5000,5,16,0.003513394817742644
110,5000,5,3,0.0006587615283267457
111,5000,5,3,0.0006587615283267457
112,5000,5,3,0.0006587615283267457
113,5000,5,2,0.0004391743522178305
114,5000,5,32,0.00706401766004415
115,5000,5,33,0.00728476821192053
116,5000,5,3,0.0006622516556291391
117,5000,5,12,0.0026490066225165563
118,5000,5,13,0.002869757174392936
119,5000,5,9,0.0019907100199071004
120,5000,5,5,0.0011059500110595002
121,5000,5,23,0.0050873700508737
122,5000,5,3,0.0006635700066357001
123,5000,5,6,0.0013271400132714001
124,5000,5,3,0.0006635700066357001
125,5000,5,35,0.007704160246533128
126,5000,5,47,0.010345586616773057
127,5000,5,8,0.0017609509134932863
128,5000,5,6,0.0013207131851199648
129,5000,5,19,0.004182258419546555
130,5000,5,4,0.0008804754567466431
131,5000,5,9,0.001981069777679947
132,5000,5,3,0.0006603565925599824
133,5000,5,3,0.0006603565925599824
134,5000,5,2,0.00044023772837332157
135,5000,5,20,0.004399472063352398
136,5000,5,19,0.004179498460184778
137,5000,5,8,0.0017597888253409592
138,5000,5,18,0.003959524857017158
139,5000,5,3,0.0006599208095028596
140,5000,5,70,0.015394765779634924
141,5000,5,26,0.005718055861007257
142,5000,5,7,0.0015394765779634925
143,5000,5,4,0.0008797009016934242
144,5000,5,13,0.0028640669751046487
145,5000,5,22,0.004846882573254021
146,5000,5,12,0.0026437541308658294
147,5000,5,2,0.0004406256884776382
148,5000,5,7,0.0015415106804668576
149,5000,5,15,0.0033032371724289805
150,5000,5,16,0.0035234529839242457
151,5000,5,10,0.002202158114952654
152,5000,5,4,0.0008808632459810614
153,5000,5,3,0.0006606474344857961
154,5000,5,6,0.0013212948689715921
155,5000,5,42,0.009214567792891619
156,5000,5,8,0.0017609509134932863
157,5000,5,4,0.0008804754567466431
158,5000,5,16,0.0035219018269865726
159,5000,5,10,0.002201188641866608
160,5000,5,28,0.0061633281972265025
161,5000,5,3,0.0006603565925599824
162,5000,5,2,0.00044023772837332157
163,5000,5,7,0.0015381234893430016
164,5000,5,10,0.002197319270490002
165,5000,5,6,0.0013183915622940012
166,5000,5,8,0.0017578554163920018
167,5000,5,11,0.0024170511975390024
