,n,k,n_changes,n_matches
0,5000,5,96,4569
1,5000,5,49,4529
2,5000,5,84,4533
3,5000,5,149,4545
4,5000,5,72,4548
5,5000,5,181,4540
6,5000,5,21,4538
7,5000,5,24,4552
8,5000,5,114,4547
9,5000,5,62,4558
10,5000,5,187,4533
11,5000,5,103,4548
12,5000,5,53,4548
13,5000,5,68,4558
14,5000,5,54,4559
15,5000,5,104,4526
16,5000,5,61,4531
17,5000,5,52,4562
18,5000,5,54,4555
19,5000,5,14,4537
20,5000,5,28,4517
21,5000,5,151,4549
22,5000,5,37,4537
23,5000,5,161,4551
24,5000,5,188,4553
25,5000,5,63,4535
26,5000,5,119,4545
27,5000,5,84,4554
28,5000,5,125,4530
29,5000,5,81,4521
30,5000,5,210,4543
31,5000,5,114,4546
32,5000,5,140,4547
33,5000,5,74,4539
34,5000,5,97,4541
35,5000,5,42,4558
36,5000,5,97,4543
37,5000,5,106,4551
38,5000,5,92,4548
39,5000,5,40,4544
40,5000,5,88,4548
41,5000,5,112,4545
42,5000,5,88,4551
43,5000,5,60,4547
44,5000,5,26,4537
45,5000,5,119,4568
46,5000,5,73,4544
47,5000,5,123,4538
48,5000,5,103,4555
49,5000,5,39,4542
50,5000,5,99,4533
51,5000,5,143,4569
52,5000,5,129,4533
53,5000,5,163,4518
54,5000,5,54,4535
55,5000,5,115,4547
56,5000,5,90,4554
57,5000,5,89,4535
58,5000,5,45,4547
59,5000,5,118,4546
60,5000,5,106,4537
61,5000,5,101,4523
62,5000,5,119,4528
63,5000,5,143,4504
64,5000,5,151,4552
65,5000,5,49,4528
66,5000,5,91,4534
67,5000,5,63,4547
68,5000,5,94,4542
69,5000,5,92,4550
70,5000,5,26,4547
71,5000,5,50,4532
72,5000,5,59,4543
73,5000,5,47,4533
74,5000,5,147,4533
75,5000,5,164,4538
76,5000,5,94,4552
77,5000,5,146,4559
78,5000,5,51,4522
79,5000,5,83,4569
80,5000,5,79,4554
81,5000,5,114,4548
82,5000,5,67,4534
83,5000,5,98,4545
84,5000,5,0,4548
85,5000,5,96,4546
86,5000,5,81,4561
87,5000,5,91,4549
88,5000,5,36,4546
89,5000,5,61,4540
90,5000,5,75,4538
91,5000,5,92,4549
92,5000,5,111,4541
93,5000,5,107,4537
94,5000,5,16,4544
95,5000,5,121,4537
96,5000,5,120,4560
97,5000,5,117,4516
98,5000,5,93,4545
99,5000,5,173,4526
