,n,k,n_changes_eadam,n_matches
0,10000,6,840,9290
1,10000,6,694,9279
2,10000,6,940,9273
3,10000,6,1158,9274
4,10000,6,1038,9284
5,10000,6,994,9259
6,10000,6,924,9289
7,10000,6,1096,9273
8,10000,6,914,9255
9,10000,6,1096,9272
10,10000,6,1006,9257
11,10000,6,816,9294
12,10000,6,946,9296
13,10000,6,764,9293
14,10000,6,926,9269
15,10000,6,758,9246
16,10000,6,794,9235
17,10000,6,1004,9251
18,10000,6,774,9282
19,10000,6,1060,9282
20,10000,6,976,9286
21,10000,6,772,9245
22,10000,6,1028,9267
23,10000,6,880,9287
24,10000,6,930,9288
25,10000,6,724,9303
26,10000,6,1104,9273
27,10000,6,964,9289
28,10000,6,918,9253
29,10000,6,1018,9262
30,10000,6,990,9264
31,10000,6,936,9259
32,10000,6,1058,9293
33,10000,6,890,9296
34,10000,6,1138,9279
35,10000,6,1012,9265
36,10000,6,1118,9247
37,10000,6,738,9245
38,10000,6,814,9280
39,10000,6,1184,9283
40,10000,6,1022,9261
41,10000,6,1010,9296
42,10000,6,1066,9254
43,10000,6,920,9278
44,10000,6,1268,9275
45,10000,6,722,9282
46,10000,6,908,9293
47,10000,6,808,9270
48,10000,6,1156,9302
49,10000,6,1036,9270
50,10000,6,866,9269
51,10000,6,918,9277
52,10000,6,836,9292
53,10000,6,856,9272
54,10000,6,1084,9258
55,10000,6,1082,9245
56,10000,6,874,9261
57,10000,6,824,9296
58,10000,6,1008,9263
59,10000,6,1170,9232
60,10000,6,832,9239
61,10000,6,852,9285
62,10000,6,1082,9274
63,10000,6,926,9259
64,10000,6,1184,9275
65,10000,6,1012,9247
66,10000,6,910,9266
67,10000,6,1052,9236
68,10000,6,710,9256
69,10000,6,878,9281
70,10000,6,988,9282
71,10000,6,1030,9277
72,10000,6,772,9248
73,10000,6,794,9292
74,10000,6,1240,9277
75,10000,6,988,9278
76,10000,6,1282,9287
77,10000,6,1088,9275
78,10000,6,900,9237
79,10000,6,852,9232
80,10000,6,708,9254
81,10000,6,892,9235
82,10000,6,746,9277
83,10000,6,854,9257
84,10000,6,1072,9280
85,10000,6,958,9268
86,10000,6,1174,9277
87,10000,6,878,9273
88,10000,6,1092,9268
89,10000,6,668,9287
90,10000,6,1166,9313
91,10000,6,912,9243
92,10000,6,1082,9257
93,10000,6,996,9274
94,10000,6,792,9250
95,10000,6,790,9294
96,10000,6,986,9276
97,10000,6,910,9284
98,10000,6,1030,9290
99,10000,6,962,9283
