,n,k,n_changes_eadam,n_matches
0,3000,7,638,2820
1,3000,7,550,2826
2,3000,7,668,2826
3,3000,7,696,2832
4,3000,7,502,2837
5,3000,7,776,2825
6,3000,7,540,2813
7,3000,7,582,2826
8,3000,7,546,2812
9,3000,7,520,2836
10,3000,7,556,2838
11,3000,7,554,2814
12,3000,7,420,2815
13,3000,7,574,2819
14,3000,7,532,2811
15,3000,7,540,2827
16,3000,7,576,2817
17,3000,7,604,2827
18,3000,7,702,2840
19,3000,7,580,2820
20,3000,7,600,2809
21,3000,7,720,2814
22,3000,7,544,2832
23,3000,7,618,2822
24,3000,7,602,2805
25,3000,7,710,2825
26,3000,7,610,2837
27,3000,7,640,2820
28,3000,7,726,2824
29,3000,7,678,2812
30,3000,7,482,2831
31,3000,7,658,2830
32,3000,7,554,2811
33,3000,7,594,2838
34,3000,7,520,2816
35,3000,7,638,2801
36,3000,7,452,2840
37,3000,7,646,2830
38,3000,7,588,2817
39,3000,7,528,2812
40,3000,7,570,2819
41,3000,7,598,2829
42,3000,7,632,2827
43,3000,7,722,2823
44,3000,7,530,2832
45,3000,7,766,2825
46,3000,7,548,2819
47,3000,7,524,2835
48,3000,7,658,2817
49,3000,7,614,2825
50,3000,7,610,2820
51,3000,7,636,2807
52,3000,7,580,2825
53,3000,7,514,2821
54,3000,7,652,2841
55,3000,7,546,2816
56,3000,7,602,2808
57,3000,7,538,2814
58,3000,7,592,2805
59,3000,7,608,2820
60,3000,7,760,2821
61,3000,7,570,2826
62,3000,7,642,2821
63,3000,7,648,2828
64,3000,7,484,2825
65,3000,7,504,2811
66,3000,7,434,2818
67,3000,7,550,2823
68,3000,7,734,2825
69,3000,7,536,2802
70,3000,7,658,2826
71,3000,7,676,2837
72,3000,7,584,2826
73,3000,7,630,2826
74,3000,7,578,2817
75,3000,7,576,2816
76,3000,7,544,2825
77,3000,7,548,2830
78,3000,7,670,2824
79,3000,7,580,2818
80,3000,7,510,2823
81,3000,7,600,2804
82,3000,7,616,2826
83,3000,7,502,2827
84,3000,7,410,2819
85,3000,7,412,2821
86,3000,7,450,2834
87,3000,7,494,2834
88,3000,7,554,2818
89,3000,7,466,2818
90,3000,7,454,2822
91,3000,7,454,2837
92,3000,7,718,2826
93,3000,7,496,2837
94,3000,7,490,2831
95,3000,7,670,2830
96,3000,7,508,2819
97,3000,7,536,2824
98,3000,7,704,2827
99,3000,7,600,2824
