,n,k,n_changes_eadam,n_matches
0,10000,7,2086,9416
1,10000,7,1682,9408
2,10000,7,1954,9403
3,10000,7,1920,9386
4,10000,7,1842,9417
5,10000,7,1956,9404
6,10000,7,1722,9377
7,10000,7,1804,9426
8,10000,7,2004,9394
9,10000,7,1818,9389
10,10000,7,1804,9411
11,10000,7,2012,9399
12,10000,7,1978,9424
13,10000,7,2024,9423
14,10000,7,1830,9422
15,10000,7,1628,9413
16,10000,7,1822,9419
17,10000,7,1794,9393
18,10000,7,1542,9415
19,10000,7,1598,9431
20,10000,7,1868,9426
21,10000,7,2074,9436
22,10000,7,1508,9429
23,10000,7,1784,9396
24,10000,7,1694,9388
25,10000,7,1600,9433
26,10000,7,2084,9404
27,10000,7,1706,9407
28,10000,7,1654,9396
29,10000,7,1992,9397
30,10000,7,1874,9390
31,10000,7,1858,9415
32,10000,7,1798,9421
33,10000,7,2038,9418
34,10000,7,2182,9428
35,10000,7,1856,9396
36,10000,7,1666,9415
37,10000,7,2074,9428
38,10000,7,1706,9388
39,10000,7,1816,9389
40,10000,7,1966,9421
41,10000,7,1972,9366
42,10000,7,1932,9394
43,10000,7,1866,9391
44,10000,7,2026,9380
45,10000,7,1916,9395
46,10000,7,1658,9419
47,10000,7,1944,9398
48,10000,7,1724,9405
49,10000,7,1716,9399
50,10000,7,1730,9429
51,10000,7,2028,9379
52,10000,7,1904,9397
53,10000,7,1816,9387
54,10000,7,2044,9424
55,10000,7,2114,9435
56,10000,7,1874,9426
57,10000,7,1914,9425
58,10000,7,1744,9421
59,10000,7,1832,9433
60,10000,7,1748,9406
61,10000,7,2150,9413
62,10000,7,1960,9415
63,10000,7,2022,9423
64,10000,7,2092,9420
65,10000,7,1736,9425
66,10000,7,1954,9412
67,10000,7,2006,9389
68,10000,7,1888,9414
69,10000,7,1894,9424
70,10000,7,1858,9409
71,10000,7,1662,9404
72,10000,7,1928,9447
73,10000,7,1778,9416
74,10000,7,2094,9415
75,10000,7,2106,9422
76,10000,7,1678,9410
77,10000,7,1862,9429
78,10000,7,1702,9407
79,10000,7,2006,9406
80,10000,7,2112,9419
81,10000,7,1726,9388
82,10000,7,1742,9424
83,10000,7,1744,9401
84,10000,7,1862,9396
85,10000,7,1758,9385
86,10000,7,1678,9408
87,10000,7,1812,9413
88,10000,7,2134,9401
89,10000,7,2222,9394
90,10000,7,1906,9408
91,10000,7,1936,9398
92,10000,7,1744,9439
93,10000,7,1610,9386
94,10000,7,1772,9408
95,10000,7,1604,9426
96,10000,7,1522,9406
97,10000,7,1712,9393
98,10000,7,1678,9398
99,10000,7,1976,9401
