,n,k,differences,percent_diff,matches
0,100,3,12,0.14634146341463414,82
1,100,3,24,0.26373626373626374,91
2,100,3,12,0.13793103448275862,87
3,100,3,14,0.16470588235294117,85
4,100,3,14,0.17073170731707318,82
5,100,3,22,0.275,80
6,100,3,14,0.17073170731707318,82
7,100,3,2,0.023529411764705882,85
8,100,3,4,0.04878048780487805,82
9,100,3,8,0.0975609756097561,82
10,100,3,10,0.11494252873563218,87
11,100,3,8,0.09411764705882353,85
12,100,3,18,0.20689655172413793,87
13,100,3,12,0.1348314606741573,89
14,100,3,8,0.0898876404494382,89
15,100,3,12,0.13953488372093023,86
16,100,3,14,0.17073170731707318,82
17,100,3,8,0.09302325581395349,86
18,100,3,0,0.0,81
19,100,3,14,0.1686746987951807,83
20,100,3,14,0.1686746987951807,83
21,100,3,6,0.07142857142857142,84
22,100,3,4,0.04819277108433735,83
23,100,3,8,0.09411764705882353,85
24,100,3,2,0.024096385542168676,83
25,100,3,8,0.09523809523809523,84
26,100,3,18,0.20689655172413793,87
27,100,3,8,0.09523809523809523,84
28,100,3,6,0.06896551724137931,87
29,100,3,18,0.21176470588235294,85
30,100,3,18,0.20689655172413793,87
31,100,3,10,0.11494252873563218,87
32,100,3,8,0.09302325581395349,86
33,100,3,4,0.04819277108433735,83
34,100,3,10,0.11904761904761904,84
35,100,3,8,0.09411764705882353,85
36,100,3,18,0.21686746987951808,83
37,100,3,18,0.21428571428571427,84
38,100,3,10,0.11764705882352941,85
39,100,3,18,0.21951219512195122,82
40,100,3,12,0.1411764705882353,85
41,100,3,16,0.18604651162790697,86
42,100,3,6,0.06896551724137931,87
43,100,3,12,0.14285714285714285,84
44,100,3,10,0.12048192771084337,83
45,100,3,10,0.11494252873563218,87
46,100,3,14,0.1728395061728395,81
47,100,3,10,0.12048192771084337,83
48,100,3,8,0.0963855421686747,83
49,100,3,8,0.09195402298850575,87
50,100,3,14,0.16091954022988506,87
51,100,3,18,0.21951219512195122,82
52,100,3,4,0.047619047619047616,84
53,100,3,8,0.0975609756097561,82
54,100,3,14,0.16666666666666666,84
55,100,3,10,0.11764705882352941,85
56,100,3,4,0.04819277108433735,83
57,100,3,8,0.0963855421686747,83
58,100,3,12,0.14814814814814814,81
59,100,3,16,0.18181818181818182,88
60,100,3,20,0.23809523809523808,84
61,100,3,8,0.0975609756097561,82
62,100,3,18,0.21176470588235294,85
63,100,3,2,0.024096385542168676,83
64,100,3,20,0.23255813953488372,86
65,100,3,16,0.1797752808988764,89
66,100,3,22,0.2619047619047619,84
67,100,3,10,0.12195121951219512,82
68,100,3,6,0.06976744186046512,86
69,100,3,8,0.09523809523809523,84
70,100,3,4,0.046511627906976744,86
71,100,3,14,0.16279069767441862,86
72,100,3,12,0.1411764705882353,85
73,100,3,8,0.0975609756097561,82
74,100,3,12,0.14285714285714285,84
75,100,3,8,0.09195402298850575,87
76,100,3,4,0.04819277108433735,83
77,100,3,4,0.046511627906976744,86
78,100,3,4,0.04819277108433735,83
79,100,3,18,0.21176470588235294,85
80,100,3,20,0.22988505747126436,87
81,100,3,8,0.09302325581395349,86
82,100,3,12,0.13333333333333333,90
83,100,3,8,0.0898876404494382,89
84,100,3,12,0.14285714285714285,84
85,100,3,6,0.06741573033707865,89
86,100,3,16,0.18604651162790697,86
87,100,3,4,0.047619047619047616,84
88,100,3,10,0.12345679012345678,81
89,100,3,6,0.07317073170731707,82
90,100,3,6,0.07317073170731707,82
91,100,3,4,0.04938271604938271,81
92,100,3,10,0.11904761904761904,84
93,100,3,16,0.19047619047619047,84
94,100,3,8,0.09411764705882353,85
95,100,3,0,0.0,88
96,100,3,4,0.046511627906976744,86
97,100,3,6,0.07228915662650602,83
98,100,3,6,0.06896551724137931,87
99,100,3,8,0.09523809523809523,84
100,100,3,8,0.0963855421686747,83
101,100,3,2,0.02531645569620253,79
102,100,3,16,0.18604651162790697,86
103,100,3,10,0.11494252873563218,87
104,100,3,16,0.18604651162790697,86
105,100,3,22,0.25287356321839083,87
106,100,3,8,0.09302325581395349,86
107,100,3,12,0.14285714285714285,84
108,100,3,10,0.12658227848101267,79
109,100,3,8,0.09411764705882353,85
110,100,3,4,0.04938271604938271,81
111,100,3,14,0.16091954022988506,87
112,100,3,4,0.046511627906976744,86
113,100,3,2,0.022988505747126436,87
114,100,3,12,0.14814814814814814,81
115,100,3,2,0.023809523809523808,84
116,100,3,6,0.07142857142857142,84
117,100,3,0,0.0,89
118,100,3,14,0.1590909090909091,88
119,100,3,14,0.16470588235294117,85
120,100,3,16,0.20512820512820512,78
121,100,3,16,0.1797752808988764,89
122,100,3,18,0.21428571428571427,84
123,100,3,14,0.1590909090909091,88
124,100,3,14,0.1686746987951807,83
125,100,3,12,0.13953488372093023,86
126,100,3,14,0.16091954022988506,87
127,100,3,12,0.13953488372093023,86
128,100,3,16,0.19753086419753085,81
129,100,3,8,0.09411764705882353,85
130,100,3,8,0.09302325581395349,86
131,100,3,4,0.05,80
132,100,3,2,0.023809523809523808,84
133,100,3,10,0.11904761904761904,84
134,100,3,10,0.12048192771084337,83
135,100,3,0,0.0,85
136,100,3,26,0.3058823529411765,85
137,100,3,14,0.16666666666666666,84
138,100,3,18,0.21428571428571427,84
139,100,3,14,0.1590909090909091,88
140,100,3,16,0.18823529411764706,85
141,100,3,8,0.09195402298850575,87
142,100,3,20,0.22988505747126436,87
143,100,3,16,0.18181818181818182,88
144,100,3,4,0.04938271604938271,81
145,100,3,14,0.16470588235294117,85
146,100,3,18,0.20454545454545456,88
147,100,3,22,0.2619047619047619,84
148,100,3,12,0.1518987341772152,79
149,100,3,16,0.19047619047619047,84
150,100,3,18,0.20930232558139536,86
151,100,3,4,0.05,80
152,100,3,14,0.16666666666666666,84
153,100,3,8,0.09411764705882353,85
154,100,3,2,0.023529411764705882,85
155,100,3,6,0.07058823529411765,85
156,100,3,18,0.20689655172413793,87
157,100,3,12,0.15,80
158,100,3,20,0.23255813953488372,86
159,100,3,6,0.06741573033707865,89
160,100,3,10,0.11627906976744186,86
161,100,3,12,0.14634146341463414,82
162,100,3,8,0.0975609756097561,82
163,100,3,4,0.046511627906976744,86
164,100,3,6,0.07142857142857142,84
165,100,3,0,0.0,83
166,100,3,6,0.06896551724137931,87
167,100,3,12,0.14457831325301204,83
168,100,3,4,0.04597701149425287,87
169,100,3,10,0.11764705882352941,85
170,100,3,20,0.23255813953488372,86
171,100,3,12,0.13793103448275862,87
172,100,3,12,0.14285714285714285,84
173,100,3,14,0.1728395061728395,81
174,100,3,6,0.06976744186046512,86
175,100,3,6,0.06976744186046512,86
176,100,3,20,0.23809523809523808,84
177,100,3,4,0.04819277108433735,83
178,100,3,12,0.15,80
179,100,3,14,0.16470588235294117,85
180,100,3,12,0.14814814814814814,81
181,100,3,10,0.11494252873563218,87
182,100,3,10,0.12195121951219512,82
183,100,3,8,0.10126582278481013,79
184,100,3,6,0.06976744186046512,86
185,100,3,18,0.20930232558139536,86
186,100,3,6,0.06896551724137931,87
187,100,3,10,0.12048192771084337,83
188,100,3,2,0.023529411764705882,85
189,100,3,8,0.08888888888888889,90
190,100,3,2,0.023809523809523808,84
191,100,3,0,0.0,88
192,100,3,4,0.04878048780487805,82
193,100,3,20,0.23809523809523808,84
194,100,3,8,0.09523809523809523,84
195,100,3,4,0.047058823529411764,85
196,100,3,8,0.0963855421686747,83
197,100,3,14,0.17073170731707318,82
198,100,3,4,0.05,80
199,100,3,16,0.18823529411764706,85
200,100,3,8,0.09195402298850575,87
201,100,3,20,0.22988505747126436,87
202,100,3,8,0.0975609756097561,82
203,100,3,8,0.09523809523809523,84
204,100,3,22,0.25,88
205,100,3,16,0.18181818181818182,88
206,100,3,32,0.36363636363636365,88
207,100,3,4,0.04819277108433735,83
208,100,3,20,0.23809523809523808,84
209,100,3,14,0.1590909090909091,88
210,100,3,6,0.07058823529411765,85
211,100,3,14,0.16666666666666666,84
212,100,3,12,0.14634146341463414,82
213,100,3,14,0.1590909090909091,88
214,100,3,6,0.07317073170731707,82
215,100,3,10,0.125,80
216,100,3,8,0.09195402298850575,87
217,100,3,4,0.047058823529411764,85
218,100,3,2,0.023809523809523808,84
219,100,3,10,0.1111111111111111,90
220,100,3,26,0.29213483146067415,89
221,100,3,12,0.13636363636363635,88
222,100,3,10,0.11764705882352941,85
223,100,3,16,0.18604651162790697,86
224,100,3,26,0.2988505747126437,87
225,100,3,12,0.13953488372093023,86
226,100,3,10,0.11764705882352941,85
227,100,3,4,0.046511627906976744,86
228,100,3,6,0.06818181818181818,88
229,100,3,18,0.21176470588235294,85
230,100,3,10,0.11627906976744186,86
231,100,3,10,0.12048192771084337,83
232,100,3,18,0.20930232558139536,86
233,100,3,6,0.06976744186046512,86
234,100,3,8,0.09195402298850575,87
235,100,3,6,0.07142857142857142,84
236,100,3,8,0.09523809523809523,84
237,100,3,6,0.06818181818181818,88
238,100,3,12,0.14285714285714285,84
239,100,3,14,0.16279069767441862,86
240,100,3,4,0.046511627906976744,86
241,100,3,2,0.023809523809523808,84
242,100,3,12,0.14285714285714285,84
243,100,3,10,0.12345679012345678,81
244,100,3,18,0.21951219512195122,82
245,100,3,14,0.16470588235294117,85
246,100,3,20,0.24390243902439024,82
247,100,3,22,0.25882352941176473,85
248,100,3,12,0.13636363636363635,88
249,100,3,10,0.11363636363636363,88
250,100,3,0,0.0,84
251,100,3,18,0.20454545454545456,88
252,100,3,22,0.25,88
253,100,3,8,0.0975609756097561,82
254,100,3,4,0.047058823529411764,85
255,100,3,20,0.24096385542168675,83
256,100,3,14,0.16091954022988506,87
257,100,3,16,0.19047619047619047,84
258,100,3,8,0.09302325581395349,86
259,100,3,8,0.09195402298850575,87
260,100,3,14,0.1686746987951807,83
261,100,3,8,0.0975609756097561,82
262,100,3,10,0.12345679012345678,81
263,100,3,14,0.16091954022988506,87
264,100,3,18,0.21176470588235294,85
265,100,3,6,0.07142857142857142,84
266,100,3,6,0.07142857142857142,84
267,100,3,4,0.047619047619047616,84
268,100,3,16,0.18823529411764706,85
269,100,3,4,0.047619047619047616,84
270,100,3,24,0.2962962962962963,81
271,100,3,10,0.11363636363636363,88
272,100,3,12,0.14285714285714285,84
273,100,3,6,0.07407407407407407,81
274,100,3,16,0.1927710843373494,83
275,100,3,10,0.11363636363636363,88
276,100,3,2,0.023809523809523808,84
277,100,3,16,0.19753086419753085,81
278,100,3,8,0.0975609756097561,82
279,100,3,16,0.1797752808988764,89
280,100,3,12,0.14634146341463414,82
281,100,3,6,0.06896551724137931,87
282,100,3,12,0.14285714285714285,84
283,100,3,2,0.022988505747126436,87
284,100,3,10,0.12048192771084337,83
285,100,3,20,0.23809523809523808,84
286,100,3,24,0.2823529411764706,85
287,100,3,22,0.2682926829268293,82
288,100,3,10,0.11363636363636363,88
289,100,3,4,0.04878048780487805,82
290,100,3,12,0.14285714285714285,84
291,100,3,8,0.0898876404494382,89
292,100,3,6,0.07058823529411765,85
293,100,3,12,0.13636363636363635,88
294,100,3,14,0.1728395061728395,81
295,100,3,8,0.09411764705882353,85
296,100,3,22,0.26506024096385544,83
297,100,3,14,0.16666666666666666,84
298,100,3,8,0.09876543209876543,81
299,100,3,10,0.11627906976744186,86
300,100,3,6,0.07142857142857142,84
301,100,3,18,0.21428571428571427,84
302,100,3,8,0.09411764705882353,85
303,100,3,6,0.07228915662650602,83
304,100,3,12,0.1411764705882353,85
305,100,3,6,0.07058823529411765,85
306,100,3,6,0.07142857142857142,84
307,100,3,18,0.21686746987951808,83
308,100,3,16,0.19047619047619047,84
309,100,3,10,0.11764705882352941,85
310,100,3,2,0.023255813953488372,86
311,100,3,16,0.2,80
312,100,3,8,0.09523809523809523,84
313,100,3,8,0.09411764705882353,85
314,100,3,14,0.16666666666666666,84
315,100,3,6,0.06666666666666667,90
316,100,3,22,0.2619047619047619,84
317,100,3,2,0.023529411764705882,85
318,100,3,6,0.07142857142857142,84
319,100,3,4,0.04938271604938271,81
320,100,3,12,0.1411764705882353,85
321,100,3,8,0.09876543209876543,81
322,100,3,2,0.024691358024691357,81
323,100,3,10,0.125,80
324,100,3,12,0.13793103448275862,87
325,100,3,12,0.1411764705882353,85
326,100,3,4,0.047619047619047616,84
327,100,3,14,0.16470588235294117,85
328,100,3,10,0.11764705882352941,85
329,100,3,14,0.16470588235294117,85
330,100,3,0,0.0,85
331,100,3,12,0.14814814814814814,81
332,100,3,12,0.14285714285714285,84
333,100,3,14,0.1686746987951807,83
334,100,3,8,0.09523809523809523,84
335,100,3,10,0.11494252873563218,87
336,100,3,6,0.06976744186046512,86
337,100,3,10,0.12048192771084337,83
338,100,3,14,0.16091954022988506,87
339,100,3,14,0.1794871794871795,78
340,100,3,8,0.09411764705882353,85
341,100,3,14,0.16470588235294117,85
342,100,3,12,0.13793103448275862,87
343,100,3,4,0.04938271604938271,81
344,100,3,10,0.11764705882352941,85
345,100,3,12,0.14457831325301204,83
346,100,3,24,0.2857142857142857,84
347,100,3,12,0.13793103448275862,87
348,100,3,12,0.14634146341463414,82
349,100,3,14,0.1686746987951807,83
350,100,3,6,0.07228915662650602,83
351,100,3,18,0.21686746987951808,83
352,100,3,14,0.16279069767441862,86
353,100,3,14,0.1590909090909091,88
354,100,3,8,0.09523809523809523,84
355,100,3,12,0.13953488372093023,86
356,100,3,6,0.06666666666666667,90
357,100,3,16,0.1951219512195122,82
358,100,3,8,0.0963855421686747,83
359,100,3,18,0.21428571428571427,84
360,100,3,0,0.0,82
361,100,3,10,0.11627906976744186,86
362,100,3,4,0.04819277108433735,83
363,100,3,10,0.11627906976744186,86
364,100,3,16,0.19047619047619047,84
365,100,3,18,0.21428571428571427,84
366,100,3,8,0.0898876404494382,89
367,100,3,6,0.06976744186046512,86
368,100,3,10,0.12345679012345678,81
369,100,3,4,0.0449438202247191,89
370,100,3,14,0.16279069767441862,86
371,100,3,18,0.21428571428571427,84
372,100,3,14,0.15555555555555556,90
373,100,3,12,0.13793103448275862,87
374,100,3,8,0.0963855421686747,83
375,100,3,2,0.024691358024691357,81
376,100,3,2,0.023529411764705882,85
377,100,3,20,0.25,80
378,100,3,8,0.0963855421686747,83
379,100,3,18,0.21428571428571427,84
380,100,3,10,0.11904761904761904,84
381,100,3,8,0.0975609756097561,82
382,100,3,20,0.23809523809523808,84
383,100,3,18,0.20689655172413793,87
384,100,3,8,0.09411764705882353,85
385,100,3,12,0.14285714285714285,84
386,100,3,0,0.0,88
387,100,3,16,0.1839080459770115,87
388,100,3,4,0.047619047619047616,84
389,100,3,10,0.11627906976744186,86
390,100,3,14,0.16470588235294117,85
391,100,3,10,0.11627906976744186,86
392,100,3,8,0.09195402298850575,87
393,100,3,6,0.06976744186046512,86
394,100,3,4,0.047058823529411764,85
395,100,3,20,0.22988505747126436,87
396,100,3,16,0.19047619047619047,84
397,100,3,10,0.12048192771084337,83
398,100,3,2,0.024096385542168676,83
399,100,3,16,0.1839080459770115,87
400,100,3,2,0.024691358024691357,81
401,100,3,14,0.16470588235294117,85
402,100,3,16,0.18604651162790697,86
403,100,3,12,0.14285714285714285,84
404,100,3,12,0.1411764705882353,85
405,100,3,16,0.18823529411764706,85
406,100,3,14,0.16279069767441862,86
407,100,3,18,0.21686746987951808,83
408,100,3,4,0.044444444444444446,90
409,100,3,8,0.09090909090909091,88
410,100,3,16,0.18823529411764706,85
411,100,3,6,0.07058823529411765,85
412,100,3,14,0.17073170731707318,82
413,100,3,4,0.047619047619047616,84
414,100,3,18,0.20454545454545456,88
415,100,3,18,0.21176470588235294,85
416,100,3,6,0.07407407407407407,81
417,100,3,10,0.11363636363636363,88
