,n,k,differences,percent_diff,matches
0,500,5,28,0.06796116504854369,412
1,500,5,56,0.13861386138613863,404
2,500,5,40,0.0936768149882904,427
3,500,5,48,0.11735941320293398,409
4,500,5,48,0.1162227602905569,413
5,500,5,44,0.10476190476190476,420
6,500,5,42,0.0997624703087886,421
7,500,5,52,0.12093023255813953,430
8,500,5,58,0.13875598086124402,418
9,500,5,50,0.1187648456057007,421
10,500,5,60,0.1411764705882353,425
11,500,5,76,0.18009478672985782,422
12,500,5,52,0.12037037037037036,432
13,500,5,28,0.0673076923076923,416
14,500,5,76,0.17966903073286053,423
15,500,5,58,0.13679245283018868,424
16,500,5,58,0.13711583924349882,423
17,500,5,40,0.09280742459396751,431
18,500,5,36,0.08695652173913043,414
19,500,5,48,0.11566265060240964,415
20,500,5,54,0.12705882352941175,425
21,500,5,44,0.102803738317757,428
22,500,5,34,0.0821256038647343,414
23,500,5,50,0.11848341232227488,422
24,500,5,52,0.12064965197215777,431
25,500,5,38,0.09047619047619047,420
26,500,5,44,0.10304449648711944,427
27,500,5,66,0.15639810426540285,422
28,500,5,60,0.1405152224824356,427
29,500,5,62,0.14691943127962084,422
30,500,5,76,0.1784037558685446,426
31,500,5,76,0.1784037558685446,426
32,500,5,52,0.12206572769953052,426
33,500,5,50,0.11737089201877934,426
34,500,5,48,0.11294117647058824,425
35,500,5,56,0.1339712918660287,418
36,500,5,34,0.08056872037914692,422
37,500,5,42,0.09929078014184398,423
38,500,5,52,0.12410501193317422,419
39,500,5,52,0.12009237875288684,433
40,500,5,50,0.12254901960784313,408
41,500,5,46,0.11004784688995216,418
42,500,5,54,0.12980769230769232,416
43,500,5,28,0.06619385342789598,423
44,500,5,54,0.1288782816229117,419
45,500,5,84,0.1995249406175772,421
46,500,5,50,0.12077294685990338,414
47,500,5,76,0.17511520737327188,434
48,500,5,60,0.14251781472684086,421
49,500,5,62,0.14588235294117646,425
50,500,5,44,0.10476190476190476,420
51,500,5,36,0.08695652173913043,414
