,n,k,differences,percent_diff,matches
0,5000,3,578,0.1370642636945696,4217
1,5000,3,494,0.11795606494746896,4188
2,5000,3,458,0.10907358894974994,4199
3,5000,3,532,0.12687813021702837,4193
4,5000,3,606,0.14445768772348033,4195
5,5000,3,510,0.12192206550322734,4183
6,5000,3,478,0.11410837908808785,4189
7,5000,3,536,0.12704432329936005,4219
8,5000,3,560,0.13333333333333333,4200
9,5000,3,500,0.11930326890956812,4191
10,5000,3,530,0.12640114476508466,4193
11,5000,3,518,0.12304038004750593,4210
12,5000,3,526,0.12508917954815696,4205
13,5000,3,560,0.13307984790874525,4208
14,5000,3,594,0.14139490597476792,4201
15,5000,3,584,0.13865147198480532,4212
16,5000,3,542,0.12883289755169955,4207
17,5000,3,514,0.12281959378733573,4185
18,5000,3,514,0.1221192682347351,4209
19,5000,3,548,0.13035204567078973,4204
20,5000,3,502,0.11884469696969698,4224
21,5000,3,542,0.13041385948026948,4156
22,5000,3,516,0.12320916905444126,4188
23,5000,3,492,0.11733842117815407,4193
24,5000,3,600,0.14245014245014245,4212
25,5000,3,558,0.13269916765755055,4205
26,5000,3,554,0.13131073714150274,4219
27,5000,3,538,0.1279733587059943,4204
28,5000,3,494,0.11739543726235742,4208
29,5000,3,510,0.12122652721654385,4207
30,5000,3,582,0.13860442962610145,4199
31,5000,3,560,0.13387520918001433,4183
32,5000,3,528,0.12607449856733524,4188
33,5000,3,592,0.14115402956604672,4194
34,5000,3,614,0.14539426947667536,4223
35,5000,3,498,0.11908177905308465,4182
36,5000,3,476,0.11311787072243346,4208
37,5000,3,496,0.11789874019491324,4207
38,5000,3,520,0.12401621750536608,4193
39,5000,3,502,0.11848005664385178,4237
40,5000,3,502,0.11915499643959174,4213
41,5000,3,472,0.11272987819441127,4187
42,5000,3,570,0.13542409123307197,4209
43,5000,3,550,0.13082778306374881,4204
44,5000,3,542,0.12932474349797185,4191
45,5000,3,542,0.12877167973390355,4209
46,5000,3,500,0.11901928112354201,4201
47,5000,3,576,0.13707758210376011,4202
